Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
68744,127323,53946,38862,88461,29882,-4633
71639,108817,38422,63946,44871,7693,1244
71394,109102,38690,63444,45658,7950,982
55441,66461,19500,54922,11539,519,8480
67625,129323,57347,29258,100065,38367,-4351
69679,97685,32390,65810,31875,3869,4384
29591,31865,8540,29570,2295,21,6266
36969,40586,11060,36932,3654,37,7443
68314,128180,55208,35528,92652,32786,-4658
71242,105335,36417,65002,40333,6240,2324
64172,82612,25638,62672,19940,1500,7198
67977,92698,30085,65056,27642,2921,5364
56492,68160,20102,55912,12248,580,8434
71123,103614,35402,65620,37994,5503,2911
45271,51523,14484,45110,6413,161,8232
69792,98171,32672,65654,32517,4138,4293
70899,103669,35532,65210,38459,5689,2762
70565,122919,48760,50798,72121,19767,-3594
8056,8208,2090,8056,152,0,1938
19064,19856,5163,19060,796,4,4371
67450,90969,29280,64818,26151,2632,5761
69176,95135,31063,66018,29117,3158,5104
55903,67362,19850,55324,12038,579,8391
67954,92035,29718,65198,26837,2756,5637
50091,58151,16612,49854,8297,237,8552
70686,102151,34691,65538,36613,5148,3226
59684,74014,22315,58768,15246,916,7985
70037,99279,33210,65718,33561,4319,3968
70907,103004,35125,65508,37496,5399,3028
67415,90911,29236,64878,26033,2537,5740
53888,64036,18648,53480,10556,408,8500
36609,40183,10956,36542,3641,67,7382
59087,72660,21758,58288,14372,799,8185
63743,81527,25178,62342,19185,1401,7394
66239,131364,63063,10476,120888,55763,-2062
44523,50470,14137,44392,6078,131,8190
25672,27242,7206,25660,1582,12,5636
68363,92883,30057,65538,27345,2825,5537
6422,6507,1648,6422,85,0,1563
41530,46583,12933,41434,5149,96,7880
71091,105019,36271,64954,40065,6137,2343
71926,113697,41473,61502,52195,10424,-298
64339,83365,26009,62694,20671,1645,6983
69065,95167,31132,65806,29361,3259,5030
54180,64467,18808,53702,10765,478,8521
65768,86488,27288,63824,22664,1944,6568
71356,118243,44828,57174,61069,14182,-2059
71336,118900,45309,56564,62336,14772,-2255
68959,94980,31036,65816,29164,3143,5015
67678,91337,29406,65050,26287,2628,5747
53019,62877,18287,52606,10271,413,8429
70669,101762,34453,65712,36050,4957,3360
68559,127672,54352,37936,89736,30623,-4761
42825,48076,13358,42720,5356,105,8107
62154,78397,23941,61030,17367,1124,7698
68303,128166,55037,36184,91982,32119,-4826
70205,99275,33127,66042,33233,4163,4057
66120,131496,63888,7440,124056,58680,-1488
66721,130684,60307,20140,110544,46581,-3656
2462,2473,621,2462,11,0,610
51796,60935,17599,51474,9461,322,8460
71315,106346,37011,64648,41698,6667,1980
69346,125743,51981,43562,82181,25784,-4416
65292,85274,26775,63448,21826,1844,6793
71297,105222,36302,65236,39986,6061,2377
70797,121781,47817,52294,69487,18503,-3167
16329,16907,4372,16326,581,3,3794
67385,90901,29262,64754,26147,2631,5746
71458,108079,38021,64074,44005,7384,1400
66821,89048,28402,64488,24560,2333,6175
70006,99470,33329,65624,33846,4382,3865
71423,106313,36946,64842,41471,6581,2056
45429,51944,14655,45268,6676,161,8140
71216,119941,46102,55474,64467,15742,-2623
66080,131524,64379,5532,125992,60548,-1065
68156,92912,30129,65308,27604,2848,5373
60677,75339,22730,59758,15581,919,8068
59584,73824,22235,58708,15116,876,7995
70283,100205,33646,65826,34379,4457,3724
10362,10561,2690,10362,199,0,2491
69479,96995,32033,65858,31137,3621,4517
68908,94690,30901,65776,28914,3132,5119
67911,128905,56325,32510,96395,35401,-4669
16790,17454,4530,16788,666,2,3866
41397,46318,12834,41300,5018,97,7913
66536,88101,27955,64382,23719,2154,6390
46349,52996,14958,46160,6836,189,8311
70553,122014,48121,51544,70470,19009,-3340
71811,114089,41736,61234,52855,10577,-542
69804,124762,50790,46364,78398,23440,-4168
68877,94823,31000,65646,29177,3231,5054
70867,121456,47425,53212,68244,17655,-3164
70985,119904,46235,54868,65036,16117,-2684
61607,77129,23414,60602,16527,1005,7892
70977,103711,35554,65206,38505,5771,2820
18045,18792,4885,18044,748,1,4138
67555,129532,57494,29088,100444,38467,-4483
71846,112573,40724,62250,50323,9596,-3
71244,106034,36835,64728,41306,6516,2045
53949,64194,18716,53524,10670,425,8471
67913,91292,29307,65356,25936,2557,5928
37990,41904,11474,37912,3992,78,7560
49583,57503,16430,49286,8217,297,8510
68544,127411,54141,38258,89153,30286,-4726
69570,125063,51229,45210,79853,24360,-4264
71199,103811,35500,65622,38189,5577,2888
67786,91670,29542,65172,26498,2614,5658
56446,68296,20189,55836,12460,610,8339
71531,111169,39974,62442,48727,9089,336
71004,120491,46671,54298,66193,16706,-2816
56385,68025,20058,55818,12207,567,8418
63487,81082,24997,62176,18906,1311,7402
69390,125582,51858,43732,81850,25658,-4334
