Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
599,661,181,598,63,1,119
1157,1964,766,864,1100,293,-41
1048,1413,457,998,415,50,92
1037,1334,415,1008,326,29,118
1158,1693,581,1062,631,96,46
1098,2069,908,506,1563,592,-63
956,1181,356,938,243,18,131
913,1138,344,900,238,13,119
1070,1434,459,1032,402,38,95
1125,1984,807,740,1244,385,-52
817,985,291,806,179,11,123
1153,1898,716,932,966,221,-29
736,844,238,736,108,0,130
756,853,238,754,99,2,141
230,237,61,230,7,0,54
1151,1938,752,868,1070,283,-35
1126,1619,549,1042,577,84,56
768,876,247,764,112,4,139
1064,1427,459,1018,409,46,96
1050,1347,418,1022,325,28,121
606,676,187,604,72,2,117
1095,1503,492,1038,465,57,84
579,636,174,576,60,3,117
1102,2044,878,576,1468,526,-64
1129,1589,532,1050,539,79,72
911,1087,318,902,185,9,142
1173,1809,651,1014,795,159,15
1154,1962,766,860,1102,294,-42
531,575,155,530,45,1,111
979,1232,374,968,264,11,121
917,1131,339,906,225,11,125
1166,1789,638,1026,763,140,15
1114,1618,552,1028,590,86,48
1160,1922,728,932,990,228,-34
1117,2046,858,660,1386,457,-71
1161,1725,599,1054,671,107,35
354,371,97,354,17,0,80
1168,1920,726,936,984,232,-26
210,219,57,210,9,0,48
1104,2075,920,470,1605,634,-51
1102,2080,930,440,1640,662,-48
1094,2101,973,310,1791,784,-34
1147,1629,547,1070,559,77,65
1170,1880,697,972,908,198,-13
958,1170,351,936,234,22,139
1122,1597,535,1054,543,68,60
1169,1751,617,1034,717,135,35
1149,1889,712,930,959,219,-28
1023,1329,414,1002,327,21,108
126,127,32,126,1,0,31
1145,1717,600,1034,683,111,28
1099,2099,962,350,1749,749,-38
70,71,18,70,1,0,17
0,0,0,0,0,0,0
1149,1919,744,862,1057,287,-26
1111,1568,523,1044,524,67,66
1109,2077,904,538,1539,571,-64
1113,1471,467,1074,397,39,109
931,1151,345,922,229,9,125
1091,1416,444,1056,360,35,119
1083,1468,474,1040,428,43,89
1163,1714,594,1052,662,111,43
1140,1642,555,1064,578,76,53
1140,2009,806,794,1215,346,-63
909,1121,336,898,223,11,124
1153,1884,712,920,964,233,-19
837,955,269,834,121,3,151
1093,2105,986,266,1839,827,-26
1120,2055,874,614,1441,506,-61
1127,1683,586,1022,661,105,30
1131,1999,815,738,1261,393,-53
931,1154,350,908,246,23,127
1131,1579,524,1062,517,69,76
1110,2032,849,668,1364,442,-73
1112,1697,597,1006,691,106,12
915,1111,329,906,205,9,133
1118,1526,494,1076,450,42,86
118,119,30,118,1,0,29
1125,2047,862,646,1401,479,-60
1156,1941,748,890,1051,266,-37
1142,1883,713,914,969,228,-28
896,1099,328,886,213,10,125
656,729,201,654,75,2,128
254,265,69,254,11,0,58
586,631,169,586,45,0,124
1158,1849,688,946,903,212,-3
884,1076,320,872,204,12,128
1144,1818,667,968,850,176,-7
1167,1744,609,1052,692,115,32
1115,2076,906,528,1548,587,-55
1007,1296,401,988,308,19,112
928,1173,359,910,263,18,114
1157,1926,737,904,1022,253,-32
950,1154,342,940,214,10,138
1135,1773,642,978,795,157,4
1095,1497,489,1038,459,57,87
933,1130,334,924,206,9,137
1165,1706,584,1076,630,89,43
1162,1778,631,1032,746,130,15
1177,1761,616,1058,703,119,32
484,522,140,484,38,0,102
1140,1732,610,1024,708,116,18
1092,2099,974,302,1797,790,-33
258,267,69,258,9,0,60
1179,1849,671,1014,835,165,1
459,481,126,458,23,1,104
1134,1884,717,900,984,234,-33
1095,2087,947,386,1701,709,-45
518,543,142,518,25,0,117
1100,2092,946,400,1692,700,-46
1157,1826,669,976,850,181,0
1188,1711,585,1082,629,106,62
1095,2087,942,406,1681,689,-50
927,1149,346,914,235,13,124
1142,1847,694,918,929,224,-11
796,923,263,794,129,2,136
1063,1413,451,1022,391,41,101
1150,1763,625,1026,737,124,12
918,1097,321,910,187,8,142
224,230,59,224,6,0,53
1131,2005,817,742,1263,389,-57
1090,2110,1011,176,1934,914,-9
1126,1607,545,1034,573,92,64
1106,1639,567,1010,629,96,34
1161,1689,574,1082,607,79,46
1023,1342,423,992,350,31,104
1173,1864,682,1000,864,173,-9
1143,1937,752,866,1071,277,-42
793,919,262,790,129,3,136
1109,1548,510,1056,492,53,71
48,48,12,48,0,0,12
888,1058,308,884,174,4,138
1098,2075,922,462,1613,636,-55
925,1113,327,918,195,7,139
346,359,93,346,13,0,80
1006,1283,396,982,301,24,119
1118,2030,857,632,1398,486,-55
1146,1708,597,1028,680,118,35
1024,1333,418,994,339,30,109
1140,1961,775,822,1139,318,-46
1134,1884,713,916,968,218,-37
888,1072,316,880,192,8,132
1128,2026,834,716,1310,412,-64
900,1055,305,890,165,10,150
1127,2032,848,672,1360,455,-57
1165,1678,570,1076,602,89,57
709,793,220,706,87,3,136
1146,1882,712,916,966,230,-24
1097,1499,488,1046,453,51,86
396,422,112,396,26,0,86
1107,2074,908,516,1558,591,-59
1097,2081,924,466,1615,631,-60
472,506,135,472,34,0,101
1111,2046,864,636,1410,475,-71
1103,1514,492,1060,454,43,81
1034,1299,396,1014,285,20,131
276,286,74,276,10,0,64
498,543,147,498,45,0,102
1119,2037,852,666,1371,453,-66
1141,1672,574,1048,624,93,43
1004,1326,421,968,358,36,99
773,912,264,768,144,5,125
328,346,91,328,18,0,73
920,1102,323,912,190,8,141
884,1060,311,876,184,8,135
1170,1822,659,1008,814,162,7
204,212,55,204,8,0,47
1132,1617,543,1062,555,70,58
1125,2024,836,704,1320,421,-63
242,245,62,242,3,0,59
1143,1682,584,1028,654,115,45
1131,1655,567,1042,613,89,43
600,672,187,596,76,4,115
1132,1548,503,1084,464,48,87
1058,1430,460,1020,410,38,88
916,1100,323,908,192,8,139
1149,1719,600,1038,681,111,30
909,1097,323,902,195,7,135
1112,1433,447,1078,355,34,126
1143,1882,717,896,986,247,-22
724,823,231,722,101,2,132
1091,2099,967,330,1769,761,-41
1126,2001,819,726,1275,400,-56
1138,1996,801,788,1208,350,-57
434,461,122,434,27,0,95
1142,1938,753,864,1074,278,-43
1150,1876,708,920,956,230,-18
1163,1990,783,848,1142,315,-44
1101,1551,517,1034,517,67,67
1126,1617,545,1054,563,72,54
1174,1776,625,1052,724,122,23
1162,1876,708,920,956,242,-6
765,886,252,764,122,1,131
1171,1640,544,1104,536,67,75
733,835,235,730,105,3,133
1007,1260,382,992,268,15,129
500,536,143,500,36,0,107
180,182,46,180,2,0,44
1107,2056,883,580,1476,527,-66
1154,1917,727,926,991,228,-36
1097,2090,951,376,1714,721,-42
