Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
2254,2464,669,2252,212,2,459
4514,7396,2786,3648,3748,866,-96
4399,7979,3300,2758,5221,1641,-280
4521,6608,2263,4164,2444,357,176
4192,5497,1735,4054,1443,138,430
4269,5899,1934,4062,1837,207,304
4451,6627,2308,4022,2605,429,132
1283,1347,353,1282,65,1,289
3915,4923,1498,3854,1069,61,490
4442,6329,2127,4150,2179,292,240
4305,5931,1937,4114,1817,191,311
4269,8257,3774,1418,6839,2851,-214
4541,7216,2644,3856,3360,685,-31
2222,2453,672,2218,235,4,441
1274,1337,350,1274,63,0,287
2313,2540,692,2312,228,1,465
4244,5625,1786,4106,1519,138,405
3770,4664,1404,3712,952,58,510
3113,3613,1032,3098,515,15,532
3206,3798,1103,3184,614,22,511
3991,5120,1584,3904,1216,87,455
4420,6360,2152,4112,2248,308,212
4523,7667,2985,3394,4273,1129,-159
4259,8249,3793,1326,6923,2933,-197
4426,7933,3269,2790,5143,1636,-238
4291,5824,1882,4120,1704,171,349
4526,7403,2775,3706,3697,820,-102
2862,3291,935,2842,449,20,506
4430,6319,2121,4154,2165,276,232
4354,5996,1965,4132,1864,222,323
4571,7367,2731,3810,3557,761,-65
4309,8156,3578,2000,6156,2309,-269
4528,7411,2773,3730,3681,798,-110
4299,8167,3594,1958,6209,2341,-274
2684,3021,842,2674,347,10,505
1454,1529,401,1454,75,0,326
3400,3987,1149,3378,609,22,562
4300,5775,1856,4126,1649,174,381
4323,8190,3619,1904,6286,2419,-248
4322,6043,2004,4070,1973,252,283
3665,4448,1316,3632,816,33,533
3443,4081,1186,3418,663,25,548
4230,5560,1752,4112,1448,118,422
3114,3597,1025,3094,503,20,542
4225,8316,4060,392,7924,3833,-31
3256,3801,1090,3242,559,14,545
4477,6670,2327,4032,2638,445,134
4008,5160,1603,3908,1252,100,451
4299,5910,1929,4104,1806,195,318
4500,7745,3059,3254,4491,1246,-186
4470,6566,2252,4124,2442,346,156
4584,7239,2642,3910,3329,674,-13
4300,5846,1898,4100,1746,200,352
3984,5008,1525,3916,1092,68,501
4362,6164,2062,4080,2084,282,260
3288,3918,1145,3256,662,32,515
4226,8307,3999,618,7689,3608,-82
4264,8247,3773,1402,6845,2862,-210
4496,7571,2919,3466,4105,1030,-156
4503,6611,2268,4150,2461,353,160
3974,5189,1636,3834,1355,140,421
4471,7766,3069,3256,4510,1215,-226
4471,6408,2167,4148,2260,323,230
4269,5775,1863,4098,1677,171,357
480,486,123,480,6,0,117
1851,2000,538,1848,152,3,389
4550,6898,2432,4068,2830,482,84
4006,5006,1517,3944,1062,62,517
4466,7799,3119,3122,4677,1344,-214
4409,6048,1971,4212,1836,197,332
4302,5821,1875,4142,1679,160,356
3622,4425,1320,3570,855,52,517
3617,4391,1302,3574,817,43,528
4252,8264,3833,1196,7068,3056,-179
4240,8275,3859,1114,7161,3126,-176
4479,6377,2148,4162,2215,317,250
4442,6312,2111,4180,2132,262,241
3690,4463,1318,3654,809,36,545
4515,7494,2861,3544,3950,971,-118
1919,2055,548,1918,137,1,412
4502,7018,2526,3932,3086,570,10
4423,7991,3303,2770,5221,1653,-265
2949,3415,976,2926,489,23,510
4275,5784,1867,4100,1684,175,358
428,440,113,428,12,0,101
4465,6284,2084,4232,2052,233,265
4383,5990,1946,4196,1794,187,339
4494,6543,2230,4166,2377,328,181
4427,6252,2084,4168,2084,259,259
4414,6404,2191,4044,2360,370,201
4087,5338,1674,3980,1358,107,423
4269,5774,1859,4112,1662,157,354
4533,6825,2393,4078,2747,455,101
3955,5004,1533,3876,1128,79,484
4463,6242,2065,4224,2018,239,286
4510,7538,2889,3520,4018,990,-139
4547,7256,2680,3792,3464,755,-29
4394,6062,1982,4196,1866,198,314
4521,6659,2297,4130,2529,391,159
4430,7892,3211,2940,4952,1490,-251
4245,8296,3916,928,7368,3317,-135
2122,2298,619,2120,178,2,443
4414,6040,1970,4200,1840,214,344
4409,6207,2066,4150,2057,259,268
4536,7319,2717,3770,3549,766,-66
4480,6678,2320,4076,2602,404,122
4300,8180,3613,1908,6272,2392,-267
1973,2126,570,1972,154,1,417
4399,6327,2140,4094,2233,305,212
4578,7064,2526,4024,3040,554,40
4449,6441,2192,4114,2327,335,200
4561,7397,2769,3718,3679,843,-67
2787,3148,879,2780,368,7,518
4217,5586,1774,4076,1510,141,405
3874,4776,1434,3816,960,58,532
4276,8223,3716,1582,6641,2694,-231
4452,6352,2134,4168,2184,284,234
4073,5312,1664,3968,1344,105,425
2998,3450,981,2976,474,22,529
4506,6536,2227,4164,2372,342,197
3318,3918,1135,3296,622,22,535
4592,7238,2638,3924,3314,668,-8
4385,8026,3360,2612,5414,1773,-281
3686,4489,1333,3646,843,40,530
4500,6356,2122,4224,2132,276,266
3581,4355,1293,3538,817,43,519
464,468,118,464,4,0,114
4522,7306,2712,3764,3542,758,-72
4559,7518,2844,3660,3858,899,-115
1939,2093,562,1938,155,1,408
4349,8116,3493,2260,5856,2089,-274
4226,8314,4024,532,7782,3694,-64
4604,7149,2581,3974,3175,630,36
3637,4485,1344,3594,891,43,496
3337,3996,1170,3312,684,25,511
4469,6337,2117,4206,2131,263,249
3475,4113,1196,3442,671,33,558
728,740,188,728,12,0,176
4523,7357,2750,3714,3643,809,-84
4319,8154,3566,2044,6110,2275,-269
4558,7231,2650,3862,3369,696,-23
4512,6447,2173,4202,2245,310,238
3875,4795,1444,3814,981,61,524
3842,4768,1437,3788,980,54,511
4403,7927,3291,2690,5237,1713,-233
4338,5959,1950,4118,1841,220,329
4400,7975,3297,2762,5213,1638,-278
1820,1960,525,1820,140,0,385
3901,4926,1506,3828,1098,73,481
4387,8031,3375,2562,5469,1825,-269
1198,1241,321,1198,43,0,278
4384,8013,3343,2654,5359,1730,-286
4521,6679,2306,4134,2545,387,148
4480,6315,2104,4214,2101,266,269
2970,3396,959,2956,440,14,533
4147,5358,1671,4032,1326,115,460
4274,5736,1841,4108,1628,166,379
1326,1391,364,1326,65,0,299
4302,8170,3622,1852,6318,2450,-246
3963,5030,1544,3884,1146,79,477
2148,2323,625,2146,177,2,450
4538,7543,2874,3590,3953,948,-131
4320,5797,1864,4138,1659,182,387
2729,3026,832,2724,302,5,535
3929,4889,1476,3874,1015,55,516
2169,2359,638,2166,193,3,448
4311,5790,1859,4144,1646,167,380
2802,3174,890,2788,386,14,518
532,538,136,532,6,0,130
4133,5455,1726,4006,1449,127,404
4370,6081,2006,4138,1943,232,295
4538,7201,2639,3846,3355,692,-24
3306,3845,1099,3294,551,12,560
3619,4416,1317,3564,852,55,520
3177,3709,1065,3158,551,19,533
