Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
4460,7783,3095,3186,4597,1274,-228
2458,2685,729,2454,231,4,502
4367,5959,1932,4190,1769,177,340
2938,3366,951,2928,438,10,523
4513,7643,2958,3454,4189,1059,-172
4232,5599,1780,4078,1521,154,413
4543,6983,2494,3990,2993,553,54
3331,3949,1147,3310,639,21,529
3441,4091,1191,3418,673,23,541
3551,4279,1259,3522,757,29,531
4228,8305,3996,626,7679,3602,-81
4397,8000,3328,2688,5312,1709,-275
4511,6398,2138,4244,2154,267,251
4262,8261,3819,1246,7015,3016,-180
2555,2869,797,2550,319,5,483
4326,5746,1828,4180,1566,146,408
4312,5823,1879,4130,1693,182,368
2489,2735,746,2486,249,3,500
2086,2238,598,2084,154,2,446
4261,8243,3738,1534,6709,2727,-244
4551,6569,2233,4206,2363,345,215
4427,7794,3130,3068,4726,1359,-237
2463,2711,741,2458,253,5,493
4455,7907,3206,2990,4917,1465,-246
2979,3369,942,2970,399,9,552
4394,6092,2007,4156,1936,238,309
4465,6651,2326,3998,2653,467,140
4516,6576,2245,4172,2404,344,185
4509,7575,2910,3510,4065,999,-156
4327,8111,3515,2162,5949,2165,-269
1627,1717,452,1626,91,1,362
3949,5105,1592,3842,1263,107,436
432,436,110,432,4,0,106
4352,8130,3535,2120,6010,2232,-243
4515,7508,2865,3556,3952,959,-128
4558,7072,2544,3968,3104,590,30
4598,6718,2303,4224,2494,374,183
3544,4219,1232,3510,709,34,557
2490,2800,780,2480,320,10,470
4240,8299,3937,850,7449,3390,-122
2457,2743,758,2454,289,3,472
3558,4183,1207,3538,645,20,582
4484,7504,2879,3492,4012,992,-141
4466,6548,2248,4104,2444,362,166
3679,4518,1352,3628,890,51,513
3492,4203,1235,3466,737,26,524
888,916,236,888,28,0,208
4382,6249,2099,4102,2147,280,232
4376,8039,3401,2474,5565,1902,-262
4112,5372,1688,3992,1380,120,428
4313,8165,3597,1942,6223,2371,-255
4142,5326,1656,4028,1298,114,472
4488,7145,2636,3746,3399,742,-21
4089,5235,1618,3998,1237,91,472
3819,4743,1431,3762,981,57,507
4281,8231,3706,1638,6593,2643,-244
4510,6789,2391,4014,2775,496,112
4549,7282,2688,3812,3470,737,-45
3832,4749,1429,3782,967,50,512
4560,7240,2641,3916,3324,644,-39
724,744,191,724,20,0,171
4477,7767,3093,3162,4605,1315,-197
4521,7188,2644,3800,3388,721,-23
4440,6220,2063,4188,2032,252,283
4487,6576,2254,4136,2440,351,165
4524,7413,2783,3694,3719,830,-106
4555,6757,2341,4150,2607,405,139
4501,6494,2205,4168,2326,333,212
3896,4924,1505,3828,1096,68,477
4515,6514,2213,4176,2338,339,214
4424,6136,2021,4188,1948,236,309
1464,1540,404,1464,76,0,328
4098,5371,1695,3962,1409,136,422
4244,5724,1845,4068,1656,176,365
3032,3460,975,3020,440,12,547
2815,3199,898,2806,393,9,514
4506,7652,2977,3396,4256,1110,-169
4410,6196,2058,4160,2036,250,272
4510,6810,2382,4092,2718,418,82
3499,4249,1260,3458,791,41,510
4488,7342,2760,3644,3698,844,-94
2739,3092,863,2732,360,7,510
2149,2356,641,2148,208,1,434
4501,7470,2837,3592,3878,909,-132
4592,7495,2812,3742,3753,850,-91
4546,7129,2600,3858,3271,688,17
4452,7616,2979,3316,4300,1136,-185
4517,6951,2487,3954,2997,563,53
4499,6376,2132,4224,2152,275,255
1426,1499,393,1426,73,0,320
3289,3855,1109,3274,581,15,543
4031,5179,1607,3930,1249,101,459
3300,3884,1122,3280,604,20,538
4521,7516,2859,3596,3920,925,-136
