N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
48982,103147,68018,14349,49942,18076,3263,32,-496.0
27352,44028,23524,4174,22004,1520,20,0,2674.0
44198,110435,82455,19193,49752,32703,10931,396,-2975.0
48669,96169,60547,12316,47198,13349,1773,9,731.0
38739,110423,92116,23563,42854,49262,24715,2147,-3131.0
46067,108556,77632,17460,50504,27128,7548,197,-2317.0
7252,11056,5617,951,5528,89,0,0,862.0
44027,109931,81992,19069,49570,32422,10791,419,-2981.0
41826,73255,42047,7938,36466,5581,323,0,2680.0
32336,53242,29023,5243,26588,2435,66,0,2874.0
47811,106728,73347,15979,50820,22527,5088,89,-1549.0
45059,109483,80079,18340,50118,29961,9247,311,-2685.0
39869,68363,38558,7172,34084,4474,195,1,2892.0
35697,105084,100654,30778,16640,84014,71804,18079,489.0
39389,67637,38203,7116,33710,4493,217,1,2839.0
39941,110903,90195,22557,45048,45147,20807,1541,-3324.0
34078,56327,30800,5578,28132,2668,63,0,2973.0
36452,108569,96476,26284,35248,61228,38073,5054,-1925.0
44054,110038,82145,19126,49534,32611,10970,450,-2965.0
35592,59624,32982,6034,29760,3222,104,0,2916.0
42826,110817,84826,20137,48830,35996,13157,600,-3302.0
43964,110797,83092,19397,49802,33290,11193,438,-3138.0
47955,94737,59637,12130,46494,13143,1749,11,725.0
47088,88221,53361,10512,43650,9711,921,6,1716.0
35909,104629,101207,32035,10204,91003,84221,24801,452.0
45998,84796,50688,9895,42006,8682,784,2,1995.0
36826,109018,95565,25649,37236,58329,34546,4142,-2276.0
48775,100411,65168,13581,48850,16318,2711,23,-49.0
41747,111287,87166,21080,47852,39314,15583,803,-3454.0
35412,59236,32731,5983,29564,3167,108,0,2924.0
43300,110706,83935,19770,49250,34685,12206,532,-3241.0
39994,111037,90202,22524,45260,44942,20517,1464,-3365.0
44859,110163,81193,18707,50144,31049,9875,351,-2818.0
47935,106512,73070,15909,50686,22384,5140,81,-1416.0
48555,98832,63591,13159,48228,15363,2376,17,155.0
19526,30633,15991,2778,15314,677,5,0,2106.0
43276,110819,84221,19878,49174,35047,12471,502,-3200.0
42869,111329,85645,20440,48650,36995,14029,729,-3255.0
45038,109893,80505,18444,50346,30159,9201,280,-2794.0
35816,104781,100989,31461,13212,87777,78357,21478,563.0
44345,110506,82201,19064,50018,32183,10470,375,-3024.0
13084,20224,10411,1785,10112,299,0,0,1486.0
41371,111130,87846,21436,47076,40770,16978,993,-3349.0
43380,76821,44473,8454,38222,6251,377,2,2578.0
44440,110219,81711,18900,50022,31689,10175,354,-2968.0
9524,14586,7444,1266,7292,152,2,0,1116.0
13324,20636,10643,1828,10318,325,0,0,1503.0
44427,110577,82250,19086,49984,32266,10609,415,-2986.0
34628,57788,31869,5816,28842,3027,104,0,2893.0
36900,109073,95341,25512,37610,57731,33853,3978,-2344.0
47309,106097,73265,16035,50320,22945,5457,105,-1558.0
41873,73981,42760,8119,36806,5954,369,1,2533.0
42285,111427,86359,20699,48524,37835,14379,725,-3482.0
35745,104932,100837,31102,15062,85775,74808,19587,548.0
45473,109815,79931,18230,50482,29449,8851,273,-2641.0
36961,62599,34959,6450,31218,3741,163,1,2871.0
48342,103855,69505,14841,49964,19541,3927,76,-849.0
48641,97255,61741,12638,47654,14087,1947,9,489.0
35747,106974,98630,28123,28522,70108,49930,8665,-720.0
35615,106126,99435,29073,24432,75003,57262,11481,-149.0
46044,108510,77648,17480,50416,27232,7678,224,-2298.0
46581,108430,76845,17158,50742,26103,6946,163,-2162.0
48569,101269,66331,13924,49118,17213,3033,37,-293.0
13322,20581,10590,1815,10290,300,1,0,1516.0
45970,109396,78831,17845,50592,28239,8212,258,-2440.0
44256,110226,82000,19021,49874,32126,10478,364,-2991.0
48220,103681,69408,14819,49902,19506,3877,62,-872.0
37852,110003,93916,24558,40484,53432,29035,2954,-2793.0
30140,49134,26548,4758,24548,2000,38,0,2796.0
40992,111399,88605,21711,46944,41661,17511,1074,-3513.0
41121,110926,87796,21433,46994,40802,16938,1011,-3442.0
35866,104729,101054,31690,11968,89086,80793,22896,501.0
37745,109999,93930,24545,40590,53340,28819,2893,-2869.0
48729,98622,63221,13049,48148,15073,2326,23,279.0
35797,104896,100905,31280,14130,86775,76636,20615,526.0
46015,109089,78343,17678,50618,27725,7853,215,-2409.0
36697,108885,96038,25946,36400,59638,36085,4489,-2096.0
44444,110884,82594,19184,50084,32510,10716,420,-3030.0
46688,108341,76615,17079,50756,25859,6829,166,-2117.0
40755,111332,89056,21935,46502,42554,18328,1165,-3456.0
24936,39810,21119,3724,19894,1225,22,0,2521.0
48519,102704,68023,14406,49610,18413,3484,45,-568.0
36887,108975,95590,25709,36926,58664,35123,4375,-2207.0
9316,14224,7237,1227,7112,125,0,0,1102.0
42294,111177,86235,20700,48270,37965,14637,720,-3348.0
47982,104112,70126,15041,50006,20120,4100,66,-1045.0
47937,93721,58555,11841,46064,12491,1593,13,930.0
48276,104517,70363,15096,50150,20213,4217,74,-974.0
44911,110377,81215,18662,50458,30757,9461,279,-2913.0
44832,110102,81068,18654,50212,30856,9678,332,-2856.0
38562,110339,92747,23921,41968,50779,26403,2496,-2951.0
38748,66262,37300,6928,33032,4268,198,0,2858.0
42446,111050,85899,20580,48318,37581,14414,698,-3285.0
8602,13157,6706,1139,6578,128,1,0,1012.0
13330,20581,10584,1813,10290,294,1,0,1520.0
40299,110883,89202,22077,45942,43260,18999,1275,-3459.0
42045,73683,42306,7988,36684,5622,315,1,2680.0
48628,97122,61638,12619,47562,14076,1998,16,525.0
48729,103292,68460,14503,49902,18558,3488,39,-606.0
45634,84529,50677,9911,41888,8789,753,4,1871.0
47569,91150,56089,11204,44954,11135,1242,7,1304.0
48526,98244,62983,12998,47978,15005,2288,14,267.0
35606,105787,99688,29411,22910,76778,59967,12504,96.0
39117,110658,91402,23152,43892,47510,22874,1807,-3291.0
35639,106150,99599,29178,24130,75469,57890,11689,-90.0
35979,107820,97605,27163,32232,65373,43356,6545,-1399.0
45751,83942,50007,9737,41592,8415,758,1,2079.0
44742,81779,48536,9416,40576,7960,627,0,2083.0
21896,34676,18256,3196,17336,920,4,0,2280.0
18014,28219,14710,2552,14108,602,3,0,1953.0
36556,108749,96018,25966,36240,59778,36269,4598,-2141.0
43685,77299,44730,8501,38454,6276,391,1,2615.0
37642,109967,94140,24655,40350,53790,29267,2972,-2840.0
35911,104618,101225,32118,9742,91483,85134,25369,400.0
47810,92059,56892,11408,45336,11556,1387,4,1235.0
34686,58007,32038,5853,28958,3080,91,0,2864.0
48209,104203,70042,15005,50054,19988,4095,69,-957.0
43788,78690,46108,8855,39086,7022,518,0,2351.0
37687,109643,93714,24517,40326,53388,28991,2879,-2759.0
36485,108513,96344,26221,35362,60982,37789,4933,-1905.0
37677,109788,93840,24546,40404,53436,28980,2907,-2817.0
38521,110373,92285,23629,42796,49489,24781,2117,-3196.0
46115,85848,51689,10147,42496,9193,856,1,1809.0
38511,110329,92604,23820,42288,50316,25753,2291,-3034.0
