Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
1132,1557,506,1090,467,42,81
1170,1875,695,970,905,200,-10
1061,1430,458,1028,402,33,89
274,285,74,274,11,0,63
1152,1659,565,1058,601,94,58
1025,1289,395,998,291,27,131
1142,1620,539,1084,536,58,61
1133,1638,564,1020,618,113,59
1130,1562,509,1088,474,42,77
1147,1779,646,974,805,173,14
1092,1430,448,1068,362,24,110
866,1002,285,864,138,2,149
923,1121,332,914,207,9,134
991,1209,360,978,231,13,142
1119,2055,876,606,1449,513,-60
1056,1429,460,1018,411,38,87
980,1213,365,966,247,14,132
1104,1562,522,1036,526,68,64
1014,1313,411,982,331,32,112
1158,1801,649,1006,795,152,6
1147,1980,788,808,1172,339,-45
706,799,224,702,97,4,131
108,108,27,108,0,0,27
902,1101,329,886,215,16,130
1135,1651,566,1038,613,97,50
1101,2074,916,484,1590,617,-57
869,1063,317,858,205,11,123
1064,1458,479,1000,458,64,85
472,516,140,472,44,0,96
1154,1893,714,930,963,224,-25
1014,1288,397,988,300,26,123
1141,1981,786,818,1163,323,-54
1134,1961,780,802,1159,332,-47
1168,1701,581,1078,623,90,48
1074,1466,478,1020,446,54,86
1163,1745,609,1054,691,109,27
1117,1602,539,1048,554,69,54
1126,2016,832,704,1312,422,-58
1116,1581,524,1066,515,50,59
1096,2102,973,312,1790,784,-33
1109,1534,505,1048,486,61,80
1128,1959,778,806,1153,322,-53
82,83,21,82,1,0,20
1130,2034,837,720,1314,410,-67
1140,1891,725,882,1009,258,-26
884,1063,313,874,189,10,134
1117,2061,879,606,1455,511,-65
672,760,213,668,92,4,125
900,1086,319,896,190,4,133
839,972,278,832,140,7,145
1125,1542,502,1076,466,49,85
1094,2108,986,272,1836,822,-28
1121,1711,604,1006,705,115,14
757,872,248,752,120,5,133
1154,1851,682,974,877,180,-15
1035,1423,465,986,437,49,77
1116,1534,505,1048,486,68,87
1089,2108,1011,172,1936,917,-8
1163,1884,700,968,916,195,-21
1104,1501,486,1058,443,46,89
1037,1347,419,1018,329,19,109
958,1186,356,948,238,10,128
1161,1736,614,1016,720,145,39
665,732,200,664,68,1,133
1042,1333,412,1018,315,24,121
952,1190,360,940,250,12,122
1163,1810,659,984,826,179,12
1089,2112,1021,140,1972,949,-2
322,333,86,322,11,0,75
1124,2029,843,686,1343,438,-62
910,1116,335,892,224,18,129
865,1026,299,856,170,9,138
1074,1417,448,1042,375,32,105
162,165,42,162,3,0,39
668,732,199,668,64,0,135
256,266,69,256,10,0,59
1122,2026,836,708,1318,414,-68
1141,2000,814,744,1256,397,-45
1095,1522,503,1032,490,63,76
1004,1248,377,988,260,16,133
1090,2111,999,226,1885,864,-22
