N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
42592,75256,43518,8269,37422,6096,412,0,2585.0
35910,107513,97847,27426,31138,66709,45237,7136,-1182.0
48813,102955,67970,14352,49828,18142,3299,33,-524.0
48017,94294,59072,11965,46354,12718,1586,3,830.0
22246,35055,18374,3204,17524,850,7,0,2361.0
9586,14685,7496,1275,7342,154,1,0,1122.0
35588,106083,99518,29145,24166,75352,57751,11666,-122.0
48202,105566,71652,15470,50484,21168,4598,82,-1182.0
42054,110799,86075,20688,48022,38053,14755,748,-3358.0
47345,106614,73822,16190,50504,23318,5606,115,-1637.0
38917,110386,91507,23262,43442,48065,23502,1923,-3224.0
41472,110995,87238,21166,47480,39758,16035,894,-3451.0
45606,83078,49195,9529,41216,7979,646,2,2194.0
48565,94878,59289,11997,46596,12693,1686,11,979.0
46902,105986,73432,16094,50300,23132,5386,94,-1746.0
48164,106185,72378,15673,50718,21660,4749,78,-1316.0
12102,18629,9553,1632,9314,239,1,0,1394.0
45106,110146,80937,18614,50190,30747,9766,350,-2717.0
46519,108671,77125,17230,50870,26255,6931,163,-2257.0
49025,101798,66529,13948,49370,17159,3058,39,-192.0
43409,110635,83791,19718,49274,34517,12087,441,-3153.0
48692,101158,66033,13817,49164,16869,2830,28,-250.0
45689,83923,49997,9729,41620,8377,683,1,2034.0
48671,100675,65550,13693,48942,16608,2791,23,-147.0
36046,107778,97664,27245,31858,65806,44062,6814,-1313.0
45790,109463,79037,17905,50644,28393,8175,228,-2541.0
45980,108516,77668,17477,50474,27194,7568,196,-2345.0
47041,106979,74435,16365,50680,23755,5619,97,-1868.0
40510,70701,40457,7617,35212,5245,277,0,2649.0
36145,108146,96955,26668,33902,63053,40342,5671,-1714.0
46096,84623,50397,9805,41964,8433,695,2,2065.0
24950,39657,20953,3681,19820,1133,17,0,2565.0
35588,105987,99696,29338,23364,76332,59259,12306,-41.0
47244,90165,55343,11036,44470,10873,1225,2,1386.0
44383,110340,81928,18975,50006,31922,10328,385,-3004.0
46230,108525,77286,17313,50694,26592,7137,180,-2322.0
46985,89300,54637,10867,44072,10565,1156,3,1455.0
35899,104601,101228,32121,9730,91498,85141,25359,405.0
46862,108007,75864,16803,50910,24954,6187,120,-2084.0
45554,109742,79723,18155,50516,29207,8710,278,-2620.0
38948,110435,91630,23327,43298,48332,23839,2018,-3184.0
47662,91986,56880,11402,45348,11532,1290,6,1154.0
45483,109889,79946,18220,50572,29374,8745,271,-2680.0
35844,104703,101088,31713,11898,89190,80907,22914,516.0
36671,108719,95781,25870,36342,59439,36035,4603,-2137.0
47381,89578,54607,10832,44222,10385,1134,3,1578.0
35601,105785,99903,29604,22182,77721,61421,13189,115.0
47296,107513,74865,16480,50850,24015,5813,110,-1832.0
41689,111137,87324,21208,47400,39924,16337,953,-3332.0
42842,111103,85218,20270,48816,36402,13471,652,-3313.0
36804,62062,34520,6345,30970,3550,122,0,2917.0
46986,107356,75075,16590,50610,24465,6136,146,-1885.0
35800,104943,100785,31066,15174,85611,74595,19474,576.0
36342,108411,96858,26578,34248,62610,39915,5672,-1789.0
48184,100745,66144,13913,48810,17334,3125,34,-330.0
