Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
4252,5707,1828,4102,1605,150,373
4234,8307,3975,714,7593,3520,-98
3797,4856,1499,3716,1140,81,440
2782,3153,884,2770,383,12,513
3970,4985,1518,3898,1087,72,503
4460,6531,2244,4086,2445,374,173
4470,7808,3107,3188,4620,1282,-231
4537,6814,2380,4108,2706,429,103
3309,3915,1138,3278,637,31,532
4582,7081,2539,4006,3075,576,40
4306,5802,1864,4148,1654,158,368
4239,5699,1830,4078,1621,161,370
4505,6649,2296,4114,2535,391,152
4114,5310,1652,4012,1298,102,456
2651,2972,826,2640,332,11,505
4476,7690,3030,3260,4430,1216,-184
4251,8257,3833,1182,7075,3069,-173
4421,6179,2048,4166,2013,255,290
4482,6605,2278,4098,2507,384,155
3978,5092,1573,3892,1200,86,459
144,144,36,144,0,0,36
4513,6549,2240,4138,2411,375,204
4194,5501,1732,4074,1427,120,425
116,116,29,116,0,0,29
4546,6760,2358,4088,2672,458,144
3403,4023,1167,3378,645,25,547
4463,6422,2176,4140,2282,323,217
4473,6542,2235,4144,2398,329,166
598,609,155,598,11,0,144
2591,2895,801,2586,309,5,497
4112,5471,1741,3978,1493,134,382
4450,6294,2094,4212,2082,238,250
4579,7245,2641,3926,3319,653,-25
4461,6265,2074,4234,2031,227,270
4525,7269,2684,3802,3467,723,-60
2354,2589,707,2350,239,4,472
4508,6402,2140,4244,2158,264,246
1538,1617,424,1538,79,0,345
732,746,190,732,14,0,176
4568,6732,2332,4136,2596,432,168
4528,6922,2455,4024,2898,504,61
3888,4854,1469,3832,1022,56,503
3809,4740,1437,3732,1008,77,506
4450,6611,2291,4058,2553,392,130
2721,3085,863,2718,367,3,499
4300,8159,3605,1898,6261,2402,-254
4511,6718,2335,4096,2622,415,128
4246,8273,3860,1106,7167,3140,-167
2942,3356,945,2932,424,10,531
4142,5504,1754,3992,1512,150,392
752,770,197,752,18,0,179
4269,8245,3755,1470,6775,2799,-221
4245,8290,3878,1068,7222,3177,-167
4215,5629,1800,4058,1571,157,386
632,642,163,632,10,0,153
4250,5625,1787,4102,1523,148,412
2978,3421,970,2962,459,16,527
4310,5864,1902,4120,1744,190,348
4097,5229,1611,4014,1215,83,479
4395,7999,3330,2678,5321,1717,-274
4244,8293,3922,898,7395,3346,-127
4270,8230,3758,1428,6802,2842,-202
4509,6724,2348,4056,2668,453,133
4096,5362,1685,3984,1378,112,419
4542,7471,2839,3586,3885,956,-90
4400,6046,1975,4192,1854,208,329
4279,8211,3685,1682,6529,2597,-247
