N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
4891,13908,12922,3866,2648,10274,8612,2165,39.0
4877,13988,12799,3698,3410,9389,7168,1487,-10.0
6428,13607,9035,1920,6550,2485,507,6,-64.0
6106,13806,9609,2119,6504,3105,798,22,-210.0
6140,13523,9232,2004,6440,2792,643,10,-155.0
6105,13769,9540,2092,6528,3012,713,9,-216.0
4904,13899,12942,3899,2490,10452,8919,2318,48.0
6259,13536,9105,1952,6498,2607,540,9,-124.0
5320,14414,11653,2915,5816,5837,2782,216,-356.0
5921,14106,10200,2318,6492,3708,1122,35,-303.0
6135,13629,9359,2041,6472,2887,685,15,-176.0
5656,14399,10963,2601,6320,4643,1759,98,-381.0
6282,12738,8176,1689,6218,1958,302,2,31.0
6273,12387,7803,1589,6072,1731,243,1,100.0
6226,13442,9054,1946,6432,2622,578,10,-108.0
4998,14190,12293,3301,4780,7513,4630,618,-200.0
5363,14416,11558,2870,5896,5662,2624,197,-365.0
5802,10571,6251,1208,5254,997,63,0,274.0
6164,11604,7041,1390,5742,1299,120,0,211.0
6360,13172,8603,1804,6382,2221,408,4,-13.0
6206,13556,9233,2006,6430,2803,696,22,-123.0
4500,7490,4116,748,3744,372,2,0,378.0
6349,13578,9071,1936,6526,2545,526,11,-94.0
5879,14227,10392,2381,6498,3894,1231,55,-337.0
2542,4007,2102,367,2002,100,3,0,270.0
5989,11407,6990,1392,5628,1362,151,1,180.0
5039,14186,12026,3151,5146,6880,3894,437,-272.0
5403,14351,11415,2818,5922,5493,2507,183,-351.0
5363,14417,11586,2886,5856,5730,2705,215,-354.0
6327,13191,8651,1819,6388,2263,415,3,-32.0
5219,14404,11880,3030,5580,6300,3244,309,-335.0
5786,14333,10641,2466,6486,4155,1361,44,-372.0
4913,13872,13055,4094,1546,11509,10780,3363,2.0
5215,14357,11777,2982,5662,6115,3033,247,-347.0
4888,14024,12640,3573,3842,8798,6340,1184,-69.0
4863,13954,12834,3733,3270,9564,7414,1573,10.0
4881,14042,12698,3601,3790,8908,6462,1219,-64.0
4911,13875,13041,4046,1806,11235,10263,3043,31.0
6292,12098,7472,1498,5956,1516,186,0,168.0
6269,12900,8380,1749,6266,2114,368,3,0.0
5044,14212,12143,3212,5014,7129,4184,504,-237.0
5981,14140,10163,2298,6538,3625,1064,31,-294.0
6246,13234,8784,1865,6378,2406,478,6,-69.0
5781,14355,10710,2496,6444,4266,1467,57,-360.0
5095,14336,12096,3151,5286,6810,3764,401,-296.0
5947,11034,6630,1300,5460,1170,114,1,243.0
4906,13885,12977,3951,2248,10729,9389,2564,47.0
6161,11757,7218,1440,5796,1422,165,1,182.0
6238,14266,10033,2234,6662,3371,942,34,-229.0
6254,14017,9682,2121,6638,3044,741,20,-202.0
4912,13874,13032,4028,1896,11136,10082,2932,42.0
5714,14375,10840,2549,6386,4454,1603,68,-370.0
5801,14182,10466,2419,6418,4048,1346,51,-334.0
5819,14136,10389,2394,6414,3975,1308,49,-322.0
5792,14339,10690,2491,6434,4256,1471,54,-348.0
6213,13624,9251,1997,6520,2731,584,7,-157.0
5776,14352,10695,2489,6456,4239,1440,60,-370.0
5312,9152,5188,970,4556,632,40,0,378.0
1024,1560,792,134,780,12,0,0,122.0
5924,14221,10343,2361,6520,3823,1181,34,-315.0
5137,14416,12076,3126,5396,6680,3624,399,-329.0
6143,13930,9721,2149,6548,3173,834,25,-215.0
5794,14287,10603,2462,6434,4169,1419,64,-352.0
