N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
16,24,12,2,12,0,0,0,2.0
64,136,94,21,62,32,12,0,1.0
62,109,63,12,54,9,1,0,4.0
56,106,65,13,52,13,2,0,2.0
61,133,93,21,60,33,13,1,0.0
62,109,63,12,54,9,1,0,4.0
60,100,55,10,50,5,0,0,5.0
60,126,84,18,60,24,6,0,0.0
64,128,82,17,62,20,4,0,1.0
16,24,12,2,12,0,0,0,2.0
50,97,60,12,48,12,1,0,1.0
20,32,17,3,16,1,0,0,2.0
64,144,108,27,54,54,36,8,1.0
64,138,97,22,62,35,14,0,1.0
52,106,70,15,50,20,6,0,1.0
62,135,90,19,66,24,3,0,-2.0
52,96,57,11,48,9,0,0,2.0
52,84,45,8,42,3,0,0,5.0
61,133,95,22,58,37,17,1,1.0
66,142,100,23,62,38,18,2,1.0
48,88,52,10,44,8,0,0,2.0
60,120,79,17,56,23,8,0,2.0
62,121,75,15,60,15,1,0,1.0
56,92,50,9,46,4,0,0,5.0
70,129,77,15,64,13,1,0,3.0
54,101,61,12,50,11,1,0,2.0
64,134,89,19,64,25,6,0,0.0
61,135,96,22,60,36,15,1,0.0
60,124,81,17,60,21,4,0,0.0
56,120,80,17,58,22,4,0,-1.0
63,141,105,26,54,51,33,7,1.0
60,128,89,20,58,31,12,0,1.0
42,77,46,9,38,8,1,0,2.0
64,140,96,21,66,30,8,0,-1.0
56,84,42,7,42,0,0,0,7.0
58,119,77,16,58,19,3,0,0.0
44,72,39,7,36,3,0,0,4.0
60,118,74,15,58,16,2,0,1.0
72,136,84,17,66,18,4,0,3.0
76,148,93,19,72,21,4,0,2.0
67,142,98,22,64,34,14,1,1.0
68,140,91,19,68,23,4,0,0.0
46,89,55,11,44,11,1,0,1.0
64,137,96,22,60,36,17,2,1.0
66,121,72,14,60,12,1,0,3.0
60,122,80,17,58,22,6,0,1.0
62,136,98,23,58,40,20,2,1.0
64,139,99,23,60,39,19,2,1.0
62,129,85,18,62,23,5,0,0.0
58,115,73,15,56,17,3,0,1.0
60,114,70,14,56,14,2,0,2.0
8,12,6,1,6,0,0,0,1.0
63,140,103,25,56,47,28,5,1.0
63,139,101,24,58,43,23,3,1.0
44,72,39,7,36,3,0,0,4.0
64,144,108,27,54,54,36,8,1.0
8,12,6,1,6,0,0,0,1.0
63,136,94,21,62,32,12,1,0.0
44,76,43,8,38,5,0,0,3.0
60,118,74,15,58,16,2,0,1.0
61,134,97,23,56,41,22,3,1.0
40,72,42,8,36,6,0,0,2.0
60,128,87,19,60,27,8,0,0.0
40,60,30,5,30,0,0,0,5.0
54,107,70,15,50,20,7,0,2.0
66,133,86,18,64,22,5,0,1.0
58,119,77,16,58,19,3,0,0.0
64,140,101,24,58,43,24,4,1.0
64,132,88,19,62,26,8,0,1.0
56,106,65,13,52,13,2,0,2.0
58,125,86,19,58,28,9,0,0.0
28,44,23,4,22,1,0,0,3.0
20,32,17,3,16,1,0,0,2.0
38,69,41,8,34,7,1,0,2.0
67,142,98,22,64,34,14,1,1.0
0,0,0,0,0,0,0,0,0.0
60,104,59,11,52,7,0,0,4.0
62,131,88,19,62,26,7,0,0.0
36,60,33,6,30,3,0,0,3.0
46,91,58,12,44,14,3,0,1.0
56,128,88,19,62,26,4,0,-3.0
56,112,70,14,56,14,0,0,0.0
64,139,99,23,60,39,19,2,1.0
62,129,87,19,60,27,9,0,1.0
24,36,18,3,18,0,0,0,3.0
62,119,74,15,58,16,3,0,2.0
66,121,72,14,60,12,1,0,3.0
62,113,67,13,56,11,1,0,3.0
50,85,48,9,42,6,1,0,4.0
48,80,44,8,40,4,0,0,4.0
56,92,50,9,46,4,0,0,5.0
62,133,89,19,64,25,5,0,-1.0
44,72,39,7,36,3,0,0,4.0
60,135,98,23,58,40,19,2,0.0
56,92,50,9,46,4,0,0,5.0
50,89,52,10,44,8,1,0,3.0
50,89,52,10,44,8,1,0,3.0
68,126,76,15,62,14,2,0,3.0
64,128,82,17,62,20,4,0,1.0
63,140,102,24,60,42,20,1,1.0
32,52,28,5,26,2,0,0,3.0
66,135,87,18,66,21,3,0,0.0
16,24,12,2,12,0,0,0,2.0
68,143,100,23,62,38,19,2,2.0
64,138,95,21,64,31,10,0,0.0
64,144,108,27,54,54,36,8,1.0
64,136,92,20,64,28,8,0,0.0
44,72,39,7,36,3,0,0,4.0
60,112,67,13,56,11,0,0,2.0
54,97,57,11,48,9,1,0,3.0
64,144,108,27,54,54,36,8,1.0
48,80,44,8,40,4,0,0,4.0
50,93,56,11,46,10,1,0,2.0
56,104,62,12,52,10,0,0,2.0
58,123,83,18,58,25,7,0,0.0
20,32,17,3,16,1,0,0,2.0
62,139,98,22,64,34,11,0,-1.0
70,139,88,18,68,20,3,0,1.0
28,44,23,4,22,1,0,0,3.0
40,64,34,6,32,2,0,0,4.0
24,36,18,3,18,0,0,0,3.0
56,108,66,13,54,12,0,0,1.0
64,140,96,21,66,30,8,0,-1.0
56,88,46,8,44,2,0,0,6.0
56,124,88,20,56,32,12,0,0.0
64,144,108,27,54,54,36,8,1.0
56,96,54,10,48,6,0,0,4.0
62,137,100,24,56,44,25,4,1.0
64,130,87,19,60,27,10,0,2.0
62,133,93,21,60,33,13,0,1.0
55,116,80,18,52,28,12,1,1.0
62,123,78,16,60,18,3,0,1.0
64,130,83,17,64,19,2,0,0.0
28,44,23,4,22,1,0,0,3.0
60,96,51,9,48,3,0,0,6.0
66,113,64,12,56,8,1,0,5.0
62,121,75,15,60,15,1,0,1.0
64,142,97,21,68,29,6,0,-2.0
40,68,38,7,34,4,0,0,3.0
0,0,0,0,0,0,0,0,0.0
60,104,59,11,52,7,0,0,4.0
62,123,78,16,60,18,3,0,1.0
8,12,6,1,6,0,0,0,1.0
64,136,92,20,64,28,8,0,0.0
24,40,22,4,20,2,0,0,2.0
50,101,66,14,48,18,5,0,1.0
40,68,38,7,34,4,0,0,3.0
58,117,76,16,56,20,5,0,1.0
40,68,38,7,34,4,0,0,3.0
56,88,46,8,44,2,0,0,6.0
61,125,83,18,58,25,9,1,1.0
52,80,41,7,40,1,0,0,6.0
58,117,76,16,56,20,5,0,1.0
48,76,40,7,38,2,0,0,5.0
64,126,81,17,60,21,6,0,2.0
60,124,83,18,58,25,8,0,1.0
60,120,75,15,60,15,0,0,0.0
62,137,95,21,64,31,9,0,-1.0
64,112,64,12,56,8,0,0,4.0
62,130,89,20,58,31,14,2,1.0
62,125,81,17,60,21,5,0,1.0
68,120,69,13,60,9,0,0,4.0
63,130,87,19,60,27,10,1,1.0
63,141,105,26,54,51,33,7,1.0
50,97,60,12,48,12,1,0,1.0
32,48,24,4,24,0,0,0,4.0
56,114,75,16,54,21,6,0,1.0
58,105,62,12,52,10,1,0,3.0
63,139,101,24,58,43,23,3,1.0
40,60,30,5,30,0,0,0,5.0
56,96,54,10,48,6,0,0,4.0
63,142,101,23,64,37,14,1,-1.0
64,144,108,27,54,54,36,8,1.0
52,106,68,14,52,16,2,0,0.0
16,24,12,2,12,0,0,0,2.0
64,132,86,18,64,22,4,0,0.0
62,138,102,25,54,48,30,6,1.0
