Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
17987,28369,10328,15426,12943,2561,-54
804,808,203,804,4,0,199
17127,23237,7513,16422,6815,705,1403
17790,30488,11923,13284,17204,4506,-775
17874,26544,9203,16276,10268,1598,533
17701,25605,8696,16426,9179,1275,792
17748,30473,11912,13298,17175,4450,-813
7794,8403,2255,7786,617,8,1646
17801,25397,8534,16658,8739,1143,938
14510,17599,5205,14378,3221,132,2116
17886,26434,9140,16308,10126,1578,592
17844,25858,8797,16528,9330,1316,783
17831,26261,9069,16246,10015,1585,639
13981,16689,4881,13854,2835,127,2173
17724,25174,8432,16620,8554,1104,982
12045,13873,3939,11990,1883,55,2111
15291,19162,5825,15024,4138,267,1954
17251,23651,7710,16462,7189,789,1310
17611,25051,8395,16522,8529,1089,955
14804,18263,5479,14610,3653,194,2020
16592,21810,6880,16100,5710,492,1662
16972,22914,7380,16308,6606,664,1438
16654,32998,16009,1960,31038,14694,-335
16690,32927,15679,3138,29789,13552,-558
16763,32865,15282,4602,28263,12161,-820
16371,21189,6610,15938,5251,433,1792
17703,25096,8397,16604,8492,1099,1004
17959,27029,9472,16170,10859,1789,402
17145,32217,13945,8654,23563,8491,-1127
15378,19228,5825,15156,4072,222,1975
18092,28207,10176,15710,12497,2382,61
17916,28580,10498,15168,13412,2748,-166
17674,30668,12143,12764,17904,4910,-851
16999,32471,14400,7342,25129,9657,-1072
18041,27430,9689,16104,11326,1937,300
5481,5765,1513,5478,287,3,1229
17394,24114,7927,16520,7594,874,1207
17526,31404,12854,11392,20012,6134,-1024
17545,24514,8108,16596,7918,949,1139
7324,7834,2088,7316,518,8,1578
15783,19902,6073,15512,4390,271,1954
17795,30416,11853,13420,16996,4375,-768
17246,23761,7754,16506,7255,740,1239
17938,26606,9221,16328,10278,1610,553
11653,13266,3729,11616,1650,37,2116
16665,22079,7018,16086,5993,579,1604
17173,23784,7824,16272,7512,901,1213
12308,14264,4071,12244,2020,64,2115
11051,12523,3507,11018,1505,33,2035
18031,28749,10580,15178,13571,2853,-138
17859,26390,9108,16348,10042,1511,577
5836,6125,1604,5834,291,2,1315
16962,32536,14462,7224,25312,9738,-1112
16906,22881,7388,16210,6671,696,1413
14096,16946,4978,13980,2966,116,2128
17305,31643,13236,10342,21301,6963,-1102
18024,27919,10008,15806,12113,2218,113
3160,3248,834,3160,88,0,746
17260,32078,13648,9564,22514,7696,-1170
9118,10034,2742,9100,934,18,1826
17920,27393,9720,15906,11487,2014,247
16953,22903,7385,16266,6637,687,1435
17223,32063,13690,9366,22697,7857,-1150
17413,31572,13046,10960,20612,6453,-1113
17589,31165,12616,11866,19299,5723,-960
7149,7663,2046,7142,521,7,1532
9635,10702,2946,9620,1082,15,1879
16504,21472,6720,16064,5408,440,1752
16888,32622,14726,6340,26282,10548,-1008
13418,15888,4609,13340,2548,78,2139
17928,29653,11229,14390,15263,3538,-496
16872,32724,14875,5948,26776,10924,-977
17977,27681,9879,15846,11835,2131,175
17127,23062,7417,16456,6606,671,1482
17693,30896,12312,12544,18352,5149,-891
17945,27392,9718,15912,11480,2033,271
8146,8849,2390,8138,711,8,1687
17470,31461,12942,11154,20307,6316,-1049
16968,32546,14488,7140,25406,9828,-1090
17762,30310,11805,13400,16910,4362,-743
6554,6981,1853,6550,431,4,1426
17200,23412,7596,16440,6972,760,1384
674,677,170,674,3,0,167
640,646,163,640,6,0,157
9414,10356,2832,9384,972,30,1890
2478,2533,647,2478,55,0,592
17672,25313,8545,16446,8867,1226,904
16877,32693,14819,6110,26583,10767,-997
18062,27831,9932,15934,11897,2128,163
7060,7558,2015,7056,502,4,1517
10373,11546,3185,10352,1194,21,2012
16807,32763,15066,5262,27501,11545,-890
17713,25600,8671,16516,9084,1197,784
17984,29327,10982,14726,14601,3258,-361
17566,24629,8161,16614,8015,952,1098
12382,14389,4120,12298,2091,84,2113
14918,18321,5481,14718,3603,200,2078
16817,32802,15091,5240,27562,11577,-894
14789,17933,5312,14618,3315,171,2168
16679,32975,15813,2698,30277,13981,-483
15376,19212,5828,15112,4100,264,1992
16815,32806,15162,4964,27842,11851,-829
15600,19841,6099,15286,4555,314,1858
17940,26806,9329,16296,10510,1644,463
12602,14714,4226,12524,2190,78,2114
17153,32141,13834,8946,23195,8207,-1154
15526,19531,5958,15230,4301,296,1953
17555,31111,12588,11870,19241,5685,-968
17245,23618,7698,16444,7174,801,1325
17975,29238,10910,14836,14402,3139,-353
7684,8271,2216,7678,593,6,1629
84,84,21,84,0,0,21
1786,1809,458,1786,23,0,435
360,360,90,360,0,0,90
17901,29685,11274,14274,15411,3627,-510
17864,30093,11587,13838,16255,4026,-642
15045,18668,5626,14832,3836,213,2003
17352,31912,13453,10012,21900,7340,-1107
17340,23843,7790,16526,7317,814,1287
16715,22279,7096,16174,6105,541,1532
8247,8975,2428,8238,737,9,1700
17322,23719,7737,16490,7229,832,1340
16643,33019,16271,954,32065,15689,-105
11715,13424,3795,11668,1756,47,2086
17312,23899,7833,16466,7433,846,1246
18043,29429,11008,14826,14603,3217,-378
17549,24576,8158,16520,8056,1029,1131
16813,32774,15062,5300,27474,11513,-899
17613,31082,12496,12180,18902,5433,-973
17725,25524,8647,16460,9064,1265,848
17515,31377,12789,11598,19779,5917,-1073
18086,28598,10419,15520,13078,2566,-93
2624,2680,684,2624,56,0,628
16695,22202,7061,16160,6042,535,1554
16762,32851,15320,4422,28429,12340,-769
15319,19389,5937,15030,4359,289,1867
17762,25977,8910,16314,9663,1448,695
17397,24565,8183,16398,8167,999,1015
17920,26622,9240,16284,10338,1636,538
17687,25111,8404,16606,8505,1081,980
16698,22189,7058,16146,6043,552,1567
16094,20717,6433,15702,5015,392,1810
16634,22012,6986,16080,5932,554,1608
17942,26727,9296,16270,10457,1672,511
8448,9161,2471,8438,723,10,1758
17988,29324,10976,14744,14580,3244,-360
14892,18521,5599,14646,3875,246,1970
3992,4108,1056,3992,116,0,940
17092,32268,14005,8516,23752,8576,-1171
16670,21914,6918,16156,5758,514,1674
17862,25777,8748,16562,9215,1300,833
5948,6289,1658,5946,343,2,1317
8809,9592,2596,8800,792,9,1813
18026,29247,10917,14826,14421,3200,-304
16777,32815,15207,4802,28013,11975,-831
16888,32713,14845,6046,26667,10842,-980
17578,24955,8356,16486,8469,1092,979
17647,25032,8383,16532,8500,1115,998
13992,16737,4899,13878,2859,114,2154
17489,24209,7954,16602,7607,887,1234
16982,23040,7445,16300,6740,682,1387
3476,3596,929,3476,120,0,809
16726,32878,15376,4252,28626,12474,-776
17260,23520,7629,16524,6996,736,1369
17973,26949,9408,16266,10683,1707,432
13048,15398,4460,12956,2442,92,2110
9138,9994,2715,9128,866,10,1859
15469,19474,5943,15176,4298,293,1938
17260,31882,13494,9788,22094,7472,-1128
16098,20832,6488,15712,5120,386,1754
17624,25014,8377,16520,8494,1104,987
16706,22061,6985,16182,5879,524,1630
17066,23056,7435,16372,6684,694,1445
15968,20306,6241,15648,4658,320,1903
17451,24438,8087,16528,7910,923,1100
14865,18219,5440,14678,3541,187,2086
17455,31337,12826,11370,19967,6085,-1056
17969,28744,10580,15168,13576,2801,-195
12484,14430,4107,12432,1998,52,2161
16940,22733,7287,16318,6415,622,1494
6513,6956,1851,6508,448,5,1408
17120,32217,13950,8634,23583,8486,-1147
17463,31470,12939,11184,20286,6279,-1068
17994,29407,11061,14570,14837,3424,-352
17736,25824,8825,16348,9476,1388,737
10127,11242,3095,10104,1138,23,1980
17980,28659,10511,15274,13385,2706,-168
17618,31028,12448,12264,18764,5354,-962
17402,31654,13180,10588,21066,6814,-1072
15454,19543,5994,15110,4433,344,1905
14579,17958,5383,14384,3574,195,2004
16322,21131,6596,15878,5253,444,1787
16879,32681,14837,6014,26667,10865,-965
17822,29989,11517,13910,16079,3912,-650
16794,22495,7204,16174,6321,620,1503
18030,29831,11296,14478,15353,3552,-505
17922,29306,11003,14600,14706,3322,-381
15982,20644,6429,15572,5072,410,1767
16972,22764,7301,16324,6440,648,1509
4873,5070,1317,4872,198,1,1120
1728,1748,442,1728,20,0,422
17860,27001,9508,15970,11031,1890,367
16369,21315,6670,15950,5365,419,1724
10595,11950,3336,10556,1394,39,1981
17601,31011,12455,12202,18809,5399,-955
14484,17614,5223,14336,3278,148,2093
17688,25529,8677,16350,9179,1338,836
8331,9075,2456,8326,749,5,1712
12469,14617,4210,12394,2223,75,2062
16895,22694,7288,16236,6458,659,1489
17966,29020,10780,14920,14100,3046,-274
2608,2668,682,2608,60,0,622
17992,27591,9810,15942,11649,2050,211
16527,21542,6750,16084,5458,443,1735
16703,21796,6834,16256,5540,447,1741
14914,18471,5561,14698,3773,216,2004
13106,15398,4444,13020,2378,86,2152
17989,28693,10545,15206,13487,2783,-159
2408,2452,624,2408,44,0,580
17969,26991,9434,16246,10745,1723,412
17616,30921,12387,12294,18627,5322,-918
7863,8485,2278,7858,627,5,1656
5998,6353,1678,5994,359,4,1323
15235,18926,5710,15012,3914,223,2019
17588,24900,8328,16488,8412,1100,1016
17277,31951,13519,9826,22125,7451,-1155
17265,23705,7734,16474,7231,791,1294
17886,26558,9215,16256,10302,1630,543
13230,15518,4470,13156,2362,74,2182
15203,19034,5783,14936,4098,267,1952
17995,28171,10179,15626,12545,2369,3
17093,23310,7568,16348,6962,745,1351
9530,10537,2889,9518,1019,12,1882
16648,33012,16176,1320,31692,15328,-188
17195,32199,13873,8906,23293,8289,-1131
17168,23454,7621,16424,7030,744,1335
7376,7914,2115,7368,546,8,1577
16006,20476,6323,15660,4816,346,1853
17920,27112,9552,16016,11096,1904,360
17976,29275,10942,14782,14493,3194,-357
16958,32581,14573,6870,25711,10088,-1050
17204,23515,7665,16370,7145,834,1354
17983,29350,11009,14664,14686,3319,-358
11139,12592,3520,11104,1488,35,2067
17850,26501,9192,16234,10267,1616,541
17879,30763,12098,13134,17629,4745,-786
17800,26116,8977,16324,9792,1476,661
15989,20381,6284,15626,4755,363,1892
