N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
44740,110198,81216,18687,50310,30906,9578,288,-2929.0
47989,105187,71368,15394,50372,20996,4443,65,-1224.0
37773,109789,94338,24865,39486,54852,30817,3373,-2543.0
45742,109960,79785,18153,50652,29133,8656,262,-2586.0
48413,102592,67929,14373,49620,18309,3352,39,-623.0
45615,109539,79274,17988,50620,28654,8299,271,-2638.0
35603,105480,100173,29964,20562,79611,64356,14377,332.0
48647,99063,63721,13179,48368,15353,2327,27,126.0
45232,81941,48298,9318,40688,7610,565,2,2271.0
36272,108074,96799,26643,33740,63059,40594,5824,-1646.0
37972,65112,36719,6828,32470,4249,172,0,2751.0
40884,110910,88312,21677,46562,41750,17786,1104,-3391.0
44758,110329,81530,18824,50116,31414,10097,372,-2865.0
48236,94713,59399,12052,46486,12913,1741,10,870.0
9892,15160,7741,1317,7580,161,0,0,1156.0
46725,87266,52671,10360,43182,9489,902,3,1770.0
45025,110229,80999,18613,50320,30679,9589,341,-2818.0
42421,110888,85699,20527,48236,37463,14416,775,-3295.0
36679,108825,95879,25874,36514,59365,35797,4447,-2141.0
48222,101869,67371,14250,49242,18129,3385,32,-526.0
41012,70929,40287,7538,35346,4941,237,2,2832.0
35625,106210,99458,29044,24652,74806,56906,11315,-171.0
4908,7448,3767,635,3724,43,0,0,592.0
48357,104188,69868,14939,50102,19766,3984,59,-902.0
46961,107479,75243,16639,50652,24591,6175,137,-1914.0
39154,67079,37803,7026,33450,4353,179,0,2852.0
48437,96207,60841,12425,47132,13709,1943,13,646.0
39984,68834,38957,7268,34306,4651,222,0,2839.0
37068,109208,94974,25284,38244,56730,32720,3724,-2450.0
45766,109493,79171,17967,50540,28631,8413,272,-2523.0
45276,109709,79892,18207,50542,29350,8625,230,-2748.0
15046,23381,12097,2084,11690,407,1,0,1678.0
46528,87007,52564,10347,43046,9518,915,6,1738.0
48125,103580,69454,14854,49784,19670,4012,51,-855.0
35621,106105,99637,29234,23870,75767,58365,11913,-81.0
48063,92618,57254,11481,45622,11632,1374,5,1218.0
38226,65053,36456,6743,32454,4002,145,0,2886.0
48377,102863,68315,14494,49666,18649,3531,41,-665.0
35812,104789,100950,31409,13446,87504,77897,21238,564.0
47991,92575,57223,11467,45644,11579,1287,3,1172.0
35656,106307,99338,28935,25066,74272,56175,11086,-248.0
38310,65459,36820,6834,32636,4184,187,0,2837.0
46255,107584,76174,16991,50402,25772,6780,145,-2146.0
23882,38209,20304,3585,19098,1206,13,0,2392.0
47368,107763,75118,16553,50918,24200,5927,110,-1830.0
48206,102403,67965,14413,49452,18513,3499,44,-645.0
37017,109057,95131,25422,37730,57401,33597,3949,-2331.0
45662,109614,79417,18045,50564,28853,8486,258,-2580.0
46463,108824,77419,17334,50834,26585,7156,181,-2276.0
37120,109189,95001,25309,38148,56853,32893,3726,-2377.0
36346,108294,96657,26483,34416,62241,39462,5478,-1774.0
40292,69444,39329,7340,34618,4711,208,0,2837.0
35587,106583,99110,28578,26752,72358,53079,9763,-464.0
48285,103309,68968,14698,49748,19220,3813,45,-754.0
45699,109395,79007,17895,50644,28363,8107,223,-2584.0
48128,93488,58140,11715,45990,12150,1508,8,1065.0
32242,52865,28712,5170,26404,2308,57,0,2919.0
23158,36651,19288,3376,18320,968,11,0,2419.0
48416,104184,69773,14899,50152,19621,3880,52,-894.0
47431,91063,56153,11241,44860,11293,1343,11,1280.0
45277,109538,79812,18212,50352,29460,8834,247,-2661.0
38739,110301,92402,23755,42274,50128,25753,2295,-2915.0
47265,107344,74811,16493,50664,24147,6016,123,-1761.0
36181,108134,96966,26672,33900,63066,40334,5599,-1659.0
47601,106316,73118,15942,50584,22534,5148,95,-1539.0
38850,110487,91812,23385,43314,48498,23859,1956,-3210.0
46846,106579,74212,16330,50444,23768,5691,104,-1851.0
23284,37044,19587,3443,18516,1071,12,0,2384.0
35742,107213,98148,27717,29994,68154,47225,7828,-1040.0
38030,65087,36648,6806,32460,4188,167,0,2785.0
43744,110250,82621,19268,49634,32987,10982,416,-3153.0
43852,78772,46113,8845,39156,6957,460,0,2348.0
43437,109977,82800,19389,49266,33534,11445,429,-3129.0
26686,42941,22941,4071,21456,1485,29,0,2615.0
19020,29862,15600,2712,14928,672,6,0,2046.0
46639,108698,77060,17205,50890,26170,6918,157,-2204.0
38268,110268,93145,24108,41642,51503,26984,2552,-2963.0
46159,109104,78148,17593,50738,27410,7628,201,-2390.0
42998,76459,44424,8472,38016,6408,427,0,2491.0
47417,106170,73118,15956,50500,22618,5170,99,-1591.0
42308,74505,42949,8137,37076,5873,353,2,2615.0
38608,110536,92625,23791,42504,50121,25528,2292,-3094.0
35784,104864,100919,31261,14272,86647,76320,20356,578.0
46397,86507,52152,10249,42810,9342,887,1,1793.0
32688,53998,29515,5344,26966,2549,66,0,2861.0
45019,109717,80257,18364,50330,29927,9057,299,-2805.0
9918,15137,7699,1305,7568,131,1,0,1175.0
40298,110990,89684,22314,45484,44200,20022,1458,-3322.0
44358,80895,47934,9288,40140,7794,615,0,2109.0
36304,108209,96742,26549,34190,62552,39829,5538,-1712.0
36766,108917,95594,25688,37060,58534,34797,4196,-2245.0
36821,108849,95518,25688,36908,58610,35033,4309,-2198.0
48377,96104,60751,12398,47114,13637,1876,11,626.0
47347,106101,73081,15944,50498,22583,5105,83,-1617.0
44855,109790,80625,18508,50202,30423,9386,289,-2818.0
35676,105441,100207,30119,19700,80507,66041,15330,323.0
36324,108120,96879,26684,33654,63225,40812,5872,-1601.0
