Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
1674,1757,460,1674,83,0,294
3803,4657,1389,3758,899,45,103
4266,8244,3770,1408,6836,2858,-253
4559,7249,2663,3846,3403,713,-448
4495,6515,2216,4166,2349,329,-306
4493,6979,2511,3914,3065,579,-375
4569,7413,2779,3710,3703,859,-478
4540,6889,2423,4086,2803,454,-384
4395,6201,2065,4142,2059,253,-219
2104,2282,616,2100,182,4,307
2723,3044,843,2716,328,7,300
4521,7379,2765,3698,3681,823,-461
4225,8320,4091,276,8044,3949,-4
4371,8015,3367,2562,5453,1809,-439
4274,8241,3745,1502,6739,2772,-273
36,36,9,36,0,0,9
3381,4012,1169,3348,664,33,215
4082,5307,1659,3978,1329,104,3
910,939,242,910,29,0,193
1374,1433,373,1374,59,0,259
4448,7909,3224,2922,4987,1526,-481
4356,5966,1940,4172,1794,184,-176
564,578,148,564,14,0,130
1150,1197,311,1150,47,0,221
4125,5450,1723,4008,1442,117,-44
4482,7486,2866,3508,3978,974,-448
4534,6577,2237,4206,2371,328,-312
4326,8157,3585,1974,6183,2352,-354
3144,3667,1052,3126,541,18,245
4380,6160,2045,4140,2020,240,-193
4087,5209,1603,4006,1203,81,-7
4334,8112,3505,2204,5908,2130,-390
4324,5964,1950,4128,1836,196,-154
4320,5948,1947,4108,1840,212,-180
4265,8260,3788,1368,6892,2897,-248
4321,8137,3563,2022,6115,2299,-356
4258,8266,3825,1232,7034,3026,-217
4551,6837,2404,4058,2779,493,-372
4320,5730,1824,4164,1566,156,-134
4542,7143,2595,3906,3237,636,-435
4226,5628,1791,4092,1536,134,-108
4065,5206,1607,3984,1222,81,12
4277,5957,1965,4054,1903,223,-149
3488,4132,1200,3464,668,24,191
4440,7979,3280,2838,5141,1602,-491
4583,6646,2257,4264,2382,319,-358
4311,5903,1923,4114,1789,197,-134
4484,6925,2471,3966,2959,518,-388
4207,5624,1794,4072,1552,135,-80
4369,8074,3427,2440,5634,1929,-434
4456,6221,2052,4234,1987,222,-230
2632,2952,820,2624,328,8,300
4545,7369,2751,3734,3635,811,-468
4255,8263,3812,1278,6985,2977,-226
4352,6087,2016,4110,1977,242,-187
4143,5404,1691,4044,1360,99,-30
3436,4091,1193,3410,681,26,204
4225,8320,4088,288,8032,3937,-7
4374,8004,3350,2608,5396,1766,-451
3740,4606,1384,3676,930,64,128
3489,4250,1265,3440,810,49,193
4539,7045,2539,3934,3111,605,-390
3740,4619,1389,3682,937,58,115
3859,4834,1468,3796,1038,63,75
4023,5147,1596,3910,1237,113,20
4492,7551,2899,3506,4045,986,-489
4516,7675,2994,3374,4301,1142,-495
4351,8045,3408,2458,5587,1893,-419
4432,7911,3227,2914,4997,1518,-474
3552,4360,1301,3516,844,36,159
4514,7547,2903,3482,4065,1032,-466
4509,6524,2216,4184,2340,325,-309
2474,2767,767,2466,301,8,300
4526,7597,2917,3526,4071,1000,-507
4484,6571,2255,4122,2449,362,-311
4337,5858,1893,4144,1714,193,-136
4232,5622,1785,4104,1518,128,-98
4356,5806,1852,4204,1602,152,-139
4345,5951,1935,4162,1789,183,-155
4480,6998,2519,3920,3078,560,-407
3194,3719,1066,3174,545,20,265
4306,8188,3624,1880,6308,2426,-345
4127,5360,1679,4004,1356,123,-37
3797,4700,1413,3748,952,49,103
4461,7725,3049,3254,4471,1207,-484
4267,5769,1861,4094,1675,173,-121
4540,7118,2587,3888,3230,652,-434
4232,8303,3940,846,7457,3386,-138
3589,4332,1280,3544,788,45,178
4498,7622,2955,3424,4198,1074,-488
1931,2075,555,1930,145,1,304
2342,2590,710,2340,250,2,301
4407,6156,2042,4144,2012,263,-213
4209,5541,1751,4078,1463,131,-64
4497,7461,2833,3590,3871,907,-465
4322,5935,1937,4122,1813,200,-142
3333,3900,1122,3312,588,21,221
4401,7912,3252,2816,5096,1585,-453
4452,6671,2334,4006,2665,446,-319
4104,5331,1665,4002,1329,102,0
2994,3438,975,2976,462,18,279
