Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
2254,2464,669,2252,212,2,291
4514,7396,2786,3648,3748,866,-465
4399,7979,3300,2758,5221,1641,-468
4521,6608,2263,4164,2444,357,-323
4192,5497,1735,4054,1443,138,-40
4269,5899,1934,4062,1837,207,-141
4451,6627,2308,4022,2605,429,-308
1283,1347,353,1282,65,1,244
3915,4923,1498,3854,1069,61,49
4442,6329,2127,4150,2179,292,-257
4305,5931,1937,4114,1817,191,-164
4269,8257,3774,1418,6839,2851,-260
4541,7216,2644,3856,3360,685,-451
2222,2453,672,2218,235,4,293
1274,1337,350,1274,63,0,244
2313,2540,692,2312,228,1,324
4244,5625,1786,4106,1519,138,-65
3770,4664,1404,3712,952,58,99
3113,3613,1032,3098,515,15,257
3206,3798,1103,3184,614,22,221
3991,5120,1584,3904,1216,87,10
4420,6360,2152,4112,2248,308,-246
4523,7667,2985,3394,4273,1129,-488
4259,8249,3793,1326,6923,2933,-233
4426,7933,3269,2790,5143,1636,-460
4291,5824,1882,4120,1704,171,-135
4526,7403,2775,3706,3697,820,-474
2862,3291,935,2842,449,20,261
4430,6319,2121,4154,2165,276,-243
4354,5996,1965,4132,1864,222,-149
4571,7367,2731,3810,3557,761,-491
4309,8156,3578,2000,6156,2309,-360
4528,7411,2773,3730,3681,798,-491
4299,8167,3594,1958,6209,2341,-356
2684,3021,842,2674,347,10,304
1454,1529,401,1454,75,0,251
3400,3987,1149,3378,609,22,210
4300,5775,1856,4126,1649,174,-122
4323,8190,3619,1904,6286,2419,-353
4322,6043,2004,4070,1973,252,-155
3665,4448,1316,3632,816,33,163
3443,4081,1186,3418,663,25,204
4230,5560,1752,4112,1448,118,-76
3114,3597,1025,3094,503,20,253
4225,8316,4060,392,7924,3833,-31
3256,3801,1090,3242,559,14,238
4477,6670,2327,4032,2638,445,-310
4008,5160,1603,3908,1252,100,17
4299,5910,1929,4104,1806,195,-157
4500,7745,3059,3254,4491,1246,-496
4470,6566,2252,4124,2442,346,-312
4584,7239,2642,3910,3329,674,-456
4300,5846,1898,4100,1746,200,-143
3984,5008,1525,3916,1092,68,51
4362,6164,2062,4080,2084,282,-203
3288,3918,1145,3256,662,32,231
4226,8307,3999,618,7689,3608,-83
