N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
123,288,220,54,116,104,56,5,1.0
64,104,56,10,52,4,0,0,6.0
122,213,122,23,106,16,1,0,8.0
125,300,240,64,96,144,108,27,1.0
122,253,168,36,120,48,13,0,1.0
124,294,226,56,116,110,62,8,0.0
112,202,119,23,100,19,2,0,6.0
122,239,149,30,118,31,3,0,2.0
126,245,155,32,118,37,9,0,4.0
130,235,139,27,116,23,3,0,7.0
116,226,142,29,110,32,6,0,3.0
124,286,211,50,122,89,42,4,-1.0
124,300,237,61,108,129,84,16,0.0
120,280,211,51,116,95,48,4,0.0
128,276,188,41,130,58,16,0,-1.0
60,100,55,10,50,5,0,0,5.0
125,300,240,63,102,138,96,19,2.0
102,173,97,18,86,11,1,0,8.0
119,270,193,44,122,71,26,1,-2.0
122,284,215,53,112,103,60,10,0.0
82,145,84,16,72,12,1,0,5.0
127,286,201,45,132,69,22,1,-3.0
16,24,12,2,12,0,0,0,2.0
121,269,190,43,122,68,25,1,-1.0
124,290,217,52,122,95,46,4,-1.0
74,135,81,16,66,15,3,0,4.0
148,282,174,35,138,36,6,0,5.0
124,232,141,28,114,27,4,0,5.0
56,92,50,9,46,4,0,0,5.0
122,286,218,54,112,106,62,10,0.0
100,168,93,17,84,9,0,0,8.0
88,140,74,13,70,4,0,0,9.0
134,279,186,40,132,54,15,0,1.0
98,165,92,17,82,10,1,0,8.0
126,298,228,56,120,108,58,6,0.0
88,140,74,13,70,4,0,0,9.0
137,285,192,42,132,60,21,1,2.0
48,76,40,7,38,2,0,0,5.0
138,269,170,35,130,40,9,0,4.0
130,277,184,39,134,50,9,0,-2.0
126,285,199,44,134,65,17,0,-4.0
124,297,237,63,96,141,105,26,1.0
140,252,147,28,126,21,0,0,7.0
128,238,143,28,118,25,2,0,5.0
64,104,56,10,52,4,0,0,6.0
120,252,170,37,118,52,16,0,1.0
130,291,208,48,128,80,35,4,-1.0
123,287,212,50,124,88,39,3,-2.0
96,148,76,13,74,2,0,0,11.0
124,258,168,35,126,42,6,0,-1.0
100,160,85,15,80,5,0,0,10.0
106,213,138,29,102,36,9,0,2.0
130,259,167,35,124,43,11,0,3.0
86,149,85,16,74,11,1,0,6.0
125,290,213,50,126,87,38,3,-2.0
122,229,138,27,114,24,1,0,4.0
110,201,119,23,100,19,1,0,5.0
125,292,216,51,126,90,40,3,-2.0
82,149,88,17,74,14,1,0,4.0
104,164,86,15,82,4,0,0,11.0
128,296,212,48,136,76,24,0,-4.0
92,168,99,19,84,15,0,0,4.0
116,220,135,27,108,27,4,0,4.0
119,272,194,44,124,70,24,1,-3.0
106,203,125,25,100,25,3,0,3.0
123,264,179,39,124,55,16,1,-1.0
32,52,28,5,26,2,0,0,3.0
126,263,172,36,128,44,7,0,-1.0
130,249,156,32,120,36,9,0,5.0
126,225,131,25,112,19,1,0,7.0
20,32,17,3,16,1,0,0,2.0
118,229,143,29,112,31,5,0,3.0
123,283,208,49,122,86,39,3,-1.0
102,183,108,21,90,18,3,0,6.0
114,197,112,21,98,14,1,0,8.0
126,261,173,37,124,49,13,0,1.0
128,242,147,29,120,27,2,0,4.0
32,48,24,4,24,0,0,0,4.0
132,292,207,47,132,75,28,0,0.0
122,243,155,32,118,37,7,0,2.0
128,222,127,24,110,17,2,0,9.0
120,246,159,33,120,39,6,0,0.0
124,294,224,55,118,106,58,8,-1.0
104,188,110,21,94,16,0,0,5.0
60,96,51,9,48,3,0,0,6.0
129,298,222,53,126,96,46,3,0.0
128,270,181,39,128,53,14,0,0.0
125,276,196,45,122,74,32,3,0.0
112,214,133,27,104,29,6,0,4.0
106,209,132,27,102,30,5,0,2.0
122,233,144,29,114,30,5,0,4.0
124,293,226,57,110,116,73,14,0.0
123,290,208,47,134,74,22,1,-6.0
120,253,172,38,116,56,21,2,1.0
112,196,112,21,98,14,0,0,7.0
118,225,139,28,110,29,5,0,4.0
136,270,171,35,132,39,6,0,2.0
128,289,208,48,128,80,33,2,-1.0
124,296,235,62,98,137,100,24,1.0
128,246,151,30,122,29,2,0,3.0
130,275,185,40,130,55,15,0,0.0
126,290,217,52,122,95,46,2,1.0
117,249,171,38,114,57,21,1,1.0
123,280,201,46,126,75,28,1,-2.0
138,239,137,26,118,19,3,0,10.0
136,242,141,27,120,21,2,0,8.0
125,299,237,62,102,135,95,21,1.0
124,296,232,59,110,122,76,12,1.0
134,283,190,41,134,56,15,0,0.0
124,289,207,47,132,75,25,2,-5.0
124,246,156,32,120,36,6,0,2.0
92,148,79,14,74,5,0,0,9.0
123,289,215,51,124,91,41,3,-2.0
96,160,88,16,80,8,0,0,8.0
146,287,179,36,142,37,3,0,2.0
88,148,82,15,74,8,0,0,7.0
120,269,192,44,120,72,29,2,-1.0
64,116,68,13,58,10,0,0,3.0
72,112,58,10,56,2,0,0,8.0
127,292,212,49,130,82,32,1,-2.0
137,309,225,53,132,93,45,5,0.0
123,293,223,54,122,101,49,3,-1.0
120,220,130,25,110,20,0,0,5.0
100,168,93,17,84,9,0,0,8.0
116,246,162,34,120,42,6,0,-2.0
130,265,172,36,128,44,9,0,1.0
125,298,234,60,108,126,82,15,1.0
105,211,137,29,100,37,11,1,2.0
126,231,138,27,114,24,3,0,6.0
98,185,112,22,92,20,1,0,3.0
