Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
4281,5815,1881,4106,1709,175,347
3342,3936,1139,3316,620,26,545
3853,4873,1491,3782,1091,71,471
2103,2268,609,2100,168,3,444
4225,8316,4047,444,7872,3781,-44
3709,4499,1332,3670,829,39,542
4028,5187,1614,3918,1269,110,455
2513,2812,779,2508,304,5,480
3842,4733,1418,3794,939,48,527
4140,5490,1747,3992,1498,148,397
4356,5874,1890,4188,1686,168,372
4584,7539,2845,3698,3841,886,-110
4513,7639,2959,3442,4197,1071,-167
4353,7997,3371,2510,5487,1843,-273
3332,3915,1130,3310,605,22,547
4281,8226,3692,1684,6542,2597,-253
3588,4412,1319,3548,864,40,495
4175,5530,1762,4012,1518,163,407
3083,3550,1007,3072,478,11,540
3958,5012,1541,3860,1152,98,487
3923,4901,1486,3858,1043,65,508
3576,4342,1292,3516,826,60,526
3933,4943,1506,3862,1081,71,496
4173,5448,1704,4080,1368,93,429
4214,5645,1811,4046,1599,168,380
2499,2771,762,2494,277,5,490
4356,8087,3449,2378,5709,1978,-282
4391,6072,1995,4164,1908,227,314
4422,7875,3195,2970,4905,1452,-258
4531,7013,2513,3974,3039,557,31
4078,5207,1608,3982,1225,96,479
4309,5920,1933,4108,1812,201,322
3079,3567,1018,3062,505,17,530
1667,1785,476,1666,119,1,358
2068,2233,600,2066,167,2,435
2122,2289,614,2122,167,0,447
4164,5403,1689,4050,1353,114,450
4591,7061,2528,4010,3051,581,58
3973,5041,1549,3886,1155,87,481
3964,5013,1534,3890,1123,74,485
4356,8030,3396,2476,5554,1880,-278
4537,7481,2833,3630,3851,907,-111
1594,1665,434,1594,71,0,363
4226,8320,4078,328,7992,3898,-16
4230,8292,3946,800,7492,3430,-116
4242,8287,3903,962,7325,3280,-142
3849,4874,1496,3764,1110,85,471
4478,7681,3014,3306,4375,1172,-189
4365,6016,1979,4116,1900,249,328
4329,5911,1923,4130,1781,199,341
4382,8025,3374,2554,5471,1828,-269
4476,7490,2880,3460,4030,1016,-134
3035,3466,977,3024,442,11,546
4497,6680,2317,4092,2588,405,134
4116,5246,1616,4028,1218,88,486
4091,5313,1660,3986,1327,105,438
568,574,145,568,6,0,139
4281,5709,1821,4134,1575,147,393
4393,8070,3424,2444,5626,1949,-253
4361,8063,3427,2418,5645,1943,-275
4464,7697,3042,3226,4471,1238,-191
4503,6800,2381,4076,2724,427,84
4305,8175,3607,1922,6253,2383,-263
2873,3264,916,2864,400,9,525
2972,3413,966,2962,451,10,525
4606,7381,2728,3850,3531,756,-47
4538,6753,2353,4094,2659,444,138
4450,7827,3158,3022,4805,1428,-219
4248,8262,3834,1188,7074,3060,-180
4432,6320,2126,4136,2184,296,238
4531,6822,2399,4048,2774,483,108
3728,4577,1367,3686,891,42,518
4422,7924,3245,2868,5056,1554,-257
4478,6576,2258,4120,2456,358,160
3721,4663,1413,3674,989,47,471
4403,7923,3256,2822,5101,1581,-264
4464,6467,2203,4122,2345,342,200
2332,2568,702,2328,240,4,466
4061,5308,1664,3960,1348,101,417
4459,6405,2164,4154,2251,305,218
4541,7270,2692,3772,3498,769,-37
952,982,253,952,30,0,223
4500,7049,2549,3902,3147,598,0
3800,4755,1445,3730,1025,70,490
3615,4405,1310,3570,835,45,520
4509,7757,3066,3250,4507,1259,-182
3749,4607,1377,3706,901,43,519
4300,5797,1856,4170,1627,130,359
3524,4200,1228,3488,712,36,552
4226,5636,1798,4080,1556,146,388
4322,8189,3608,1946,6243,2376,-259
4239,8292,3930,864,7428,3375,-123
4221,5566,1763,4080,1486,141,418
4340,6014,1980,4108,1906,232,306
4248,5604,1777,4100,1504,148,421
4355,8127,3502,2246,5881,2109,-270
2130,2320,628,2128,192,2,438
3712,4534,1350,3668,866,44,528
2886,3289,927,2870,419,16,524
4484,7434,2821,3584,3850,900,-129
3764,4618,1381,3712,906,52,527
4496,6441,2170,4202,2239,294,225
4349,6050,1991,4136,1914,213,290
4409,6195,2063,4138,2057,271,277
3202,3708,1058,3184,524,18,552
4372,6161,2054,4106,2055,266,265
3951,5004,1532,3880,1124,71,479
4420,6117,2008,4202,1915,218,311
4487,6519,2223,4146,2373,341,191
4376,8046,3394,2516,5530,1860,-276
4532,6962,2491,3960,3002,572,61
2225,2455,672,2222,233,3,442
4428,7940,3256,2856,5084,1572,-256
4361,8109,3475,2318,5791,2043,-273
4509,6720,2335,4100,2620,409,124
2278,2501,681,2278,223,0,458
3882,4918,1509,3800,1118,82,473
4248,8288,3865,1116,7172,3132,-175
4029,5190,1609,3944,1246,85,448
4163,5404,1688,4056,1348,107,447
4517,6888,2435,4036,2852,481,64
596,608,155,596,12,0,143
80,80,20,80,0,0,20
3773,4704,1424,3712,992,61,493
4374,7998,3356,2572,5426,1802,-268
4520,7646,2952,3484,4162,1036,-174
4270,8225,3741,1486,6739,2784,-214
4522,7327,2730,3734,3593,788,-75
4209,5665,1817,4062,1603,147,361
4417,6057,1974,4218,1839,199,334
4515,7146,2608,3860,3286,655,-23
4539,7048,2528,3984,3064,555,19
3719,4601,1386,3658,943,61,504
4479,6757,2368,4042,2715,437,90
3539,4256,1252,3504,752,35,535
4417,6045,1973,4198,1847,219,345
4287,8229,3702,1650,6579,2637,-240
4509,6632,2293,4092,2540,417,170
4319,5899,1910,4158,1741,161,330
4438,6370,2157,4112,2258,326,225
4534,6427,2150,4254,2173,280,257
3435,4117,1207,3406,711,29,525
2862,3222,897,2856,366,6,537
1482,1573,416,1482,91,0,325
4181,5379,1669,4082,1297,99,471
4397,5989,1947,4190,1799,207,355
4538,6743,2343,4114,2629,424,138
4093,5282,1640,4004,1278,89,451
3684,4578,1381,3632,946,52,487
4436,7869,3200,2938,4931,1498,-233
4509,6720,2338,4088,2632,421,127
3508,4224,1246,3464,760,44,530
3725,4594,1380,3668,926,57,511
3183,3760,1089,3164,596,19,512
4411,6325,2134,4114,2211,297,220
1206,1261,329,1206,55,0,274
454,465,119,454,11,0,108
4069,5289,1653,3966,1323,103,433
4544,7359,2738,3766,3593,778,-77
4249,5518,1733,4104,1414,145,464
2383,2619,714,2382,237,1,478
4036,5235,1631,3946,1289,90,432
4456,7647,3000,3294,4353,1162,-191
4492,6594,2271,4104,2490,388,169
2080,2255,608,2078,177,2,433
4455,6350,2130,4180,2170,275,235
4457,6510,2234,4084,2426,373,181
776,792,202,776,16,0,186
4507,6836,2410,4032,2804,475,81
2517,2819,782,2510,309,7,480
4328,8115,3524,2134,5981,2194,-263
4164,5395,1684,4054,1341,110,453
4492,6306,2098,4220,2086,272,284
4226,8313,4043,454,7859,3772,-44
4269,5949,1959,4062,1887,207,279
4606,7284,2661,3924,3360,682,-17
4184,5439,1700,4078,1361,106,445
4563,7243,2650,3886,3357,677,-30
4198,5551,1762,4054,1497,144,409
4267,8232,3741,1500,6732,2767,-224
4503,7141,2609,3846,3295,657,-29
4565,7271,2659,3906,3365,659,-47
4205,5454,1700,4108,1346,97,451
4315,8134,3557,2040,6094,2275,-262
2728,3101,870,2722,379,6,497
4384,5983,1942,4198,1785,186,343
2084,2267,613,2082,185,2,430
4539,6573,2236,4202,2371,337,202
3795,4695,1415,3730,965,65,515
