Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
17573,24607,8161,16570,8037,1003,1127
11940,13848,3951,11892,1956,48,2043
17932,27108,9517,16148,10960,1784,341
17769,30785,12164,12914,17871,4855,-852
17459,31326,12824,11356,19970,6103,-1043
4522,4699,1219,4522,177,0,1042
14608,17865,5325,14430,3435,178,2068
16477,21669,6832,16010,5659,467,1640
17699,30801,12214,12746,18055,4953,-888
17928,26514,9183,16296,10218,1632,597
17942,27321,9650,16042,11279,1900,271
7788,8361,2235,7782,579,6,1662
16171,20753,6422,15818,4935,353,1840
10820,12167,3385,10794,1373,26,2038
10836,12231,3414,10806,1425,30,2019
18002,26963,9402,16318,10645,1684,441
17841,25551,8608,16670,8881,1171,898
16836,22450,7168,16228,6222,608,1554
14778,18261,5487,14574,3687,204,2004
17673,24789,8222,16690,8099,983,1106
16650,33001,16106,1578,31423,15072,-245
17350,23686,7696,16588,7098,762,1360
17969,30006,11472,14124,15882,3845,-565
18061,27480,9714,16104,11376,1957,295
17855,26153,8964,16450,9703,1405,666
17112,32324,14089,8292,24032,8820,-1123
18046,27857,9956,15890,11967,2156,145
17329,31925,13499,9854,22071,7475,-1097
12783,14933,4285,12726,2207,57,2135
16744,22254,7082,16180,6074,564,1572
17536,24717,8225,16534,8183,1002,1044
17693,30607,12074,12918,17689,4775,-840
17530,31372,12819,11468,19904,6062,-1023
16660,32989,15952,2170,30819,14490,-377
12679,14790,4241,12616,2174,63,2130
17083,23272,7550,16344,6928,739,1361
6542,6928,1829,6540,388,2,1443
17764,25597,8669,16518,9079,1246,836
17883,30201,11650,13802,16399,4081,-668
16869,22503,7178,16294,6209,575,1544
7904,8566,2309,7896,670,8,1647
17043,22919,7352,16430,6489,613,1476
17467,24323,8031,16522,7801,945,1175
11319,12846,3602,11284,1562,35,2075
18032,27784,9915,15908,11876,2124,163
14163,17024,5005,14028,2996,135,2144
10901,12264,3413,10876,1388,25,2050
4324,4462,1150,4324,138,0,1012
15874,20267,6246,15550,4717,324,1853
17427,24433,8099,16470,7963,957,1093
17152,32164,13881,8804,23360,8348,-1131
17999,28514,10423,15336,13178,2663,-92
13853,16675,4909,13714,2961,139,2087
17805,25631,8674,16566,9065,1239,848
17290,24070,7941,16376,7694,914,1161
15308,19026,5744,15076,3950,232,2026
8882,9673,2618,8874,799,8,1827
13939,16797,4944,13818,2979,121,2086
17343,23899,7825,16498,7401,845,1269
17954,26932,9412,16216,10716,1738,434
16912,32624,14691,6484,26140,10428,-1021
17116,23517,7688,16282,7235,834,1287
10255,11448,3167,10228,1220,27,1974
17741,25682,8731,16440,9242,1301,790
17590,25413,8639,16270,9143,1320,816
16923,22567,7205,16314,6253,609,1561
14366,17467,5189,14178,3289,188,2088
17062,23335,7599,16274,7061,788,1326
1664,1688,428,1664,24,0,404
12668,14807,4257,12586,2221,82,2118
17559,24860,8316,16456,8404,1103,1015
17714,25782,8785,16424,9358,1290,717
17743,30584,12014,13112,17472,4631,-827
17990,29758,11283,14384,15374,3606,-485
17945,29129,10875,14758,14371,3187,-309
17570,24563,8130,16606,7957,964,1137
15886,20207,6214,15558,4649,328,1893
17864,30049,11572,13810,16239,4054,-613
14482,17541,5186,14338,3203,144,2127
15724,19931,6104,15446,4485,278,1897
17949,29305,10985,14670,14635,3279,-371
16094,20745,6449,15694,5051,400,1798
9124,10025,2736,9106,919,18,1835
17635,24857,8276,16610,8247,1025,1054
