Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
2980,3048,779,2980,68,0,711
16710,32941,15696,3098,29843,13612,-535
16719,32919,15592,3470,29449,13249,-608
16743,32866,15335,4392,28474,12351,-788
17265,23762,7764,16468,7294,797,1267
17439,31613,13121,10742,20871,6697,-1053
14715,18004,5370,14528,3476,187,2081
17103,23186,7481,16448,6738,655,1398
14822,18309,5503,14606,3703,216,2016
15967,20464,6326,15624,4840,343,1829
13410,15941,4647,13294,2647,116,2116
17746,25763,8779,16410,9353,1336,762
16677,32961,15798,2730,30231,13947,-486
11715,13366,3766,11668,1698,47,2115
17500,24391,8052,16574,7817,926,1161
17527,24643,8186,16542,8101,985,1070
17742,25513,8640,16466,9047,1276,869
17307,31807,13336,10270,21537,7037,-1164
17747,25642,8713,16432,9210,1315,818
17966,27679,9881,15834,11845,2132,168
17084,23342,7591,16320,7022,764,1333
16857,22349,7095,16318,6031,539,1603
14858,18429,5552,14650,3779,208,1981
7463,7962,2116,7460,502,3,1617
17301,23962,7874,16428,7534,873,1213
17427,31569,13053,10926,20643,6501,-1089
16714,22129,7024,16162,5967,552,1609
17644,30976,12398,12360,18616,5284,-934
17177,32211,13909,8786,23425,8391,-1125
12565,14604,4178,12496,2108,69,2139
17897,26879,9414,16102,10777,1795,432
16660,22230,7096,16076,6154,584,1526
17995,28736,10564,15216,13520,2779,-177
17526,31417,12867,11366,20051,6160,-1024
17481,31487,12943,11202,20285,6279,-1063
17948,27463,9756,15902,11561,2046,241
17958,26472,9127,16436,10036,1522,613
17875,29555,11182,14382,15173,3493,-498
16719,22220,7074,16144,6076,575,1573
17993,28107,10153,15602,12505,2391,39
17879,29867,11404,14118,15749,3761,-584
17911,27135,9550,16070,11065,1841,326
2304,2346,597,2304,42,0,555
15597,19728,6040,15296,4432,301,1909
15120,19013,5795,14846,4167,274,1902
1436,1452,367,1436,16,0,351
9685,10706,2937,9664,1042,21,1916
5057,5276,1374,5056,220,1,1155
16734,22289,7115,16118,6171,616,1560
16654,32992,15968,2112,30880,14542,-370
6818,7274,1933,6816,458,2,1477
18003,29534,11112,14620,14914,3383,-419
15461,19526,5974,15156,4370,305,1909
17874,27033,9520,15986,11047,1888,361
18136,28676,10460,15512,13164,2624,-80
17731,30522,11970,13164,17358,4567,-821
18079,28499,10366,15534,12965,2545,-54
16780,32825,15189,4894,27931,11886,-856
17231,23633,7714,16410,7223,821,1312
14591,17757,5269,14438,3319,153,2103
14268,17347,5147,14106,3241,162,2068
17702,25711,8768,16350,9361,1352,759
15450,19379,5895,15178,4201,272,1966
17034,23304,7570,16328,6976,706,1300
512,512,128,512,0,0,128
15415,19455,5951,15106,4349,309,1911
16739,32872,15366,4280,28592,12459,-767
6430,6858,1822,6428,430,2,1394
17620,31121,12524,12146,18975,5474,-977
17963,29128,10871,14772,14356,3191,-294
17529,24706,8227,16504,8202,1025,1050
17215,23387,7576,16470,6917,745,1404
17753,30654,12077,13000,17654,4753,-824
17878,28824,10692,14880,13944,2998,-254
17938,29531,11151,14458,15073,3480,-442
12922,15149,4363,12846,2303,76,2136
17872,29805,11397,14022,15783,3850,-536
3269,3368,867,3268,100,1,768
18079,27505,9703,16198,11307,1881,277
17198,32177,13826,9050,23127,8148,-1153
17938,26793,9337,16238,10555,1700,482
17996,28009,10100,15618,12391,2378,87
17167,32254,13967,8640,23614,8527,-1120
17953,29817,11323,14342,15475,3611,-541
17370,31840,13351,10276,21564,7094,-1119
17775,29950,11534,13764,16186,4011,-641
17193,23621,7718,16370,7251,823,1290
15461,19352,5873,15212,4140,249,1982
18040,29093,10778,15074,14019,2966,-275
15668,19925,6122,15362,4563,306,1865
17136,23431,7625,16362,7069,774,1330
4740,4947,1289,4738,209,2,1082
17846,29936,11483,13940,15996,3906,-607
13794,16447,4806,13670,2777,124,2153
17563,25177,8498,16362,8815,1201,884
16802,32765,15066,5266,27499,11536,-897
16816,32760,14979,5604,27156,11212,-965
11187,12583,3503,11154,1429,33,2107
17476,31506,12975,11112,20394,6364,-1055
7171,7694,2055,7168,526,3,1532
18007,28665,10518,15258,13407,2749,-140
14525,17677,5249,14358,3319,167,2097
14775,18039,5374,14582,3457,193,2110
10806,12139,3377,10770,1369,36,2044
17654,30994,12409,12352,18642,5302,-931
18020,27543,9778,15974,11569,2046,255
16171,21081,6614,15706,5375,465,1704
17585,31282,12680,11844,19438,5741,-1017
11802,13534,3827,11760,1774,42,2095
17588,24955,8345,16530,8425,1058,978
17728,25622,8699,16448,9174,1280,805
