Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
51257,60162,17343,50952,9210,305,8438
66746,130547,60033,20962,109585,45784,-3768
49420,57408,16411,49172,8236,248,8423
64981,84814,26599,63232,21582,1749,6766
71627,108809,38423,63926,44883,7701,1241
32772,35470,9550,32740,2730,32,6852
70676,101432,34240,65904,35528,4772,3484
71800,113214,41176,61724,51490,10076,-238
70480,122259,48388,50966,71293,19514,-3391
71748,113919,41690,61078,52841,10670,-481
63221,80617,24849,61838,18779,1383,7453
42977,48325,13443,42878,5447,99,8095
66725,88746,28261,64448,24298,2277,6240
70267,123339,49270,49598,73741,20669,-3802
62225,78575,24023,61058,17517,1167,7673
70815,102170,34641,65776,36394,5039,3286
70923,103546,35452,65284,38262,5639,2829
69770,124751,50794,46326,78425,23444,-4187
71302,104385,35781,65646,38739,5656,2698
69103,95868,31548,65544,30324,3559,4783
67786,91990,29755,64960,27030,2826,5551
64312,82651,25628,62790,19861,1522,7289
44112,50050,14037,43952,6098,160,8099
70812,103203,35272,65318,37885,5494,2881
71596,115971,43131,59418,56553,12178,-1244
62371,78895,24156,61166,17729,1205,7632
68688,127205,53788,39258,87947,29430,-4729
30995,33415,8964,30974,2441,21,6544
66354,131172,62176,13640,117532,52714,-2642
71433,117523,44289,57890,59633,13543,-1801
49517,57526,16448,49260,8266,257,8439
71801,113807,41571,61330,52477,10471,-435
69687,98104,32630,65688,32416,3999,4213
25726,27359,7251,25714,1645,12,5618
65750,86762,27448,63732,23030,2018,6436
65123,85245,26791,63326,21919,1797,6669
20716,21734,5689,20712,1022,4,4671
68649,94487,30890,65414,29073,3235,5052
49414,57374,16394,49172,8202,242,8434
44705,50729,14224,44562,6167,143,8200
71171,105746,36714,64636,41110,6535,2139
41032,45754,12638,40956,4798,76,7916
71816,108469,38130,64418,44051,7398,1477
71892,112829,40931,61934,50895,9958,-6
71177,104839,36131,65154,39685,6023,2469
71837,114035,41719,61194,52841,10643,-479
17551,18233,4729,17550,683,1,4047
70747,103421,35421,65158,38263,5589,2747
71665,111263,39979,62610,48653,9055,381
71308,116923,43904,58230,58693,13078,-1711
70464,100683,33883,65834,34849,4630,3664
71354,118252,44899,56908,61344,14446,-1999
