N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
5067,14353,12221,3215,5152,7069,4049,475,-280.0
5422,14506,11581,2867,5960,5621,2586,202,-370.0
5141,14333,11885,3039,5536,6349,3261,297,-346.0
5487,14309,11190,2725,6030,5160,2249,171,-357.0
6173,12937,8534,1805,6238,2296,461,5,-35.0
5803,14308,10609,2460,6458,4151,1392,57,-356.0
5694,10445,6211,1206,5186,1025,73,0,254.0
5936,14149,10197,2308,6546,3651,1057,38,-324.0
1444,2204,1121,190,1102,19,0,0,171.0
6331,13247,8708,1834,6412,2296,423,3,-42.0
6162,12077,7562,1532,5932,1630,213,0,115.0
5673,14518,11123,2653,6328,4795,1862,95,-375.0
4878,13942,12828,3753,3138,9690,7666,1718,11.0
5412,14437,11478,2826,6000,5478,2437,158,-373.0
5730,14405,10843,2544,6422,4421,1561,60,-376.0
6102,13752,9557,2105,6484,3073,784,14,-198.0
6252,12179,7594,1534,5984,1610,211,2,133.0
5031,14247,12196,3233,4994,7202,4259,543,-253.0
5022,14296,12317,3282,4942,7375,4412,558,-239.0
6080,11124,6606,1282,5520,1086,84,0,280.0
6075,13992,9846,2187,6570,3276,852,21,-258.0
2610,4097,2140,372,2048,92,1,0,281.0
5744,14331,10722,2504,6420,4302,1491,62,-369.0
3672,5954,3201,571,2976,225,2,0,348.0
6236,13754,9425,2055,6520,2905,714,12,-148.0
6044,11362,6896,1363,5614,1282,134,0,215.0
5992,14058,10040,2258,6532,3508,994,28,-284.0
5742,14303,10715,2507,6388,4327,1527,60,-353.0
5175,14417,11921,3037,5620,6301,3177,271,-358.0
2874,4521,2366,412,2260,106,1,0,307.0
6146,13045,8644,1830,6308,2336,429,8,-85.0
5673,14389,10937,2591,6328,4609,1733,85,-370.0
4142,6803,3700,667,3398,302,7,0,372.0
5370,9297,5284,989,4634,650,29,0,368.0
6250,13803,9442,2053,6566,2876,671,12,-164.0
