Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
1111,2076,895,572,1504,539,-70
1065,1388,436,1032,356,33,113
1093,2104,974,312,1792,781,-37
1089,1418,444,1060,358,29,115
1109,2049,881,574,1475,535,-59
1113,1509,489,1062,447,51,93
1131,1658,572,1028,630,103,45
1127,1650,566,1036,614,91,43
860,1016,294,856,160,4,138
1158,1776,636,1008,768,150,18
1161,1779,635,1018,761,143,17
757,884,254,752,132,5,127
1079,1395,434,1054,341,25,118
1142,2035,837,722,1313,420,-56
1133,1781,646,978,803,155,-2
1081,1451,465,1042,409,39,95
810,966,282,804,162,6,126
618,671,181,618,53,0,128
907,1098,325,896,202,11,134
1061,1397,443,1022,375,39,107
1093,1482,480,1044,438,49,91
1144,1637,556,1050,587,94,63
1148,1672,573,1052,620,96,49
260,266,68,260,6,0,62
545,594,161,544,50,1,112
724,826,232,724,102,0,130
1162,1924,733,916,1008,246,-29
1068,1382,433,1032,350,36,119
1008,1371,443,970,401,38,80
1124,1594,533,1056,538,68,63
812,955,276,806,149,6,133
1151,1647,560,1054,593,97,64
969,1224,373,956,268,13,118
1139,1636,552,1064,572,75,55
1144,1659,562,1070,589,74,47
838,966,275,832,134,6,147
1066,1417,452,1026,391,40,101
1110,2060,894,544,1516,566,-56
1162,1817,652,1026,791,136,-3
405,422,110,404,18,1,93
1129,1615,545,1050,565,79,59
1125,1603,542,1038,565,87,64
1139,1928,753,844,1084,295,-36
1155,1950,758,868,1082,287,-37
1163,1826,664,996,830,167,1
887,1076,318,880,196,7,129
1124,2030,846,676,1354,448,-60
675,769,216,674,95,1,122
842,953,266,842,111,0,155
1090,1473,476,1042,431,48,93
1174,1825,657,1022,803,152,6
1095,2088,943,404,1684,691,-50
1144,1666,570,1052,614,92,48
1138,1591,527,1074,517,64,74
1155,1841,681,958,883,197,-5
1147,1683,580,1046,637,101,44
813,957,278,802,155,11,134
960,1177,352,946,231,14,135
962,1192,361,940,252,22,131
1106,1560,519,1044,516,62,65
1114,1511,487,1074,437,40,90
1169,1812,655,1004,808,165,12
1134,1543,503,1074,469,60,94
1158,1811,656,998,813,160,3
128,130,33,128,2,0,31
1075,1375,426,1046,329,29,126
1157,1934,744,892,1042,265,-33
1169,1903,715,946,957,223,-19
634,691,187,634,57,0,130
1060,1428,458,1024,404,36,90
1089,1438,455,1056,382,33,106
1148,1755,628,998,757,150,21
1121,2027,845,674,1353,447,-61
1170,1757,610,1074,683,96,23
965,1186,356,948,238,17,135
1173,1604,525,1108,496,65,94
1036,1317,404,1018,299,18,123
1007,1282,395,984,298,23,120
1167,1831,666,998,833,169,2
1116,1487,476,1070,417,46,105
1153,1846,677,984,862,169,-16
1086,1468,472,1048,420,38,90
1155,1792,643,1012,780,143,6
868,995,281,866,129,2,154
836,997,291,830,167,6,130
1147,1984,786,824,1160,323,-51
876,1041,304,866,175,10,139
1138,1652,562,1056,596,82,48
1089,2112,1009,188,1924,901,-14
570,627,171,570,57,0,114
1049,1377,432,1026,351,23,104
408,430,113,408,22,0,91
352,374,99,352,22,0,77
1118,2004,824,712,1292,406,-62
1122,2008,823,724,1284,398,-63
1089,1505,492,1042,463,47,76
990,1223,369,970,253,20,136
1090,2106,993,240,1866,850,-23
1154,1800,651,996,804,158,5
1174,1806,649,1016,790,158,17
1145,1775,642,982,793,163,12
1075,1450,465,1040,410,35,90
1116,2052,877,596,1456,520,-59
1170,1735,600,1070,665,100,35
1093,1490,485,1040,450,53,88
751,856,241,748,108,3,136
1022,1332,419,988,344,34,109
1150,1756,625,1012,744,138,19
1161,1748,613,1044,704,117,26
944,1171,354,926,245,18,127
1063,1501,499,1006,495,57,61
626,686,187,624,62,2,127
1140,1893,723,894,999,246,-30
1102,2085,935,430,1655,672,-48
1089,2106,1008,180,1926,909,-9
1072,1392,435,1044,348,28,115
1109,2066,895,552,1514,557,-62
1149,1624,544,1072,552,77,69
16,16,4,16,0,0,4
737,840,236,736,104,1,133
1098,2081,930,442,1639,656,-53
1066,1414,451,1024,390,42,103
88,88,22,88,0,0,22
1066,1414,448,1036,378,30,100
1138,1744,627,980,764,158,21
979,1231,377,954,277,25,125
1128,1578,521,1072,506,56,71
1124,1999,815,738,1261,386,-60
1143,1853,691,942,911,201,-19
994,1243,378,974,269,20,129
1153,1799,646,1014,785,139,0
1065,1381,432,1034,347,31,116
980,1218,368,964,254,16,130
932,1160,350,920,240,12,122
1138,1897,730,874,1023,264,-29
1108,1585,533,1038,547,70,56
1152,1853,687,958,895,194,-14
1112,1558,519,1040,518,72,73
961,1230,380,940,290,21,111
990,1215,363,978,237,12,138
1153,1736,610,1032,704,121,27
929,1137,339,918,219,11,131
1109,2069,908,506,1563,603,-52
1146,1864,697,940,924,206,-21
1136,1522,490,1084,438,52,104
1036,1316,404,1016,300,20,124
861,1038,306,852,186,9,129
1114,2028,850,656,1372,458,-64
700,780,215,700,80,0,135
1053,1417,456,1010,407,43,92
982,1201,359,966,235,16,140
1151,1701,589,1046,655,105,39
1136,1553,506,1082,471,54,89
1095,2104,980,288,1816,807,-29
1131,1961,779,806,1155,325,-51
1161,1835,671,986,849,175,-3
1102,1516,500,1032,484,70,86
1150,1810,660,980,830,170,0
1146,1990,795,800,1190,346,-49
1137,1561,508,1090,471,47,84
1033,1349,423,1006,343,27,107
941,1125,329,934,191,7,145
