Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
70678,121515,47681,52306,69209,18372,-8263
67128,130159,58904,24702,105457,42426,-5220
68238,93182,30286,65220,27962,3018,-2592
69200,126181,52447,42574,83607,26626,-7830
69286,126412,52583,42492,83920,26794,-7897
36718,40323,10993,36674,3649,44,4884
71677,114969,42382,60410,54559,11267,-7661
69241,95733,31399,65870,29863,3371,-3225
71544,109812,39123,63132,46680,8412,-6606
66144,131441,63661,8238,123203,57906,-1732
66307,131285,62601,12166,119119,54141,-2637
71789,113728,41527,61348,52380,10441,-7473
22979,24199,6357,22970,1229,9,4128
71566,109725,39036,63306,46419,8260,-6534
66053,131570,65096,2756,128814,63297,-425
70752,102222,34684,65708,36514,5044,-4925
64805,83671,26051,63138,20533,1667,-282
68518,93467,30352,65526,27941,2992,-2750
68940,94462,30779,65808,28654,3132,-2951
27191,28889,7649,27182,1707,9,4543
71228,119776,45983,55620,64156,15608,-8338
70083,99709,33471,65534,34175,4549,-4245
68462,93507,30400,65414,28093,3048,-2747
71752,115793,42938,59834,55959,11918,-7799
70680,121760,47861,52076,69684,18604,-8273
67782,129041,56643,31510,97531,36272,-6393
70458,100406,33737,65864,34542,4594,-4418
71758,110766,39610,63092,47674,8666,-6853
70424,101254,34229,65592,35662,4832,-4655
62773,79776,24513,61500,18276,1273,376
71828,109971,39074,63646,46325,8182,-6718
71369,105459,36418,65246,40213,6123,-5702
70981,119918,46248,54844,65074,16137,-8235
66879,130533,59785,21926,108607,44953,-4720
54127,64395,18775,53690,10705,437,3060
70231,100231,33750,65462,34769,4769,-4366
66836,89238,28508,64444,24794,2392,-1777
69039,95375,31281,65626,29749,3413,-3141
38398,42404,11613,38356,4048,42,4838
68963,126728,53174,40760,85968,28203,-7639
67397,90205,28862,64962,25243,2435,-1992
60044,74205,22300,59210,14995,834,1550
71711,115033,42424,60370,54663,11341,-7669
44343,50147,14019,44218,5929,125,4541
67068,130290,59184,23844,106446,43224,-5064
68767,127058,53700,39316,87742,29451,-7420
70870,121341,47334,53346,67995,17524,-8424
70597,121931,48009,51826,70105,18771,-8303
66683,130736,60513,19420,111316,47263,-4188
68491,93817,30566,65370,28447,3121,-2839
69157,96550,31913,65448,31102,3709,-3392
62222,78708,24096,61032,17676,1190,606
71158,104184,35730,65448,38736,5710,-5365
70348,100921,34059,65606,35315,4742,-4599
52933,62681,18201,52558,10123,375,3199
63569,81697,25330,62074,19623,1495,-59
11135,11411,2922,11134,277,1,2425
69289,96407,31791,65650,30757,3639,-3418
70820,102797,35048,65402,37395,5418,-4940
70061,123527,49481,49130,74397,20931,-8281
67103,89696,28650,64792,24904,2311,-1812
69048,126283,52708,41734,84549,27314,-7667
30682,33131,8899,30666,2465,16,4726
68466,93630,30448,65468,28162,2998,-2710
51766,61100,17704,51384,9716,382,3414
71270,105154,36318,65036,40118,6234,-5578
71417,118960,45334,56584,62376,14833,-8226
69573,96981,32011,65918,31063,3655,-3567
69344,96214,31641,65864,30350,3480,-3349
71504,105771,36570,65262,40509,6242,-5781
70553,101670,34442,65572,36098,4981,-4754
70951,120502,46663,54352,66150,16599,-8329
70672,102364,34827,65420,36944,5252,-4913
70825,102133,34598,65874,36259,4951,-4817
67318,129944,58382,26360,103584,40958,-5536
59510,73185,21920,58690,14495,820,1704
68413,93578,30440,65396,28182,3017,-2674
12528,12850,3293,12528,322,0,2623
68549,94002,30632,65476,28526,3073,-2870
67641,129351,57191,29938,99413,37703,-6139
71849,116398,43324,59500,56898,12349,-7931
50658,59080,16951,50356,8724,302,3724
53262,63116,18352,52824,10292,438,3183
71205,104685,35989,65414,39271,5791,-5547
70070,124373,50353,47334,77039,22736,-8212
71622,107662,37707,64496,43166,7126,-6181
71630,109818,39045,63456,46362,8174,-6687
71550,116288,43400,58976,57312,12574,-7807
71429,108327,38158,64022,44305,7407,-6319
66791,88952,28354,64488,24464,2303,-1606
62031,78142,23848,60892,17250,1139,693
66224,87042,27461,64240,22802,1984,-1175
69427,97111,32152,65614,31497,3813,-3584
70065,124106,50060,47972,76134,22093,-8244
71605,115260,42579,60204,55056,11401,-7709
67560,129521,57482,29114,100407,38446,-6017
36250,39763,10831,36202,3561,48,4843
67656,91337,29393,65102,26235,2554,-2225
70671,101429,34272,65770,35659,4901,-4655
64166,82506,25604,62596,19910,1570,-187
68592,93835,30538,65518,28317,3074,-2787
70261,99945,33535,65750,34195,4511,-4295
67988,92476,29949,65156,27320,2832,-2453
68464,127719,54613,36986,90733,31478,-7136
52308,61290,17649,51984,9306,324,3483
71077,104124,35731,65324,38800,5753,-5245
56785,69037,20484,56138,12899,647,2421
68228,92969,30150,65338,27631,2890,-2677
70541,122170,48199,51544,70626,18997,-8309
66997,90002,28890,64444,25558,2553,-1860
71719,108360,38098,64328,44032,7391,-6363
65524,85991,27077,63674,22317,1850,-917
68427,128208,55015,36356,91852,32071,-7205
26439,28144,7465,26428,1716,11,4474
68822,94476,30821,65668,28808,3154,-3047
69804,97960,32516,65856,32104,3948,-3816
61131,76296,23123,60100,16196,1031,1185
70975,103150,35194,65524,37626,5451,-5090
8180,8318,2114,8180,138,0,1845
66715,130691,60492,19414,111277,47301,-4163
70855,102832,35031,65540,37292,5315,-5077
71079,104862,36174,65028,39834,6051,-5506
71315,104790,36060,65340,39450,5975,-5483
66960,89501,28578,64690,24811,2270,-1826
52219,61516,17794,51856,9660,363,3433
70404,100048,33519,66020,34028,4384,-4337
71869,114680,42142,60792,53888,11077,-7670
63803,81819,25318,62366,19453,1437,-36
57565,70208,20888,56864,13344,701,2236
71596,113244,41318,61216,52028,10380,-7271
68337,92936,30080,65552,27384,2785,-2572
70737,121349,47454,52882,68467,17855,-8317
68951,126814,53283,40496,86318,28455,-7615
64364,82869,25710,62898,19971,1466,-255
68202,93262,30314,65268,27994,2934,-2600
68478,127832,54684,36928,90904,31550,-7175
70966,120153,46452,54498,65655,16468,-8218
63458,81550,25265,62040,19510,1418,-51
70342,101732,34563,65212,36520,5130,-4646
57906,70706,21058,57180,13526,726,2106
71112,104656,36072,65024,39632,6088,-5504
71379,116535,43615,58610,57925,12769,-7872
68793,126964,53553,39716,87248,29077,-7461
64973,84841,26633,63150,21691,1823,-723
