Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
53128,62836,18231,52748,10088,380,3324
67910,92209,29807,65190,27019,2720,-2437
68205,128319,55505,34618,93701,33587,-6820
66800,130619,60207,20410,110209,46390,-4372
61314,76624,23239,60292,16332,1022,946
70462,101369,34283,65606,35763,4856,-4640
38532,42685,11727,38462,4223,70,4825
71360,117468,44278,57824,59644,13536,-7964
67818,91933,29700,65066,26867,2752,-2319
69272,125870,52093,43368,82502,25904,-7890
60280,75003,22664,59350,15653,930,1360
71688,115058,42504,60100,54958,11588,-7673
54649,65072,18984,54208,10864,441,2943
59374,73236,21977,58564,14672,810,1676
69949,124234,50250,47468,76766,22481,-8189
71004,103676,35501,65348,38328,5656,-5165
69656,97571,32351,65738,31833,3918,-3716
66938,130481,59706,22138,108343,44800,-4735
70820,103152,35230,65384,37768,5436,-5121
71186,118929,45416,56194,62735,14992,-8152
71092,105434,36517,64800,40634,6292,-5533
47796,54832,15515,47604,7228,192,4251
56416,68038,20059,55840,12198,576,2581
71346,117910,44614,57364,60546,13982,-8050
67205,130023,58542,25878,104145,41327,-5450
26608,28245,7474,26594,1651,14,4588
46123,52555,14792,45942,6613,181,4268
71729,112667,40831,62010,50657,9719,-7262
70645,122167,48124,51838,70329,18807,-8397
28940,31041,8291,28918,2123,22,4665
71140,120056,46295,54932,65124,16208,-8253
69891,124819,50807,46410,78409,23481,-8160
70051,123819,49844,48262,75557,21789,-8182
19478,20304,5283,19476,828,2,3790
66932,89704,28710,64568,25136,2364,-1827
71484,116055,43216,59246,56809,12238,-7830
32059,34655,9318,32038,2617,21,4823
70930,102642,34910,65644,36998,5286,-4977
68724,127217,53843,39062,88155,29662,-7426
66763,130656,60246,20328,110328,46435,-4365
67989,92713,30089,65070,27643,2919,-2544
70001,123258,49411,48872,74386,21129,-8097
55636,66659,19554,55102,11557,534,2692
61892,77952,23789,60748,17204,1144,761
71334,117633,44422,57578,60055,13756,-7990
37666,41615,11407,37602,4013,64,4823
24967,26445,6984,24954,1491,13,4312
67157,129970,58578,25628,104342,41529,-5359
23298,24552,6452,23296,1256,2,4158
68183,128250,55333,35168,93082,33015,-6931
40570,45434,12598,40476,4958,94,4713
35737,39284,10721,35684,3600,53,4805
71523,106981,37303,64750,42231,6773,-5953
66051,131580,65239,2204,129376,63847,-292
70191,100082,33636,65620,34462,4571,-4313
66130,131454,63739,7952,123502,58178,-1666
66704,130724,60488,19496,111228,47208,-4194
57577,70021,20774,56946,13075,631,2207
7218,7335,1863,7218,117,0,1656
71826,113155,41177,61602,51553,10224,-7290
69305,96401,31789,65646,30755,3659,-3417
65784,86432,27257,63836,22596,1948,-1092
69231,95658,31349,65920,29738,3311,-3189
71087,120196,46378,54880,65316,16207,-8337
69119,95559,31385,65578,29981,3541,-3120
66013,87254,27635,63968,23286,2045,-1330
51291,60200,17359,50964,9236,327,3513
70086,99438,33275,65776,33662,4310,-4243
69519,125810,51832,44292,81518,25227,-8076
42470,47554,13183,42376,5178,94,4658
58010,70990,21170,57300,13690,710,2048
71157,104880,36141,65196,39684,5961,-5523
71496,117637,44298,58082,59555,13414,-8108
63505,81355,25164,62054,19301,1451,91
64791,84540,26521,62996,21544,1795,-640
51897,61043,17634,51550,9493,347,3573
67695,91166,29305,65112,26054,2583,-2135
70140,100549,33947,65310,35239,4830,-4438
69297,96444,31781,65764,30680,3533,-3451
70876,102848,35024,65600,37248,5276,-5008
61223,76423,23146,60262,16161,961,1058
67620,91460,29502,64912,26548,2708,-2159
70258,100654,33944,65532,35122,4726,-4465
3942,3973,1001,3942,31,0,940
62076,78398,23984,60860,17538,1216,705
56410,67938,19996,55892,12046,518,2556
71072,119675,46043,55178,64497,15894,-8189
45946,52497,14805,45774,6723,172,4313
10570,10797,2756,10570,227,0,2303
71548,116379,43397,59170,57209,12378,-7904
71827,114212,41830,61104,53108,10723,-7530
60248,75068,22712,59288,15780,960,1298
68372,92964,30106,65504,27460,2868,-2593
52820,62492,18142,52416,10076,404,3373
71656,107905,37828,64498,43407,7158,-6217
71488,109405,38820,63530,45875,7958,-6559
71589,116513,43546,58842,57671,12747,-7848
67831,91521,29451,65238,26283,2593,-2360
58698,72058,21544,57940,14118,758,1759
44549,50446,14127,44384,6062,165,4444
26818,28646,7621,26808,1838,10,4466
71215,118940,45485,55940,63000,15275,-8137
10336,10548,2690,10336,212,0,2290
53692,63642,18494,53308,10334,384,3141
68694,127483,54124,38470,89013,30224,-7392
70769,120848,47066,53432,67416,17337,-8292
71576,116058,43181,59392,56666,12184,-7794
70739,102166,34689,65576,36590,5163,-4868
70569,122286,48275,51472,70814,19097,-8344
51522,60349,17376,51194,9155,328,3585
19865,20744,5407,19860,884,5,3769
