N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
5298,9103,5141,957,4540,601,23,0,379.0
5325,14396,11513,2843,5968,5545,2460,159,-401.0
4950,14210,12452,3381,4618,7834,4974,710,-189.0
6318,12511,7888,1606,6140,1748,231,0,89.0
5742,14373,10777,2521,6428,4349,1517,64,-375.0
4859,14018,12737,3626,3718,9019,6582,1237,-48.0
6092,11782,7308,1470,5796,1512,190,0,148.0
6197,14143,9910,2196,6644,3266,855,17,-232.0
5871,14349,10621,2466,6446,4175,1457,71,-323.0
5695,10314,6081,1174,5118,963,78,1,288.0
5728,10258,5991,1147,5100,891,58,0,314.0
5912,14195,10328,2359,6502,3826,1191,38,-314.0
6245,12554,8011,1648,6134,1877,286,3,54.0
4895,13955,12860,3775,3070,9790,7815,1775,25.0
5646,10149,5943,1140,5046,897,57,0,300.0
5149,14391,11989,3084,5474,6515,3443,349,-337.0
2488,3900,2034,353,1950,84,0,0,269.0
5058,8711,4929,919,4344,585,23,0,357.0
5059,14307,12092,3153,5266,6826,3775,411,-309.0
3268,5208,2759,486,2602,157,4,0,333.0
608,920,464,78,460,4,0,0,74.0
6100,14261,10196,2299,6598,3598,1065,30,-264.0
6145,14110,9944,2216,6592,3352,926,27,-237.0
3460,5590,2998,534,2792,206,6,0,334.0
6380,12657,8001,1634,6198,1803,261,2,90.0
6147,13930,9715,2146,6554,3161,822,21,-214.0
6311,13371,8874,1884,6444,2430,483,7,-70.0
6043,14021,9975,2242,6498,3477,1025,35,-245.0
5156,14366,11981,3086,5446,6535,3474,340,-315.0
2604,4084,2131,370,2042,89,0,0,281.0
6362,13568,9017,1912,6562,2455,444,2,-101.0
5446,9605,5545,1052,4778,767,49,0,334.0
2192,3380,1736,297,1690,46,0,0,251.0
5372,14446,11656,2917,5810,5846,2826,232,-335.0
4967,14174,12384,3359,4614,7770,4946,717,-182.0
4891,13971,12867,3764,3150,9717,7671,1695,23.0
6214,12050,7493,1511,5920,1573,210,2,146.0
6214,11999,7446,1500,5892,1554,215,0,161.0
4878,14028,12651,3567,3900,8751,6228,1110,-66.0
6054,11225,6743,1322,5554,1189,117,0,250.0
5508,9732,5629,1070,4838,791,56,0,335.0
4922,14127,12493,3436,4370,8123,5387,848,-148.0
6149,13740,9471,2070,6522,2949,696,7,-190.0
5290,9241,5294,998,4600,694,41,0,345.0
6219,13314,8885,1892,6418,2467,478,5,-102.0
5426,9391,5339,1000,4678,661,35,0,374.0
4890,14090,12710,3582,3928,8782,6234,1106,-72.0
2312,3644,1910,333,1822,88,0,0,245.0
4933,14200,12409,3354,4694,7715,4812,663,-212.0
5283,14432,11670,2911,5874,5796,2684,189,-390.0
6090,11647,7159,1429,5744,1415,159,0,173.0
6271,12781,8240,1709,6226,2014,329,3,21.0
5793,14459,10802,2519,6490,4312,1479,69,-383.0
6055,14125,10059,2258,6570,3489,985,23,-269.0
6088,11454,6953,1374,5662,1291,130,0,213.0
4891,14110,12524,3454,4324,8200,5462,865,-149.0
5902,10787,6404,1243,5350,1054,87,0,276.0
6143,11542,7013,1389,5692,1321,158,1,225.0
6154,13566,9270,2014,6456,2814,654,10,-156.0
4901,13888,13003,3967,2204,10799,9480,2599,49.0
5878,11103,6752,1335,5494,1258,115,0,192.0
6240,12416,7852,1602,6092,1760,232,0,74.0
4885,13913,12927,3849,2760,10167,8393,2025,50.0
312,472,238,40,236,2,0,0,38.0
4900,14162,12482,3409,4510,7972,5142,768,-189.0
6172,14033,9811,2171,6596,3215,841,18,-221.0
4670,7871,4376,804,3928,448,15,0,371.0
5830,14140,10351,2375,6452,3899,1236,46,-334.0
5016,8478,4723,869,4232,491,14,0,392.0
4972,14221,12415,3364,4646,7769,4929,722,-198.0
5316,14473,11728,2938,5828,5900,2817,222,-367.0
5705,14207,10635,2487,6348,4287,1511,65,-354.0
3730,5975,3179,562,2986,193,3,0,372.0
6304,12002,7349,1462,5926,1423,150,0,189.0
6381,13611,9037,1914,6590,2447,431,5,-107.0
