Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
1103,1448,457,1068,380,35,-14
1099,2089,938,426,1663,673,-64
289,304,80,288,16,1,47
998,1267,389,978,289,20,13
1123,1618,544,1060,558,63,-61
1114,2054,882,580,1474,534,-91
890,1063,310,886,177,4,53
688,758,207,688,70,0,73
1169,1767,621,1050,717,119,-97
1094,1434,451,1064,370,30,-11
1073,1447,466,1030,417,43,-12
1126,1612,546,1040,572,86,-60
856,988,281,852,136,4,65
1148,1656,561,1068,588,80,-72
1144,1959,771,834,1125,310,-106
608,677,187,606,71,2,87
182,187,48,182,5,0,38
1127,1882,714,908,974,219,-96
1149,1948,745,916,1032,233,-122
1109,2078,911,512,1566,597,-78
1153,1886,710,932,954,221,-112
1145,1689,585,1038,651,107,-74
1017,1326,414,996,330,21,9
1161,1792,643,1012,780,149,-90
637,718,200,636,82,1,79
953,1147,339,938,209,15,33
1152,1885,716,906,979,246,-101
1138,1925,754,834,1091,304,-95
1116,1530,499,1064,466,52,-42
1154,1897,714,938,959,216,-109
923,1127,336,910,217,13,38
1130,1731,613,1010,721,120,-81
1146,1741,616,1018,723,128,-84
1177,1867,685,994,873,183,-115
1046,1418,458,1004,414,42,-16
1162,1835,664,1014,821,148,-100
1091,2104,993,236,1868,855,-22
1072,1481,484,1026,455,46,-23
54,55,14,54,1,0,12
400,418,109,400,18,0,71
1036,1339,417,1010,329,26,8
1017,1259,379,1002,257,15,21
1151,1823,669,970,853,181,-102
896,1084,320,888,196,8,41
940,1177,356,930,247,10,17
639,697,189,638,59,1,79
400,420,110,400,20,0,76
1048,1409,452,1010,399,38,-9
1094,2088,942,408,1680,686,-59
1131,1925,755,830,1095,301,-100
1151,1667,567,1066,601,85,-78
1136,1536,497,1084,452,52,-45
1083,1446,465,1032,414,51,-13
734,838,236,732,106,2,82
1128,2021,838,690,1331,438,-98
1123,1662,572,1036,626,87,-68
945,1180,360,920,260,25,34
1109,1535,504,1054,481,55,-44
936,1154,345,928,226,8,25
291,313,84,290,23,1,55
1021,1279,389,1002,277,19,22
20,20,5,20,0,0,5
914,1084,315,908,176,6,39
1096,1500,486,1056,444,40,-37
1162,1736,608,1040,696,122,-86
1173,1910,719,944,966,229,-115
882,1038,300,876,162,6,56
792,930,268,788,142,4,62
422,443,116,422,21,0,69
334,349,91,334,15,0,62
1006,1348,432,968,380,38,10
1122,1558,515,1056,502,66,-48
759,878,250,756,122,3,66
1156,1603,527,1098,505,58,-59
1134,1553,506,1082,471,52,-42
1142,1670,569,1064,606,78,-86
1140,1629,549,1062,567,78,-60
1148,1703,592,1038,665,110,-71
887,1050,305,880,170,7,55
1098,1557,518,1042,515,56,-48
1117,1782,652,956,826,161,-86
1169,1840,671,996,844,173,-107
1135,1864,709,892,972,243,-99
1078,1427,453,1042,385,36,-16
1114,1978,810,716,1262,398,-94
1138,1639,556,1054,585,84,-64
1120,2046,864,636,1410,484,-97
999,1275,392,982,293,17,18
1143,1643,555,1066,577,77,-57
1004,1277,391,990,287,14,19
1094,1548,517,1028,520,66,-50
733,823,229,730,93,3,72
1089,2112,1021,140,1972,949,-2
1141,1614,541,1064,550,77,-62
864,1022,297,856,166,8,54
1116,1992,812,736,1256,380,-103
1092,2106,974,316,1790,776,-43
1147,1970,780,820,1150,327,-110
1050,1383,439,1010,373,40,-15
894,1049,303,886,163,8,52
454,483,128,454,29,0,81
1142,1661,567,1054,607,88,-69
1097,2088,929,460,1628,637,-70
918,1072,308,912,160,6,54
887,1055,308,878,177,9,48
1087,1481,483,1030,451,57,-25
1128,1598,536,1052,546,76,-58
1109,1485,475,1070,415,39,-30
1160,1786,635,1032,754,128,-98
1178,1686,569,1096,590,82,-86
1142,2022,825,744,1278,398,-113
1052,1435,467,1002,433,50,-13
1128,1694,593,1016,678,112,-72
1113,1510,489,1064,446,49,-33
1123,1497,475,1094,403,29,-32
1010,1252,378,992,260,18,28
1133,1834,683,936,898,197,-84
1025,1344,422,1000,344,25,3
1155,1839,671,994,845,161,-107
1002,1246,377,984,262,18,23
1144,1796,661,948,848,196,-80
1170,1706,585,1072,634,98,-89
1185,1812,645,1044,768,141,-104
1147,1837,677,966,871,181,-104
1171,1909,717,950,959,221,-118
1093,2105,976,306,1799,787,-40
1142,1846,690,932,914,210,-97
884,1059,310,878,181,6,42
1099,2069,897,550,1519,549,-85
1022,1257,377,1006,251,16,20
1116,1556,514,1056,500,60,-48
866,1040,306,856,184,10,44
242,251,65,242,9,0,50
1148,1607,532,1086,521,62,-54
677,762,212,676,86,1,80
966,1189,357,950,239,16,33
1099,2066,912,484,1582,615,-67
1093,2106,984,276,1830,817,-33
1117,2066,885,592,1474,525,-94
1184,1789,633,1046,743,138,-100
408,432,114,408,24,0,70
1110,1507,489,1058,449,52,-39
1125,1565,520,1050,515,75,-43
1078,1446,463,1040,406,38,-11
1140,1946,771,808,1138,332,-95
1131,1993,798,794,1199,337,-112
812,935,265,810,125,2,75
1132,1605,537,1062,543,70,-64
1146,1990,790,820,1170,326,-118
1103,1516,494,1056,460,47,-37
1099,2075,918,478,1597,621,-71
1092,1528,506,1032,496,60,-26
1127,1660,572,1032,628,95,-65
860,998,285,856,142,4,62
699,797,224,698,99,1,65
1161,1734,604,1052,682,109,-90
428,464,125,428,36,0,74
446,475,126,446,29,0,77
1093,2092,958,352,1740,741,-47
1121,2033,849,670,1363,451,-98
859,1000,286,856,144,3,61
1114,2064,883,596,1468,518,-93
230,235,60,230,5,0,52
1093,1473,474,1050,423,43,-22
1134,1677,586,1010,667,124,-71
1147,1932,748,872,1060,275,-107
934,1146,341,928,218,6,36
1034,1310,402,1012,298,22,11
1052,1343,416,1022,321,30,-4
1117,1548,510,1056,492,61,-37
1159,1633,544,1090,543,69,-65
864,1012,291,860,152,4,57
1105,2062,908,492,1570,613,-66
1135,2005,817,742,1263,393,-107
1104,1485,480,1050,435,54,-35
1130,1577,526,1050,527,80,-45
1079,1386,429,1056,330,23,-7
1117,1578,527,1048,530,69,-48
687,757,207,686,71,1,89
1016,1323,417,978,345,38,16
386,409,108,386,23,0,64
1094,1514,496,1044,470,50,-27
1123,1600,538,1048,552,75,-47
461,498,134,460,38,1,75
1147,1958,770,836,1122,311,-113
1089,2111,1016,158,1953,931,-6
1088,1454,464,1052,402,36,-26
1101,2055,882,582,1473,519,-89
867,984,276,864,120,3,63
56,56,14,56,0,0,13
415,437,115,414,23,1,70
1128,1594,533,1056,538,72,-45
1096,2073,915,486,1587,610,-71
1184,1637,539,1118,519,66,-73
809,926,261,808,118,1,65
1057,1416,457,1004,412,53,-17
1136,2043,849,690,1353,446,-110
1092,1537,516,1010,527,82,-41
1150,1862,696,940,922,210,-96
1125,1543,500,1086,457,39,-38
1043,1384,440,1008,376,35,-17
926,1169,356,914,255,12,35
1146,1650,563,1048,602,98,-66
767,882,250,764,118,3,66
1160,1818,657,1008,810,152,-95
1144,1827,671,970,857,174,-96
1180,1801,638,1050,751,130,-103
1087,1448,461,1052,396,35,-21
1154,1750,623,1008,742,146,-87
906,1098,325,896,202,10,47
1151,1735,606,1046,689,105,-74
978,1276,402,944,332,34,13
1123,1707,601,1010,697,113,-75
1150,1699,588,1046,653,104,-73
1081,1505,497,1022,483,59,-30
