Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
1162,1669,569,1062,607,100,62
1141,1973,784,810,1163,331,-48
250,259,67,250,9,0,58
1156,1717,603,1022,695,134,42
889,1057,308,882,175,7,140
997,1240,374,984,256,13,131
1144,1747,617,1026,721,118,14
1138,1898,729,880,1018,258,-31
1151,1696,592,1024,672,127,47
1115,2057,881,590,1467,525,-61
1091,1436,453,1060,376,31,108
1169,1734,599,1072,662,97,34
815,955,275,810,145,5,135
294,311,82,294,17,0,65
977,1243,383,954,289,23,117
1103,1488,482,1048,440,55,97
969,1201,361,958,243,11,129
1164,1829,664,1002,827,162,-1
1091,2103,983,274,1829,817,-29
1189,1870,680,1020,850,169,-1
1140,1868,703,924,944,216,-25
1155,1772,632,1016,756,139,15
724,831,235,722,109,2,128
1125,2028,838,704,1324,421,-65
1135,1578,520,1076,502,59,77
982,1218,367,968,250,14,131
1157,1773,634,1010,763,147,18
1151,1780,642,992,788,159,13
982,1257,390,954,303,28,115
28,28,7,28,0,0,7
1103,2051,884,566,1485,537,-64
939,1147,342,926,221,13,134
1156,1592,522,1096,496,60,86
781,915,263,778,137,3,129
1174,1817,654,1018,799,156,11
1154,1998,794,820,1178,334,-50
676,741,202,674,67,2,137
1151,1610,533,1088,522,63,74
1152,1653,554,1090,563,62,53
1145,1698,593,1024,674,121,40
1133,1979,791,794,1185,339,-55
1091,2106,991,248,1858,843,-24
1162,1812,655,1004,808,158,5
1118,2036,849,676,1360,442,-69
1157,1761,620,1042,719,115,16
1142,1613,541,1062,551,80,70
1080,1461,472,1034,427,46,91
1126,1562,513,1072,490,54,77
1110,2078,910,516,1562,594,-58
1086,1437,455,1054,383,32,104
817,962,278,812,150,5,133
765,865,243,758,107,7,143
463,503,136,462,41,1,96
1088,2106,998,220,1886,868,-20
1105,1499,484,1062,437,43,90
1095,1417,444,1058,359,37,122
1133,1980,797,772,1208,361,-50
1137,1937,761,830,1107,307,-39
1151,1712,598,1032,680,119,37
1136,1996,807,764,1232,372,-53
1135,1744,625,988,756,147,16
942,1132,333,932,200,10,143
1066,1384,435,1028,356,38,117
959,1171,350,942,229,17,138
1137,1948,769,820,1128,317,-42
1148,1867,697,946,921,202,-22
36,36,9,36,0,0,9
1151,1722,600,1044,678,107,29
1147,1720,605,1020,700,127,32
1116,1466,463,1080,386,36,113
0,0,0,0,0,0,0
877,1014,289,872,142,5,152
1060,1447,471,1010,437,50,84
1137,1726,604,1036,690,101,15
218,229,60,218,11,0,49
1122,1589,531,1054,535,68,64
1190,1792,630,1064,728,126,28
1154,1980,777,852,1128,302,-49
1123,2013,832,698,1315,425,-58
1136,2008,810,776,1232,360,-62
918,1138,342,908,230,10,122
48,48,12,48,0,0,12
1164,1814,657,1000,814,164,7
1145,1651,555,1082,569,63,49
424,446,117,424,22,0,95
1091,1466,472,1044,422,47,97
1148,1934,750,868,1066,280,-36
1126,1957,780,794,1163,332,-51
810,942,269,808,134,2,137
1030,1344,423,996,348,34,109
990,1248,381,972,276,18,123
936,1156,346,928,228,8,126
1047,1400,446,1016,384,31,93
1165,1932,739,908,1024,257,-28
1135,1604,535,1068,536,67,66
1157,1810,660,980,830,177,7
552,602,163,552,50,0,113
760,882,252,756,126,4,130
737,840,237,732,108,5,134
1126,2034,856,644,1390,482,-52
1099,1572,534,1008,564,91,61
1047,1358,425,1016,342,31,114
1135,1989,800,778,1211,357,-54
1121,1564,517,1060,504,61,74
1091,1452,463,1052,400,39,102
1024,1339,421,994,345,30,106
927,1111,326,918,193,9,142
1107,2069,899,542,1527,565,-63
1156,1889,706,954,935,202,-27
358,369,95,358,11,0,84
1092,1409,437,1070,339,22,120
987,1285,402,962,323,25,104
1028,1328,413,1004,324,24,113
