Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
71301,118787,45275,56474,62313,14827,-8152
71618,116306,43316,59348,56958,12270,-7922
69091,95892,31558,65552,30340,3539,-3251
53999,64668,18955,53516,11152,483,3098
69642,124890,51005,45760,79130,23882,-8037
71667,107452,37529,64788,42664,6879,-6165
71066,105023,36255,65026,39997,6040,-5551
66720,130727,60434,19718,111009,47002,-4251
59869,74121,22311,58998,15123,871,1459
69554,97373,32247,65758,31615,3796,-3689
39245,43410,11908,39188,4222,57,4764
57319,69967,20813,56682,13285,637,2160
68307,92819,30078,65326,27493,2981,-2507
68816,94820,31030,65520,29300,3296,-3113
71807,116825,43647,59062,57763,12745,-7979
69570,125180,51336,45016,80164,24554,-7989
69717,98029,32570,65778,32251,3939,-3760
70387,101100,34160,65560,35540,4827,-4584
71668,111605,40164,62554,49051,9114,-7025
71524,107597,37715,64334,43263,7190,-6174
43499,49271,13799,43346,5925,153,4500
39333,43674,12022,39260,4414,73,4709
53938,64165,18709,53494,10671,444,3145
50274,58582,16795,49984,8598,290,3813
10998,11239,2870,10998,241,0,2425
71197,104957,36196,65130,39827,6067,-5532
64427,83112,25839,62868,20244,1559,-291
41506,46403,12849,41410,4993,96,4626
25032,26511,7000,25022,1489,10,4335
52496,61984,17970,52088,9896,408,3377
71426,117357,44196,57930,59427,13496,-7944
66058,131566,65024,3036,128530,63022,-493
59788,74165,22353,58918,15247,870,1483
65918,86647,27333,63962,22685,1956,-1070
68761,127199,53806,39174,88025,29587,-7449
60756,75741,22919,59806,15935,950,1303
71669,109570,38870,63660,45910,8009,-6578
46587,53265,15029,46414,6851,173,4298
71090,104945,36218,65018,39927,6072,-5402
69851,97915,32499,65834,32081,4017,-3840
69010,126551,52948,41310,85241,27700,-7671
65604,85437,26759,63838,21599,1766,-856
70984,103986,35690,65212,38774,5772,-5294
64170,82883,25804,62550,20333,1620,-326
45675,52041,14646,45498,6543,177,4371
71262,119508,45852,55608,63900,15654,-8174
71769,112996,41043,61820,51176,9949,-7308
71500,106654,37097,64920,41734,6580,-5981
70165,123001,49062,49754,73247,20411,-8220
68978,95652,31467,65436,30216,3542,-3265
58284,71180,21193,57588,13592,696,2011
52134,61163,17623,51834,9329,300,3482
19180,20016,5214,19176,840,4,3760
31875,34452,9264,31848,2604,27,4777
70974,104516,36042,64864,39652,6110,-5305
70785,101743,34392,65918,35825,4867,-4752
67212,89513,28500,65026,24487,2186,-1748
70735,120899,47131,53274,67625,17461,-8194
68250,93165,30266,65266,27899,2984,-2652
68604,127627,54327,37946,89681,30658,-7338
69577,124989,51211,45134,79855,24443,-7959
8236,8382,2132,8236,146,0,1852
67378,129680,57972,27472,102208,39906,-5685
70433,101632,34486,65320,36312,5113,-4678
68816,94972,31116,65480,29492,3336,-3130
45109,51041,14276,44978,6063,131,4497
