Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
17515,31349,12802,11490,19859,6025,-1973
17787,25688,8701,16572,9116,1215,-1231
18005,28784,10601,15164,13620,2841,-1842
17869,29496,11161,14348,15148,3521,-1952
2426,2475,631,2426,49,0,529
17254,32005,13620,9530,22475,7724,-1768
15940,20507,6360,15574,4933,366,20
17889,29768,11333,14204,15564,3685,-1997
8599,9340,2522,8592,748,7,1222
17045,32447,14291,7730,24717,9315,-1527
17252,23746,7775,16392,7354,860,-725
18035,28650,10482,15372,13278,2663,-1857
18008,27795,9944,15814,11981,2194,-1688
17262,23758,7765,16456,7302,806,-739
17183,23236,7494,16496,6740,687,-646
16822,22020,6932,16312,5708,510,-370
14216,17179,5071,14074,3105,142,628
12164,14038,3991,12112,1926,52,1027
17958,29415,11066,14566,14849,3392,-1953
18003,27513,9778,15914,11599,2089,-1595
7256,7768,2071,7252,516,4,1151
1614,1645,419,1614,31,0,371
15660,19968,6156,15312,4656,348,85
17656,25097,8396,16610,8487,1046,-1100
15507,19428,5904,15240,4188,267,239
15942,20269,6239,15582,4687,360,80
11039,12438,3466,11012,1426,27,1132
16722,22141,7017,16214,5927,508,-376
9411,10339,2819,9402,937,9,1249
7513,8058,2152,7508,550,5,1181
4676,4878,1270,4676,202,0,931
17715,25310,8517,16552,8758,1163,-1113
17920,29138,10912,14628,14510,3292,-1865
17471,24541,8148,16490,8051,981,-904
17867,29988,11490,14016,15972,3851,-2036
12257,14250,4078,12188,2062,69,973
17287,24041,7932,16354,7687,933,-802
18022,29750,11240,14540,15210,3482,-2051
17699,25485,8619,16494,8991,1205,-1135
17840,30688,12037,13228,17460,4612,-2116
17580,24542,8112,16636,7906,944,-969
12901,15191,4390,12822,2369,79,899
15297,19112,5801,15020,4092,277,297
17559,24661,8187,16574,8087,985,-925
17834,30361,11809,13486,16875,4348,-2056
10036,11203,3095,10026,1177,10,1155
4154,4303,1113,4154,149,0,830
17047,23029,7423,16366,6663,681,-528
16680,21986,6948,16180,5806,500,-331
15455,19317,5849,15238,4079,217,225
5865,6159,1614,5862,297,3,1065
13433,16009,4674,13322,2687,111,770
16735,22185,7042,16202,5983,533,-375
17769,30556,11985,13172,17384,4597,-2038
17518,24350,8032,16572,7778,946,-842
16604,21926,6938,16100,5826,504,-294
16166,20814,6459,15792,5022,374,-64
17197,32266,13958,8700,23566,8497,-1685
17292,23676,7705,16532,7144,760,-750
18062,27625,9802,16042,11583,2020,-1647
17759,25394,8559,16552,8842,1207,-1094
17163,32272,13916,8880,23392,8283,-1727
17264,31983,13608,9534,22449,7730,-1764
17998,27355,9663,16058,11297,1940,-1579
14763,18125,5418,14578,3547,185,492
16013,20425,6288,15698,4727,315,32
3158,3231,826,3158,73,0,682
4068,4199,1083,4066,133,2,815
17969,27518,9776,15932,11586,2037,-1597
17077,32357,14114,8258,24099,8819,-1617
10475,11710,3241,10456,1254,19,1185
17456,24127,7916,16590,7537,866,-840
17984,29582,11152,14556,15026,3428,-2011
17179,32193,13863,8934,23259,8245,-1712
11823,13513,3814,11770,1743,53,1081
17126,23039,7396,16494,6545,632,-562
17403,31714,13182,10700,21014,6703,-1936
12493,14521,4150,12442,2079,51,945
17879,29869,11427,14030,15839,3849,-1996
16650,22111,7031,16098,6013,552,-339
16936,32581,14539,7006,25575,9930,-1407
13123,15548,4519,13020,2528,103,813
2212,2244,569,2212,32,0,498
13823,16480,4813,13708,2772,115,751
12404,14406,4117,12344,2062,60,984
18015,27447,9720,16014,11433,2001,-1599
17784,25945,8872,16402,9543,1382,-1264
14454,17599,5230,14278,3321,176,535
16325,21190,6609,15944,5246,381,-170
17223,23389,7568,16506,6883,717,-659
16641,33024,16339,692,32332,15949,-44
17758,25814,8810,16388,9426,1370,-1243
16681,22004,6968,16136,5868,545,-266
16549,21596,6772,16104,5492,445,-275
12411,14445,4139,12334,2111,77,1023
17745,25367,8559,16498,8869,1247,-1081
17442,31659,13147,10730,20929,6712,-1920
16642,33023,16332,718,32305,15924,-50
6563,6989,1854,6562,427,1,1094
13302,15639,4514,13222,2417,80,842
17911,29146,10880,14772,14374,3139,-1906
16643,22024,6984,16112,5912,531,-348
17993,29655,11214,14454,15201,3539,-2020
8707,9484,2568,8696,788,11,1245
15433,19294,5846,15204,4090,229,267
17077,32396,14176,8088,24308,8989,-1591
14543,17832,5332,14336,3496,207,551
16990,32463,14419,7250,25213,9740,-1418
6745,7184,1907,6740,444,5,1108
17340,31686,13220,10492,21194,6848,-1866
16735,32889,15461,3934,28955,12801,-788
17952,29256,10960,14672,14584,3280,-1900
16755,22221,7058,16210,6011,545,-383
17940,27708,9921,15732,11976,2208,-1627
