N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
4936,8400,4710,872,4188,522,24,0,374.0
4882,8255,4601,847,4120,481,15,0,381.0
4920,14124,12516,3456,4296,8220,5532,912,-144.0
6088,13618,9394,2056,6452,2942,714,20,-192.0
1632,2540,1316,227,1270,46,0,0,181.0
6280,12270,7651,1543,6044,1607,182,0,118.0
4356,7252,3991,727,3620,371,12,0,368.0
5592,14463,11194,2695,6218,4976,2027,118,-372.0
6066,11697,7242,1455,5754,1488,189,0,156.0
4877,13983,12807,3702,3402,9405,7179,1477,-1.0
5505,14462,11294,2737,6166,5128,2130,139,-400.0
5186,14373,11858,3022,5584,6274,3205,304,-351.0
5153,14362,11998,3102,5384,6614,3594,395,-313.0
4832,8214,4601,851,4096,505,22,0,368.0
3126,5021,2679,475,2508,171,5,0,309.0
4913,13872,13055,4092,1558,11497,10756,3347,4.0
5826,10531,6197,1194,5230,967,71,0,298.0
6244,12900,8388,1750,6276,2112,348,4,-18.0
6110,13921,9731,2151,6556,3175,809,16,-231.0
5242,14406,11787,2982,5682,6105,3042,278,-359.0
6244,13464,9028,1929,6482,2546,500,4,-121.0
6040,14244,10219,2307,6596,3623,1052,28,-292.0
6263,11735,7111,1405,5792,1319,151,3,234.0
6363,12794,8174,1684,6244,1930,306,1,59.0
5087,8808,5012,940,4384,628,40,1,351.0
3414,5517,2957,526,2758,199,1,0,328.0
5730,10123,5847,1109,5040,807,43,0,345.0
6252,13966,9642,2113,6606,3036,754,16,-185.0
6232,12331,7771,1582,6050,1721,231,2,90.0
5883,14172,10325,2361,6484,3841,1204,49,-325.0
4903,13895,12964,3925,2378,10586,9139,2431,47.0
6250,13293,8849,1884,6394,2455,505,12,-78.0
5933,14194,10289,2342,6526,3763,1142,35,-314.0
6381,13349,8788,1855,6446,2342,457,5,-35.0
6148,13629,9350,2038,6472,2878,685,14,-169.0
4893,13897,12949,3881,2612,10337,8673,2153,64.0
6280,12166,7571,1529,5968,1603,230,0,156.0
4877,13997,12814,3705,3398,9416,7201,1501,-11.0
5925,14138,10203,2312,6534,3669,1070,35,-322.0
6271,13582,9173,1976,6490,2683,602,9,-114.0
6048,13797,9664,2142,6476,3188,845,26,-227.0
5984,14205,10273,2337,6524,3749,1157,30,-285.0
5805,14354,10676,2481,6466,4210,1422,47,-354.0
4891,13974,12816,3721,3306,9510,7362,1561,12.0
6176,12511,8044,1667,6086,1958,339,6,42.0
6270,13830,9429,2042,6606,2823,618,10,-173.0
6178,13423,9063,1949,6432,2631,559,8,-131.0
4889,13981,12862,3761,3158,9704,7665,1713,9.0
5922,11203,6823,1351,5540,1283,123,0,191.0
5338,9313,5326,1002,4640,686,33,0,349.0
5762,10357,6072,1167,5142,930,73,0,310.0
5210,14425,11871,3017,5640,6231,3145,292,-361.0
6134,11718,7207,1441,5768,1439,182,2,182.0
4670,7875,4384,807,3926,458,23,0,372.0
6097,11753,7278,1463,5778,1500,197,1,159.0
5778,10505,6208,1200,5216,992,73,0,281.0
5964,11034,6610,1292,5468,1142,98,0,248.0
6297,13487,9029,1931,6472,2557,543,9,-92.0
2820,4408,2293,397,2204,89,0,0,308.0
5816,14339,10615,2456,6494,4121,1351,50,-364.0
6331,13447,8923,1892,6494,2429,459,7,-85.0
5180,9022,5154,969,4494,660,34,0,343.0
2216,3456,1794,310,1728,66,0,0,244.0
2374,3729,1949,339,1864,85,1,0,255.0
6127,13911,9704,2143,6550,3154,811,23,-223.0
5386,14473,11512,2828,6056,5456,2361,136,-403.0
3424,5460,2894,510,2728,166,4,0,348.0
5200,8884,4994,926,4432,562,20,0,384.0
6052,14078,10024,2253,6530,3494,1018,32,-255.0
5853,14049,10217,2333,6436,3781,1177,41,-312.0
1848,2848,1462,250,1424,38,0,0,212.0
6298,13452,8990,1920,6460,2530,532,6,-84.0
5531,14324,11080,2665,6170,4910,1984,117,-378.0
6358,13805,9333,2011,6600,2733,605,8,-125.0
5136,14359,11887,3034,5570,6317,3219,306,-370.0
4946,14222,12346,3308,4844,7502,4534,578,-238.0
4054,6627,3588,644,3312,276,3,0,371.0
4883,13967,12828,3732,3264,9564,7439,1595,12.0
6273,13278,8788,1859,6422,2366,434,3,-76.0
5958,11259,6864,1362,5556,1308,147,0,201.0
6139,14098,9951,2222,6570,3381,958,29,-230.0
6168,12319,7827,1605,6024,1803,271,2,71.0
580,880,445,75,440,5,0,0,70.0
6122,11491,6975,1380,5670,1305,151,0,226.0
4893,13908,12926,3859,2698,10228,8512,2091,52.0
6143,14067,9883,2195,6596,3287,875,19,-236.0
6290,12007,7371,1470,5922,1449,163,0,184.0
4876,14028,12798,3676,3540,9258,6948,1396,-30.0
4898,13895,12914,3863,2650,10264,8595,2140,54.0
1580,2424,1239,211,1212,27,0,0,184.0
4910,13878,13018,4014,1952,11066,9974,2886,36.0
5784,10672,6384,1247,5286,1098,100,0,249.0
6262,13579,9187,1983,6476,2711,627,12,-113.0
5559,14351,11056,2647,6230,4826,1891,95,-383.0
6192,13562,9220,1995,6470,2750,622,12,-145.0
4893,14040,12718,3612,3764,8954,6512,1211,-41.0
136,204,102,17,102,0,0,0,17.0
6332,13098,8533,1784,6362,2171,374,4,-17.0
5815,14314,10622,2467,6442,4180,1430,61,-344.0
6190,14091,9846,2176,6636,3210,819,16,-231.0
3926,6453,3515,635,3220,295,13,0,353.0
4905,14066,12677,3576,3898,8779,6270,1127,-60.0
6292,12937,8396,1751,6286,2110,365,6,0.0
4436,7350,4026,730,3672,354,6,0,382.0
5648,14332,10867,2567,6332,4535,1668,84,-384.0
6059,11392,6927,1373,5616,1311,160,1,221.0
5562,14400,11224,2726,6092,5132,2216,150,-340.0
6071,14023,9897,2204,6570,3327,883,19,-259.0
5542,14405,11245,2733,6092,5153,2221,152,-351.0
6212,13967,9667,2120,6614,3053,739,14,-208.0
6298,12366,7764,1578,6060,1704,246,2,118.0
6165,13960,9755,2161,6544,3211,872,23,-201.0
5680,10502,6291,1230,5202,1089,98,0,239.0
5671,14460,11021,2615,6352,4669,1756,85,-383.0
3858,6251,3359,599,3124,235,3,0,367.0
4933,14124,12513,3460,4266,8247,5592,943,-138.0
4560,7618,4205,768,3802,403,14,0,379.0
5049,14327,12165,3182,5238,6927,3851,401,-295.0
5964,14233,10269,2326,6582,3687,1069,34,-326.0
6155,13875,9646,2126,6536,3110,803,19,-200.0
5193,14375,11838,3011,5610,6228,3155,293,-355.0
6230,12186,7619,1542,5986,1633,214,2,121.0
5016,14261,12188,3210,5116,7072,4029,434,-267.0
6184,12318,7816,1602,6020,1796,278,4,80.0
6127,13824,9607,2116,6518,3089,788,21,-206.0
5104,8686,4871,902,4330,541,26,0,387.0
5325,14379,11542,2865,5894,5648,2591,185,-377.0
6462,12800,8086,1651,6266,1820,268,2,97.0
6043,13862,9755,2170,6490,3265,882,21,-234.0
5504,9538,5425,1016,4754,671,30,0,375.0
5127,14371,12051,3123,5364,6687,3643,395,-316.0
5292,14461,11665,2902,5918,5747,2625,186,-406.0
5203,14331,11791,3002,5570,6221,3191,311,-339.0
5524,14397,11190,2700,6180,5010,2037,110,-383.0
4972,14206,12419,3370,4618,7801,4970,724,-185.0
6204,12198,7662,1557,5982,1680,234,0,111.0
5338,14384,11403,2789,6072,5331,2240,130,-432.0
5225,14493,11899,3014,5714,6185,3065,277,-383.0
5914,11077,6712,1326,5468,1244,141,0,223.0
4884,13912,12955,3872,2678,10277,8556,2096,55.0
6141,13756,9488,2074,6532,2956,692,11,-201.0
2538,3989,2086,363,1994,92,1,0,272.0
5739,14388,10849,2554,6374,4475,1640,73,-354.0
4907,14114,12571,3483,4244,8327,5626,901,-119.0
6296,13313,8840,1880,6400,2440,513,10,-57.0
5635,14398,11013,2625,6276,4737,1846,109,-375.0
5562,14428,11176,2691,6206,4970,2016,118,-381.0
4935,14106,12676,3578,3884,8792,6338,1197,-73.0
6102,11331,6822,1341,5598,1224,135,0,252.0
5411,14552,11638,2882,5984,5654,2584,197,-385.0
6072,11286,6785,1330,5590,1195,106,0,241.0
5735,14312,10710,2501,6414,4296,1484,57,-368.0
5764,10570,6298,1227,5234,1064,102,0,265.0
5902,14312,10495,2414,6506,3989,1300,54,-329.0
5632,14370,10994,2622,6256,4738,1858,108,-366.0
5697,14449,11025,2626,6294,4731,1861,109,-353.0
6183,13626,9299,2017,6496,2803,634,9,-161.0
6224,13721,9365,2031,6544,2821,633,6,-163.0
3588,5784,3095,550,2890,205,4,0,349.0
2838,4501,2373,416,2250,123,1,0,294.0
6048,14104,10070,2268,6532,3538,1040,24,-254.0
1982,3105,1619,281,1552,67,1,0,215.0
5031,14240,12249,3265,4908,7341,4424,573,-225.0
5698,10221,5982,1148,5076,906,69,0,311.0
6005,14105,10113,2286,6510,3603,1085,41,-273.0
5956,14082,10108,2282,6524,3584,1034,32,-300.0
6394,13678,9148,1956,6560,2588,558,18,-92.0
6224,11729,7134,1413,5790,1344,149,2,216.0
6275,13237,8761,1856,6386,2375,465,3,-57.0
5293,14426,11711,2944,5758,5953,2910,267,-366.0
4891,13940,12902,3816,2908,9994,8124,1909,37.0
4891,14031,12774,3669,3534,9240,6963,1427,-35.0
6240,12616,8086,1669,6158,1928,300,0,41.0
4905,13879,12996,3980,2112,10884,9655,2709,42.0
5209,14443,11851,2996,5726,6125,2991,241,-379.0
3104,4924,2596,455,2462,134,0,0,321.0
6281,13677,9314,2026,6472,2842,733,25,-108.0
5818,14475,10785,2509,6516,4269,1443,64,-381.0
6068,13291,9012,1943,6366,2646,559,10,-154.0
5155,14241,11789,3020,5458,6331,3325,331,-317.0
5215,14447,11963,3063,5548,6415,3351,331,-332.0
6152,13627,9309,2018,6510,2799,607,10,-184.0
5146,14313,11769,2978,5670,6099,2973,228,-376.0
6126,11719,7208,1440,5776,1432,167,0,175.0
6199,13655,9333,2029,6492,2841,671,11,-152.0
6157,12980,8576,1813,6274,2302,432,3,-60.0
6146,13970,9748,2151,6590,3158,790,10,-227.0
6196,13819,9492,2067,6582,2910,655,10,-198.0
5949,14119,10166,2300,6532,3634,1055,25,-304.0
5264,9160,5228,982,4564,664,32,0,350.0
5268,9176,5241,985,4572,669,32,0,348.0
6188,13077,8659,1835,6308,2351,461,10,-65.0
6304,13376,8896,1893,6434,2462,508,8,-69.0
5809,14371,10695,2488,6462,4233,1447,57,-355.0
5432,9406,5347,1001,4688,659,30,0,372.0
6245,13887,9528,2075,6606,2922,675,17,-189.0
