N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
39063,110543,91606,23285,43502,48104,23539,1879,-3159.0
48622,99334,64070,13282,48448,15622,2438,22,76.0
44628,110481,81830,18919,50146,31684,10189,366,-2942.0
43875,110388,82739,19309,49624,33115,11140,417,-3083.0
32056,52822,28809,5206,26382,2427,58,0,2837.0
48354,97880,62746,12950,47792,14954,2296,22,270.0
48227,104426,70243,15050,50186,20057,4054,53,-1006.0
42865,110558,84403,19994,48842,35561,12874,591,-3284.0
47187,107051,74454,16376,50652,23802,5747,107,-1786.0
35593,105540,100202,29983,20506,79696,64528,14543,272.0
37118,62889,35125,6480,31370,3755,149,0,2874.0
36060,108099,97090,26741,33734,63356,40631,5706,-1690.0
37602,109893,94255,24736,40094,54161,29705,3052,-2772.0
35682,106746,98855,28362,27538,71317,51670,9286,-571.0
47324,106807,74022,16240,50604,23418,5599,122,-1701.0
39019,110637,91622,23266,43648,47974,23341,1895,-3262.0
36088,107899,97487,27110,32314,65173,43271,6642,-1434.0
36216,60710,33605,6152,30298,3307,114,0,2959.0
48816,99970,64652,13439,48670,15982,2630,28,59.0
48722,97787,62318,12805,47806,14512,2175,20,448.0
38654,110440,91992,23465,43194,48798,24052,1978,-3259.0
46947,107631,75440,16699,50686,24754,6259,147,-1943.0
37786,109973,94132,24683,40166,53966,29641,3096,-2738.0
16734,26037,13487,2326,13018,469,1,0,1858.0
46187,109242,78273,17621,50820,27453,7602,173,-2403.0
40860,111107,88670,21813,46462,42208,18183,1178,-3390.0
42243,111222,86261,20696,48346,37915,14530,725,-3414.0
46648,86644,52113,10227,42864,9249,916,4,1890.0
48616,102676,67892,14360,49624,18268,3428,48,-528.0
42888,75486,43497,8238,37566,5931,354,0,2661.0
43748,78472,45883,8792,39014,6869,444,0,2367.0
44785,110356,81498,18803,50178,31320,10000,359,-2876.0
48017,106108,72506,15739,50578,21928,4952,87,-1324.0
36008,107660,97637,27236,31858,65779,43944,6652,-1251.0
35122,58729,32438,5927,29314,3124,101,0,2904.0
47284,107070,74329,16321,50732,23597,5606,108,-1778.0
48123,95506,60348,12315,46806,13542,1894,17,650.0
46215,108015,76810,17200,50420,26390,7175,175,-2190.0
45593,109337,79183,17990,50426,28757,8485,269,-2551.0
35868,104731,101018,31584,12532,88486,79667,22194,571.0
48453,102546,67879,14365,49568,18311,3410,43,-579.0
46396,85743,51340,10034,42476,8864,791,2,1959.0
47263,106423,73662,16148,50436,23226,5551,119,-1646.0
37332,109533,95023,25257,38504,56519,32525,3698,-2435.0
21780,34256,17925,3121,17124,801,8,0,2328.0
41476,72516,41559,7835,36108,5451,300,0,2684.0
35666,106464,99122,28715,25954,73168,54556,10494,-391.0
44154,110390,82307,19119,49900,32407,10590,350,-3048.0
37944,64644,36264,6714,32244,4020,156,0,2850.0
9808,14984,7628,1294,7492,136,0,0,1158.0
48308,95029,59622,12093,46686,12936,1657,6,808.0
35701,105238,100487,30488,18046,82441,69146,16731,462.0
39230,67123,37778,7012,33484,4294,155,0,2873.0
47981,102993,68887,14699,49580,19307,3833,49,-824.0
15148,23456,12095,2077,11728,367,0,0,1710.0
48441,104997,70689,15158,50430,20259,4137,61,-1025.0
47133,107457,75078,16585,50646,24432,6165,149,-1831.0
48446,96226,60800,12400,47200,13600,1826,6,620.0
48801,101953,66891,14061,49416,17475,3121,29,-322.0
47886,91972,56674,11330,45368,11306,1236,2,1258.0
37240,109415,94571,25009,39088,55483,31239,3378,-2613.0
36067,107814,97350,27036,32484,64866,42846,6449,-1433.0
35881,104648,101148,31931,10710,90438,83228,24271,450.0
36540,108611,96335,26192,35518,60817,37575,4878,-1928.0
40362,70069,39920,7488,34912,5008,245,0,2725.0
13580,20990,10806,1853,10494,312,2,0,1543.0
47890,104313,70510,15172,49988,20522,4337,72,-1085.0
44781,81233,47935,9257,40328,7607,577,1,2226.0
35723,105002,100685,30882,16078,84607,72846,18597,524.0
36579,108676,95984,25991,36022,59962,36632,4765,-2104.0
37606,63717,35591,6567,31780,3811,157,0,2913.0
40392,110924,89279,22126,45802,43477,19320,1348,-3379.0
43774,110492,82937,19374,49630,33307,11232,454,-3155.0
35820,104801,100944,31377,13626,87318,77549,21022,586.0
39148,110620,91303,23116,43910,47393,22800,1808,-3285.0
6832,10400,5276,892,5200,76,0,0,816.0
46810,107335,75309,16690,50478,24831,6379,144,-1906.0
47697,104475,70938,15321,49950,20988,4575,69,-1161.0
49005,98759,63072,12975,48294,14778,2171,25,343.0
39200,110495,90915,22951,44124,46791,22247,1738,-3331.0
47766,92200,57120,11482,45348,11772,1504,10,1204.0
46642,108061,76203,16932,50814,25389,6433,124,-2148.0
44015,110361,82468,19196,49760,32708,10841,403,-3074.0
35688,105849,99805,29545,22340,77465,61169,13150,99.0
42918,110902,84899,20165,48808,36091,13286,610,-3250.0
33700,55800,30561,5543,27864,2697,72,0,2918.0
41581,111018,87303,21207,47364,39939,16290,899,-3341.0
35808,106895,98653,28209,28052,70601,50791,9042,-643.0
39593,110910,90854,22862,44536,46318,21838,1707,-3325.0
48156,103537,69302,14793,49846,19456,3845,54,-872.0
44051,110305,82396,19180,49712,32684,10881,415,-3038.0
46019,109522,78856,17831,50726,28130,8070,249,-2478.0
38985,110557,91611,23280,43542,48069,23473,1925,-3241.0
35559,106169,99447,29002,24882,74565,56405,11007,-165.0
44667,110557,81883,18930,50186,31697,10185,355,-2937.0
45146,109176,79573,18168,50138,29435,8900,258,-2625.0
36161,108006,97128,26840,33216,63912,41574,6059,-1557.0
48448,102798,68136,14429,49698,18438,3402,36,-643.0
43656,77682,45163,8618,38618,6545,446,0,2519.0
48151,105034,71086,15312,50300,20786,4434,69,-1109.0
19014,29675,15416,2666,14836,580,3,0,2089.0
48844,99301,63865,13215,48440,15425,2421,18,193.0
41116,111068,87995,21492,47038,40957,16992,976,-3449.0
32402,53437,29160,5271,26694,2466,49,0,2854.0
44326,110068,81823,18987,49724,32099,10620,414,-2906.0
42345,74985,43426,8260,37292,6134,401,1,2526.0
35871,107343,97983,27566,30570,67413,46203,7411,-1055.0
40414,69823,39650,7421,34774,4876,275,0,2820.0
42926,110648,84571,20060,48782,35789,13084,566,-3211.0
42075,111073,86365,20765,48140,38225,14793,731,-3398.0
48287,97965,62896,12995,47822,15074,2321,19,223.0
48462,101416,66608,14013,49138,17470,3140,42,-359.0
38487,110250,92110,23562,42848,49262,24554,2069,-3215.0
47778,106393,73043,15907,50644,22399,5105,92,-1479.0
43592,78146,45695,8760,38830,6865,486,0,2381.0
45267,81908,48241,9302,40670,7571,568,1,2298.0
48359,97389,62174,12787,47626,14548,2137,19,357.0
48953,99638,64101,13263,48624,15477,2390,23,153.0
48739,100506,65290,13614,48896,16394,2714,25,-91.0
46375,108269,76828,17164,50672,26156,6925,163,-2230.0
48499,105900,71688,15440,50736,20952,4428,69,-1153.0
37589,109705,94272,24805,39714,54558,30277,3173,-2649.0
46627,107641,75806,16840,50572,25234,6497,151,-2048.0
48478,99971,64941,13541,48636,16305,2699,28,-93.0
42768,110895,84908,20153,48898,36010,13099,614,-3372.0
35901,107359,97838,27502,30664,67174,46031,7481,-1122.0
46194,85503,51253,10025,42356,8897,791,0,1919.0
40778,110951,88518,21761,46470,42048,18011,1140,-3416.0
38786,110398,91841,23431,43096,48745,24206,2094,-3202.0
35780,104878,100814,31162,14656,86158,75566,20016,554.0
47818,106393,72970,15876,50684,22286,5025,96,-1481.0
38069,110057,93556,24370,40892,52664,28273,2781,-2802.0
37612,64024,35897,6644,31930,3967,164,0,2841.0
20562,32387,16967,2957,16192,775,3,0,2185.0
48784,101308,66154,13851,49202,16952,2904,24,-221.0
46628,107565,75783,16849,50472,25311,6621,162,-2003.0
33838,56319,30994,5647,28106,2888,107,0,2866.0
47755,91318,56123,11202,45034,11089,1250,5,1358.0
35965,107706,97679,27225,32008,65671,43690,6531,-1287.0
36853,109187,95669,25665,37348,58321,34491,4165,-2330.0
34780,57912,31875,5807,28908,2967,96,0,2936.0
46609,108194,76520,17060,50680,25840,6834,179,-2125.0
47732,93354,58365,11812,45858,12507,1638,12,931.0
36265,108199,97112,26800,33424,63688,41351,6085,-1622.0
37738,64235,36017,6667,32032,3985,171,0,2853.0
35607,105855,99780,29492,22608,77172,60639,12919,40.0
48392,102989,68465,14540,49690,18775,3609,46,-672.0
22618,35801,18840,3297,17898,942,5,0,2360.0
44987,81752,48337,9354,40550,7787,652,1,2218.0
42914,110884,84879,20161,48792,36087,13300,626,-3252.0
44640,110345,81618,18845,50166,31452,10013,338,-2932.0
42159,74286,42839,8118,36970,5869,346,1,2594.0
9756,14956,7639,1300,7478,161,0,0,1139.0
45365,109585,79704,18162,50436,29268,8713,285,-2678.0
35710,105382,100348,30272,19064,81284,67254,15838,404.0
37893,109935,93568,24401,40730,52838,28475,2913,-2875.0
46854,108336,76359,16972,50886,25473,6564,158,-2095.0
40668,111030,88975,21965,46160,42815,18710,1212,-3352.0
47399,106974,74215,16302,50618,23597,5738,105,-1662.0
36398,108440,96714,26472,34596,62118,39248,5402,-1800.0
7660,11700,5955,1010,5850,105,0,0,905.0
48245,103202,68849,14660,49738,19111,3726,43,-768.0
44285,79849,46899,9023,39660,7239,529,1,2312.0
2392,3604,1810,303,1802,8,0,0,295.0
47252,108052,75610,16715,50930,24680,6192,132,-1905.0
28466,46039,24703,4400,23006,1697,27,0,2730.0
46174,86080,51876,10190,42612,9264,856,2,1780.0
46654,107864,76168,16971,50510,25658,6844,170,-2013.0
47773,105925,72439,15719,50564,21875,4797,73,-1432.0
17472,27234,14131,2441,13616,515,2,0,1928.0
43442,110508,83549,19643,49240,34309,12028,522,-3160.0
48588,96528,61080,12484,47256,13824,2016,20,656.0
48408,102790,68211,14464,49638,18573,3514,40,-635.0
48327,95223,59824,12149,46754,13070,1715,15,779.0
47646,107137,74024,16197,50866,23158,5405,108,-1664.0
44850,110185,81186,18694,50208,30978,9769,328,-2843.0
43470,77146,44729,8512,38386,6343,374,2,2541.0
40186,69283,39251,7328,34534,4717,215,0,2826.0
45917,109300,78618,17750,50736,27882,7828,211,-2515.0
41412,72420,41509,7826,36062,5447,296,0,2675.0
45181,110099,80509,18415,50528,29981,9043,301,-2824.0
44263,110049,81721,18926,49886,31835,10277,359,-2991.0
35568,106350,99245,28800,25690,73555,54970,10552,-337.0
45662,109270,78885,17862,50598,28287,8074,234,-2585.0
36170,107857,97466,27139,32098,65368,43661,6792,-1360.0
47681,106633,73369,15998,50750,22619,5133,93,-1581.0
46514,108392,76903,17190,50666,26237,7060,178,-2165.0
42792,75956,44074,8397,37766,6308,424,0,2513.0
47318,88165,53156,10452,43600,9556,965,4,1857.0
41064,110973,88041,21541,46836,41205,17301,1046,-3409.0
28502,46095,24732,4405,23034,1698,27,0,2734.0
35971,107614,97739,27347,31396,66343,44822,7077,-1251.0
38717,110365,92176,23606,42716,49460,24933,2157,-3078.0
