N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
39670,67991,38342,7132,33892,4450,207,0,2889.0
42350,74740,43174,8196,37172,6002,396,2,2588.0
48210,104906,70918,15267,50234,20684,4438,66,-1045.0
44542,110021,81316,18769,50018,31298,9985,388,-2932.0
39389,110674,91154,23054,43984,47170,22706,1775,-3185.0
22102,34947,18376,3214,17468,908,11,0,2317.0
40727,70870,40461,7604,35298,5163,274,1,2714.0
46947,107008,74675,16468,50542,24133,5924,113,-1854.0
40512,111030,89322,22135,45834,43488,19362,1340,-3331.0
38736,110487,92438,23728,42508,49930,25471,2310,-3041.0
38380,110198,92693,23891,42040,50653,26118,2372,-3016.0
41192,71738,41003,7716,35710,5293,318,0,2741.0
44269,79229,46267,8860,39374,6893,481,1,2447.0
48111,103872,69768,14936,49920,19848,4032,49,-929.0
44518,110410,81826,18921,50126,31700,10158,366,-2987.0
48622,98419,63071,13011,48076,14995,2267,20,263.0
46212,85444,51178,10005,42326,8852,792,4,1941.0
36746,108819,95651,25757,36760,58891,35299,4344,-2179.0
35818,104785,101026,31481,13166,87860,78453,21496,578.0
28296,45734,24527,4367,22852,1675,30,0,2722.0
47689,106797,73548,16046,50820,22728,5157,81,-1606.0
48330,103021,68555,14569,49696,18859,3629,44,-705.0
37089,109425,95030,25253,38542,56488,32341,3665,-2559.0
35822,107183,98002,27643,30146,67856,46891,7680,-1002.0
42351,110995,85913,20598,48238,37675,14519,771,-3329.0
39580,68526,38958,7295,34146,4812,234,0,2717.0
35827,104800,100992,31429,13410,87582,77980,21237,590.0
37632,63952,35812,6622,31892,3920,168,0,2870.0
38475,110292,92417,23727,42472,49945,25348,2257,-3127.0
46958,107750,75523,16711,50780,24743,6190,138,-1980.0
49102,100750,65228,13566,49060,16168,2630,14,14.0
3368,5080,2554,428,2540,14,0,0,414.0
48595,95364,59762,12116,46828,12934,1708,13,877.0
46643,108607,77043,17222,50754,26289,7099,175,-2143.0
46321,84801,50398,9789,42062,8336,677,1,2129.0
45052,110348,81037,18605,50444,30593,9460,336,-2864.0
48346,95553,60160,12236,46904,13256,1745,8,717.0
47679,105895,72543,15769,50472,22071,4951,91,-1442.0
43784,78524,45920,8802,39028,6892,468,0,2378.0
48828,100942,65728,13735,49046,16682,2850,24,-121.0
46454,108293,76748,17127,50734,26014,6825,156,-2218.0
47441,106193,73168,15978,50468,22700,5257,97,-1562.0
35786,107364,97896,27480,30912,66984,45540,7198,-1162.0
44330,109478,81065,18753,49612,31453,10254,390,-2836.0
47930,104781,71013,15311,50160,20853,4461,68,-1149.0
47380,90867,55941,11177,44820,11121,1227,6,1277.0
35588,105946,99756,29408,23064,76692,59818,12544,-10.0
36286,108226,96965,26683,33832,63133,40562,5770,-1658.0
43974,78757,46013,8814,39142,6871,473,0,2416.0
46191,108274,77121,17289,50508,26613,7258,185,-2251.0
42814,75425,43481,8236,37546,5935,333,0,2634.0
40543,110983,89060,22011,46054,43006,18875,1271,-3391.0
7736,11796,5994,1015,5898,96,0,0,919.0
16154,25135,13021,2246,12566,455,3,0,1794.0
48635,102874,68136,14436,49656,18480,3562,57,-539.0
43760,110510,83100,19453,49482,33618,11546,484,-3103.0
43734,110440,82939,19379,49604,33335,11232,422,-3146.0
12892,19868,10199,1744,9934,265,0,0,1479.0
37240,109359,94863,25205,38496,56367,32367,3666,-2461.0
47535,106844,73900,16195,50630,23270,5584,113,-1604.0
