N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
48,76,40,7,38,2,0,0,5.0
192,292,148,25,146,2,0,0,23.0
795,1886,1379,319,844,535,198,13,-31.0
782,2001,1535,367,868,667,265,16,-51.0
763,1930,1473,351,840,633,250,13,-45.0
848,1640,1016,204,808,208,24,0,20.0
762,1449,888,177,714,174,21,0,24.0
840,1730,1123,234,842,281,46,0,-1.0
803,1930,1415,326,874,541,182,5,-38.0
808,1885,1340,300,880,460,125,2,-37.0
856,1718,1099,227,836,263,46,0,10.0
824,1534,923,181,760,163,14,0,32.0
804,1886,1349,304,874,475,138,4,-37.0
839,1952,1395,315,900,495,152,5,-33.0
630,1043,572,104,520,52,3,0,55.0
750,1293,733,137,644,89,5,0,53.0
755,1950,1508,363,838,670,274,17,-50.0
721,1945,1695,473,552,1143,841,173,-2.0
860,1828,1219,260,878,341,72,0,-9.0
828,1544,929,182,766,163,12,0,31.0
796,1660,1085,227,808,277,44,0,-6.0
444,744,413,76,370,43,4,0,37.0
200,308,158,27,154,4,0,0,23.0
729,1944,1723,503,428,1295,1088,291,5.0
725,1947,1709,482,526,1183,895,189,5.0
785,1882,1363,310,866,497,150,7,-44.0
828,1608,1003,203,788,215,32,0,20.0
630,1043,572,104,520,52,3,0,55.0
148,228,117,20,114,3,0,0,17.0
791,1937,1437,334,870,567,197,7,-43.0
784,1438,855,166,714,141,10,0,35.0
737,1952,1614,420,708,906,536,71,-21.0
785,1983,1543,378,818,725,347,33,-33.0
815,1954,1428,328,888,540,178,5,-39.0
888,1740,1086,219,858,228,24,0,15.0
818,1647,1057,219,800,257,47,0,9.0
752,1448,894,179,714,180,20,0,19.0
802,1912,1406,326,856,550,200,6,-30.0
789,1663,1100,233,802,298,59,1,-7.0
729,1944,1724,505,418,1306,1108,303,4.0
804,1939,1438,336,860,578,219,10,-33.0
730,1941,1711,495,452,1259,1037,268,5.0
823,1921,1366,306,896,470,129,3,-38.0
862,1842,1233,264,882,351,78,2,-11.0
804,1474,878,171,730,148,14,0,37.0
440,708,378,67,354,24,0,0,43.0
836,1844,1268,278,868,400,108,4,-18.0
913,1912,1263,268,918,345,76,3,-4.0
740,1390,844,167,686,158,18,0,27.0
801,1591,1007,206,778,229,35,1,11.0
32,48,24,4,24,0,0,0,4.0
783,1986,1535,372,838,697,310,25,-40.0
706,1181,652,119,590,62,1,0,58.0
887,1724,1080,220,840,240,44,1,23.0
730,1946,1722,503,426,1296,1094,298,3.0
782,1947,1482,354,840,642,267,16,-37.0
