N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
764,1346,778,148,668,110,10,0,48.0
861,1889,1283,277,904,379,81,1,-22.0
910,1865,1209,252,906,303,53,0,2.0
776,1965,1534,376,812,722,341,26,-31.0
722,1936,1692,475,534,1158,868,182,3.0
56,84,42,7,42,0,0,0,7.0
733,1953,1676,461,586,1090,781,157,-5.0
432,664,340,58,332,8,0,0,50.0
400,632,332,58,316,16,0,0,42.0
834,1657,1050,215,810,240,37,0,12.0
772,1542,990,206,744,246,54,0,14.0
795,1888,1371,314,858,513,172,9,-36.0
794,2000,1504,352,896,608,208,6,-54.0
834,1575,959,190,778,181,19,0,28.0
763,1971,1567,391,788,779,395,39,-32.0
780,1942,1470,349,846,624,250,16,-41.0
818,1792,1223,266,850,373,92,2,-17.0
718,1946,1689,466,582,1107,782,146,-5.0
732,1952,1613,420,706,907,540,80,-27.0
853,1883,1296,284,888,408,107,1,-18.0
733,1950,1701,484,498,1203,954,235,0.0
729,1957,1628,425,706,922,545,73,-25.0
747,1959,1601,412,730,871,499,63,-23.0
542,919,514,95,458,56,3,0,42.0
734,1293,745,141,644,101,5,0,45.0
802,1919,1403,323,868,535,183,8,-37.0
486,789,425,76,394,31,1,0,46.0
862,1843,1232,263,886,346,71,0,-12.0
722,1941,1671,458,594,1077,753,140,-6.0
850,1751,1135,236,854,281,43,0,-2.0
200,308,158,27,154,4,0,0,23.0
771,1991,1535,369,856,679,279,23,-54.0
734,1343,798,155,666,132,11,0,34.0
498,801,428,76,400,28,1,0,49.0
881,1743,1103,226,850,253,43,1,15.0
888,1924,1302,281,918,384,88,0,-15.0
704,1224,700,132,608,92,8,0,48.0
831,1776,1188,254,852,336,72,1,-11.0
842,1631,1017,206,798,219,35,0,22.0
794,1517,932,186,748,184,21,0,23.0
830,1613,1001,201,796,205,21,0,17.0
786,1944,1457,343,856,601,232,18,-44.0
364,582,310,55,290,20,2,0,37.0
848,1844,1244,267,886,358,72,0,-19.0
674,1131,627,115,564,63,3,0,55.0
666,1157,662,125,574,88,9,0,46.0
754,1341,780,149,666,114,9,0,44.0
737,1936,1596,415,702,894,532,71,-18.0
814,1835,1286,287,850,436,135,8,-22.0
826,1591,983,197,784,199,23,0,21.0
823,1845,1276,280,872,404,101,3,-26.0
164,248,125,21,124,1,0,0,20.0
729,1944,1712,492,472,1240,1000,247,5.0
733,1958,1582,398,776,806,406,39,-41.0
787,1957,1469,345,868,601,221,11,-46.0
84,128,65,11,64,1,0,0,10.0
280,448,238,42,224,14,0,0,28.0
818,1805,1224,263,870,354,65,0,-26.0
748,1400,849,168,690,159,20,0,29.0
766,1940,1480,353,842,638,256,18,-47.0
830,1523,908,177,754,154,15,0,38.0
886,1833,1195,250,890,305,53,0,-2.0
783,1944,1485,357,828,657,288,21,-33.0
827,1727,1134,239,834,300,59,3,-5.0
897,1929,1297,279,920,377,89,5,-14.0
869,1755,1132,236,848,284,59,1,10.0
819,1843,1288,286,860,428,123,3,-22.0
725,1947,1685,464,586,1099,775,141,-1.0
826,1675,1077,223,816,261,43,0,5.0
773,1981,1527,367,852,675,277,17,-48.0
773,1922,1480,359,806,674,310,23,-28.0
822,1757,1177,252,842,335,73,0,-10.0
696,1188,668,124,592,76,4,0,52.0
821,1849,1297,290,854,443,141,9,-21.0
773,1919,1481,361,796,685,327,29,-26.0
