N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
6298,12290,7681,1556,6026,1655,238,6,133.0
5503,14499,11322,2739,6210,5112,2079,119,-413.0
3958,6457,3491,626,3226,265,5,0,366.0
4918,13894,12978,3953,2238,10740,9418,2582,49.0
5887,14047,10191,2324,6438,3753,1171,35,-293.0
1400,2148,1098,187,1074,24,0,0,163.0
6115,11306,6782,1329,5590,1192,126,1,262.0
4908,14009,12720,3644,3576,9144,6857,1382,-25.0
4861,13927,12859,3777,3056,9803,7815,1773,16.0
6283,14056,9692,2119,6670,3022,716,13,-200.0
5389,14317,11282,2753,6046,5236,2225,141,-399.0
5764,10548,6267,1217,5232,1035,84,0,266.0
4892,14076,12515,3463,4252,8263,5572,904,-132.0
6196,13814,9495,2070,6570,2925,674,12,-193.0
4895,13898,12959,3898,2530,10429,8838,2249,58.0
5288,14447,11758,2963,5738,6020,2971,278,-364.0
2384,3712,1924,332,1856,68,0,0,264.0
3638,5923,3196,572,2960,236,3,0,339.0
1678,2573,1315,224,1286,29,1,0,196.0
6112,11528,7006,1385,5702,1304,124,0,205.0
6165,14046,9824,2173,6610,3214,826,15,-230.0
6197,12619,8116,1678,6164,1952,291,1,16.0
6143,12038,7537,1527,5912,1625,214,1,115.0
5675,14472,10973,2585,6436,4537,1600,57,-409.0
6191,12309,7801,1598,6014,1787,281,7,85.0
5586,10101,5950,1148,5012,938,77,0,287.0
4967,14196,12421,3375,4592,7829,5012,741,-183.0
5922,14165,10280,2344,6496,3784,1173,40,-307.0
6264,12515,7949,1629,6124,1825,267,2,69.0
6110,13906,9730,2154,6536,3194,834,14,-220.0
6188,12911,8479,1786,6242,2237,427,6,-30.0
6229,13984,9656,2112,6640,3016,704,11,-211.0
6378,12374,7700,1554,6076,1624,222,2,150.0
5644,10090,5888,1127,5014,874,62,0,315.0
5897,13960,10047,2274,6450,3597,1060,27,-290.0
6054,10949,6443,1241,5440,1003,69,0,307.0
5882,10729,6368,1237,5314,1054,101,0,284.0
6217,13449,9078,1955,6426,2652,597,9,-109.0
6337,12459,7825,1590,6110,1715,239,1,113.0
6164,13739,9468,2072,6504,2964,731,18,-179.0
6193,13680,9372,2042,6492,2880,696,15,-157.0
4914,13874,13042,4061,1718,11324,10438,3154,21.0
4868,13987,12813,3706,3390,9423,7207,1502,-12.0
6306,13797,9359,2019,6604,2755,589,4,-151.0
4882,13894,12971,3914,2458,10513,8978,2334,45.0
6235,12298,7734,1572,6036,1698,226,1,99.0
6231,13210,8772,1863,6366,2406,478,5,-70.0
4911,13869,13035,4058,1722,11313,10425,3151,19.0
4991,14199,12396,3357,4650,7746,4899,679,-169.0
6123,12118,7632,1552,5952,1680,214,1,85.0
6004,11450,7028,1402,5644,1384,162,0,180.0
5640,14338,10901,2580,6322,4579,1694,72,-377.0
6070,11267,6762,1323,5586,1176,95,0,242.0
3760,6090,3271,583,3044,227,2,0,358.0
5025,14319,12246,3231,5106,7140,4107,477,-279.0
5570,14481,11139,2657,6336,4803,1809,92,-429.0
6196,12688,8202,1704,6180,2022,328,4,6.0
4906,14073,12709,3604,3794,8915,6485,1236,-62.0
6541,12920,8148,1662,6324,1824,272,3,107.0
6278,13859,9465,2054,6606,2859,647,12,-170.0
4036,6634,3610,651,3314,296,6,0,361.0
5433,14467,11508,2836,6000,5508,2467,157,-362.0
2784,4384,2296,400,2192,104,0,0,296.0
6102,13741,9547,2103,6476,3071,789,16,-195.0
5937,14001,10042,2267,6482,3560,1037,33,-289.0
824,1260,642,109,630,12,0,0,97.0
4912,13871,13038,4058,1728,11310,10415,3142,21.0
5168,14291,11871,3050,5442,6429,3407,330,-302.0
6302,13001,8446,1761,6326,2120,349,4,-14.0
5157,14362,11959,3076,5462,6497,3438,339,-322.0
5894,14391,10648,2470,6476,4172,1439,56,-319.0
724,1104,561,95,552,9,0,0,86.0
6177,13519,9197,1993,6436,2761,647,17,-138.0
4482,7465,4110,749,3726,384,13,0,378.0
5284,14463,11762,2954,5800,5962,2863,226,-371.0
5208,14353,11796,2995,5622,6174,3109,274,-344.0
4886,13974,12890,3781,3094,9796,7786,1750,21.0
4900,13924,12920,3842,2788,10132,8348,2004,54.0
6043,14063,10027,2258,6506,3521,1051,39,-251.0
5029,14267,12325,3302,4838,7487,4591,621,-215.0
1564,2412,1239,212,1206,33,0,0,179.0
6195,11902,7360,1479,5846,1514,210,1,174.0
5125,14353,12029,3112,5386,6643,3581,361,-311.0
6341,13188,8651,1822,6370,2281,448,7,-18.0
4648,7966,4493,836,3970,523,26,0,339.0
4296,7092,3872,700,3544,328,4,0,376.0
6244,12370,7805,1591,6064,1741,242,4,88.0
4912,13871,13052,4083,1606,11446,10659,3286,10.0
3544,5758,3103,555,2876,227,6,0,334.0
5958,11187,6780,1338,5532,1248,123,0,213.0
5411,14327,11348,2790,5956,5392,2415,171,-358.0
6202,11919,7343,1467,5884,1459,151,0,159.0
6267,12673,8111,1671,6196,1915,281,3,34.0
5444,14382,11334,2772,6036,5298,2310,160,-376.0
4336,7196,3946,716,3596,350,4,0,370.0
4914,14144,12595,3491,4244,8351,5656,922,-126.0
5098,8791,4989,934,4374,615,43,0,362.0
6132,13690,9435,2063,6492,2943,706,12,-186.0
6219,12797,8331,1744,6198,2133,401,3,9.0
4899,14088,12582,3506,4128,8454,5832,997,-113.0
2782,4387,2302,402,2192,110,3,0,295.0
6194,13183,8772,1865,6354,2418,475,4,-82.0
