Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
4219,5453,1700,4106,1347,113,-66
4201,5412,1683,4092,1320,109,-27
3491,4214,1243,3456,758,35,181
4240,8303,3937,858,7445,3382,-141
4278,8251,3738,1550,6701,2728,-289
714,733,188,714,19,0,157
4572,6910,2446,4036,2874,536,-383
4436,6225,2070,4170,2055,266,-243
4298,5911,1935,4082,1829,216,-161
3825,4770,1442,3772,998,53,96
4481,7551,2931,3378,4173,1103,-447
4305,8167,3606,1910,6257,2395,-339
3154,3645,1037,3142,503,12,239
4523,6944,2480,3968,2976,555,-389
4215,5647,1807,4066,1581,149,-69
3449,4144,1218,3416,728,33,178
4481,7660,2989,3364,4296,1117,-485
4387,7875,3247,2762,5113,1625,-433
4375,7956,3307,2684,5272,1691,-447
4548,7066,2544,3956,3110,592,-411
3721,4622,1392,3676,946,45,120
3717,4595,1386,3646,949,71,124
4270,8220,3720,1560,6660,2710,-278
2724,3039,840,2718,321,6,300
3927,4980,1526,3856,1124,71,31
3762,4619,1382,3710,909,52,117
4572,7081,2545,3982,3099,590,-435
3805,4696,1411,3748,948,57,118
4545,6777,2358,4122,2655,423,-372
4493,6503,2213,4154,2349,339,-281
4542,6946,2468,4020,2926,522,-394
4476,6503,2220,4126,2377,350,-292
4441,6522,2242,4076,2446,365,-289
4346,5995,1969,4114,1881,232,-154
1827,1933,510,1826,107,1,303
4445,6409,2174,4122,2287,323,-268
4303,8189,3642,1810,6379,2493,-325
120,120,30,120,0,0,30
4207,5571,1773,4050,1521,157,-70
2819,3217,906,2810,407,9,287
4558,6862,2408,4092,2770,466,-380
3906,4955,1520,3830,1125,76,53
4490,7145,2616,3826,3319,664,-420
4211,5613,1794,4050,1563,161,-76
3878,4872,1485,3804,1068,74,84
4527,7527,2874,3558,3969,969,-483
4444,7884,3189,3012,4872,1432,-490
4331,6051,1999,4106,1945,225,-187
4339,8124,3537,2100,6024,2239,-368
3486,4106,1186,3468,638,18,209
4163,5506,1744,4036,1470,127,-67
4519,7644,2957,3460,4184,1059,-495
4509,6521,2222,4154,2367,355,-302
4528,7274,2693,3776,3498,752,-440
16,16,4,16,0,0,4
3201,3749,1078,3186,563,15,249
4580,7103,2547,4018,3085,562,-434
4493,6570,2254,4124,2446,369,-318
4541,6465,2167,4262,2203,279,-301
4495,7729,3043,3286,4443,1209,-492
4372,8080,3426,2456,5624,1916,-440
4268,8252,3790,1344,6908,2924,-239
4388,6156,2047,4124,2032,264,-199
3273,3834,1104,3252,582,21,255
4027,5144,1592,3920,1224,107,8
4510,7028,2537,3908,3120,602,-398
4441,7860,3175,3020,4840,1421,-486
2745,3132,882,2736,396,9,255
2218,2449,671,2214,235,4,293
921,954,247,920,34,1,191
3421,4113,1210,3386,727,35,200
4136,5410,1703,4008,1402,128,-36
2539,2848,791,2532,316,7,308
4429,7903,3221,2922,4981,1507,-475
4330,6046,2003,4080,1966,250,-182
4424,6082,1990,4204,1878,220,-208
4231,8302,3989,648,7654,3583,-88
4529,7028,2526,3952,3076,577,-393
4561,7294,2685,3848,3446,713,-474
4462,7513,2889,3470,4043,992,-456
3809,4754,1441,3744,1010,65,93
4388,6078,1994,4180,1898,208,-191
1824,1949,519,1822,127,2,297
4563,6681,2297,4174,2507,389,-342
4366,8050,3420,2420,5630,1946,-415
528,534,135,528,6,0,127
4350,8051,3415,2442,5609,1908,-425
4352,5885,1900,4170,1715,182,-155
2636,2958,822,2628,330,8,308
4076,5289,1652,3970,1319,106,-30
4396,7908,3261,2772,5136,1624,-453
2727,3051,845,2722,329,5,302
4541,7272,2684,3808,3464,733,-455
3366,3981,1156,3338,643,28,237
4403,8010,3336,2676,5334,1727,-461
4354,6145,2045,4110,2035,244,-190
4471,6740,2378,3968,2772,503,-340
3921,4916,1493,3860,1056,61,60
2757,3112,868,2752,360,5,281
4468,6901,2463,3950,2951,518,-369
4505,7608,2938,3464,4144,1041,-479
872,892,228,872,20,0,186
3421,4019,1158,3406,613,15,223
3882,4895,1498,3798,1097,84,62
4368,6097,2013,4142,1955,226,-197
4234,8310,3974,724,7586,3510,-111
4455,7807,3131,3090,4717,1365,-478
2187,2392,650,2184,208,3,311
3679,4499,1341,3634,865,45,151
4150,5413,1702,4018,1395,132,-26
4369,5885,1893,4198,1687,171,-161
4300,5780,1857,4132,1648,168,-123
4473,7721,3055,3222,4499,1251,-481
3621,4354,1280,3588,766,33,170
1226,1275,331,1226,49,0,233
1587,1671,439,1586,85,1,277
4377,7991,3340,2622,5369,1755,-437
4374,6197,2069,4118,2079,256,-205
3036,3543,1017,3018,525,18,257
3912,4975,1530,3830,1145,82,44
4270,5667,1803,4122,1545,148,-98
4274,5783,1864,4110,1673,164,-134
3473,4203,1244,3430,773,43,192
1132,1180,307,1132,48,0,227
4231,8312,3998,632,7680,3599,-89
4260,8231,3764,1406,6825,2854,-248
4190,5528,1751,4052,1476,138,-85
4399,6140,2036,4136,2004,263,-193
4553,7146,2584,3956,3190,597,-437
4250,8268,3841,1172,7096,3078,-203
4473,6575,2262,4102,2473,371,-295
4536,7541,2873,3590,3951,946,-498
4214,5510,1731,4096,1414,118,-52
4128,5422,1710,4004,1418,124,-23
2939,3395,966,2926,469,13,249
2706,3063,858,2694,369,12,311
4547,7306,2699,3816,3490,731,-468
2821,3213,905,2806,407,15,282
1851,1987,531,1850,137,1,293
4551,7150,2597,3912,3238,639,-436
4176,5472,1720,4064,1408,112,-58
4179,5493,1733,4054,1439,125,-56
3966,5042,1550,3884,1158,82,58
4277,5734,1837,4120,1614,157,-115
4495,6653,2309,4070,2583,425,-326
3395,4033,1175,3366,667,29,200
3286,3862,1114,3268,594,18,236
4461,6305,2105,4190,2115,271,-251
4334,8075,3466,2286,5789,2048,-393
4113,5351,1674,4006,1345,107,-30
4671,6835,2356,4246,2589,425,-393
4030,5107,1567,3946,1161,84,10
3933,5011,1544,3846,1165,87,34
