Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
17964,27070,9474,16244,10826,1720,-1561
16710,32933,15584,3530,29403,13180,-708
17474,24224,7973,16556,7668,918,-850
6117,6468,1705,6116,352,1,1075
17906,26181,8981,16438,9743,1468,-1322
16643,33019,16234,1102,31917,15541,-144
16555,21811,6882,16094,5717,461,-263
17914,28754,10595,15128,13626,2786,-1862
13829,16482,4813,13712,2770,117,680
17887,29613,11240,14266,15347,3621,-1948
15685,19947,6133,15362,4585,323,169
17995,27304,9639,16052,11252,1943,-1563
17815,26112,8973,16332,9780,1483,-1292
17042,22979,7395,16378,6601,664,-498
6629,7036,1861,6628,408,1,1103
18011,28478,10397,15368,13110,2643,-1798
16376,21408,6728,15904,5504,472,-171
17977,29465,11068,14658,14807,3319,-1973
17992,26617,9202,16426,10191,1566,-1420
6263,6589,1729,6262,327,1,1099
17985,28167,10228,15422,12745,2563,-1719
17919,27295,9664,15934,11361,1985,-1534
13478,15972,4640,13384,2588,94,812
12527,14523,4147,12458,2065,69,1020
17737,25785,8788,16418,9367,1319,-1200
17721,25714,8754,16412,9302,1309,-1227
16641,33023,16317,778,32245,15863,-65
17990,28956,10701,15108,13848,2882,-1912
14696,18004,5372,14520,3484,176,511
17824,30007,11518,13942,16065,3882,-2028
17203,23406,7583,16480,6926,723,-635
9207,10122,2762,9196,926,11,1192
17308,31728,13298,10264,21464,7044,-1840
10733,12029,3336,10714,1315,19,1177
16032,20574,6369,15672,4902,360,6
17728,30793,12202,12778,18015,4950,-2047
14632,17776,5266,14488,3288,144,545
16693,32943,15672,3198,29745,13495,-631
17939,27648,9864,15840,11808,2099,-1627
13059,15372,4441,12980,2392,79,911
13987,16747,4908,13862,2885,125,677
16921,23051,7478,16190,6861,731,-509
11963,13737,3889,11918,1819,45,1067
17750,25417,8558,16602,8815,1148,-1140
10308,11599,3231,10274,1325,34,1144
2982,3047,778,2982,65,0,649
8729,9505,2572,8722,783,7,1216
4882,5070,1315,4880,190,2,969
13072,15292,4398,12992,2300,80,883
18067,27884,9963,15916,11968,2151,-1719
17975,26968,9413,16284,10684,1691,-1541
16826,22519,7205,16218,6301,608,-416
17898,29741,11307,14254,15487,3644,-1997
17610,31103,12506,12182,18921,5428,-2027
17745,26273,9088,16194,10079,1551,-1323
17184,23452,7628,16392,7060,792,-677
17451,24087,7895,16594,7493,857,-795
17028,23088,7467,16308,6780,720,-554
17077,32383,14168,8094,24289,8983,-1596
5691,5974,1565,5688,286,3,1037
9128,10027,2735,9114,913,14,1217
17186,23460,7626,16416,7044,770,-659
17570,25110,8460,16380,8730,1190,-1032
15960,20414,6296,15644,4770,316,36
17053,32427,14230,7934,24493,9119,-1566
16741,32895,15418,4118,28777,12623,-838
17134,23369,7575,16438,6931,696,-649
2366,2421,619,2366,55,0,526
16708,22467,7217,16066,6401,642,-380
17500,31522,12965,11184,20338,6316,-1949
7206,7681,2039,7206,475,0,1141
16744,32844,15297,4500,28344,12244,-908
16455,21524,6756,16024,5500,431,-236
17850,26082,8924,16468,9614,1382,-1285
16427,21695,6872,15902,5793,525,-236
16982,22886,7361,16328,6558,654,-508
17768,26256,9081,16188,10068,1580,-1300
17818,25837,8807,16446,9391,1372,-1239
14919,18472,5561,14700,3772,219,464
17925,26927,9438,16102,10825,1823,-1462
17906,27281,9644,15986,11295,1920,-1552
16936,22993,7432,16258,6735,678,-578
15347,19176,5816,15088,4088,259,292
2672,2730,697,2672,58,0,581
15083,18845,5711,14846,3999,237,331
17505,24454,8090,16548,7906,957,-892
17346,24206,8001,16408,7798,938,-843
14211,17223,5093,14074,3149,137,625
16828,32738,15009,5440,27298,11388,-1093
17524,31447,12857,11466,19981,6058,-2004
5986,6312,1660,5984,328,2,1081
11293,12883,3628,11254,1629,39,1129
14350,17275,5080,14230,3045,120,637
9180,10105,2761,9166,939,14,1227
9110,9973,2711,9102,871,8,1252
16134,20996,6570,15712,5284,422,-88
16774,22382,7139,16208,6174,566,-390
17094,32313,14091,8262,24051,8832,-1601
17775,25705,8713,16558,9147,1217,-1196
18030,29116,10797,15044,14072,2986,-1944
16671,32979,15852,2550,30429,14121,-486
17919,29812,11354,14208,15604,3711,-1981
17884,26417,9130,16314,10103,1570,-1337
14644,17861,5307,14494,3367,150,514
16672,32980,15885,2420,30560,14252,-454
17821,25914,8830,16508,9406,1313,-1257
16785,22378,7126,16252,6126,533,-397
16986,32486,14398,7380,25106,9606,-1460
17457,24361,8045,16542,7819,915,-919
10026,11139,3068,10006,1133,20,1226
16642,33023,16321,762,32261,15880,-61
17389,31733,13220,10586,21147,6803,-1904
16326,21386,6735,15832,5554,494,-170
17561,24970,8377,16432,8538,1129,-1043
17273,23759,7765,16458,7301,815,-736
17947,26686,9260,16332,10354,1615,-1447
17609,31062,12501,12120,18942,5489,-2005
17781,30564,12002,13120,17444,4661,-2048
17696,31028,12406,12432,18596,5264,-2055
17744,30513,11966,13162,17351,4582,-2034
15702,19844,6069,15412,4432,290,182
7886,8534,2297,7880,654,6,1180
5957,6294,1658,5956,338,1,1046
17905,26625,9259,16214,10411,1691,-1420
16963,22574,7187,16400,6174,563,-434
8933,9765,2651,8926,839,7,1265
10356,11540,3186,10336,1204,20,1175
168,168,42,168,0,0,42
6771,7232,1925,6764,468,7,1113
13052,15375,4444,12974,2401,78,861
17958,30141,11557,14054,16087,3904,-2114
16424,21464,6736,15984,5480,440,-203
128,128,32,128,0,0,32
13942,16853,4974,13810,3043,132,598
18061,29015,10725,15130,13885,2931,-1919
17283,23691,7720,16502,7189,781,-722
16575,21816,6888,16080,5736,495,-246
16077,20690,6417,15712,4978,365,-1
17910,29362,11050,14524,14838,3386,-1909
16655,33003,16049,1810,31193,14845,-313
17608,31220,12627,11932,19288,5676,-2025
16748,32907,15388,4262,28645,12486,-879
14784,18156,5434,14576,3580,208,488
17987,26917,9415,16174,10743,1813,-1477
17874,26912,9427,16116,10796,1758,-1456
17787,30337,11802,13466,16871,4321,-2021
18065,27677,9856,15930,11747,2135,-1663
17612,25028,8387,16508,8520,1104,-1023
17360,31787,13351,10170,21617,7190,-1830
10266,11402,3140,10244,1158,22,1211
17631,24555,8108,16678,7877,953,-970
17721,30816,12204,12816,18000,4905,-2069
16676,22124,7032,16120,6004,556,-333
18058,29216,10864,14976,14240,3082,-1938
17342,24203,8000,16406,7797,936,-813
9906,10986,3023,9880,1106,26,1183
17985,27648,9862,15848,11800,2137,-1641
17942,29080,10864,14704,14376,3238,-1855
15818,20212,6238,15472,4740,346,56
17203,24076,7961,16308,7768,895,-794
18072,27771,9911,15898,11873,2174,-1675
15123,18619,5578,14926,3693,197,391
14453,17784,5331,14244,3540,209,538
7407,7939,2118,7406,533,1,1176
18047,27677,9853,15942,11735,2105,-1644
268,268,67,268,0,0,67
18050,27413,9656,16202,11211,1848,-1614
14799,18160,5424,14624,3536,175,428
18084,27082,9450,16364,10718,1720,-1542
15986,20738,6469,15600,5138,386,-64
17847,30189,11648,13786,16403,4061,-2049
16739,32868,15405,4116,28752,12623,-824
17968,28378,10337,15408,12970,2560,-1791
18057,28307,10228,15702,12605,2355,-1816
17357,24136,7943,16500,7636,857,-781
17843,30223,11698,13654,16569,4189,-2037
16655,22010,6981,16096,5914,559,-316
14532,17651,5231,14378,3273,154,553
15653,19734,6028,15356,4378,297,217
18140,28453,10313,15654,12799,2486,-1836
11159,12607,3521,11130,1477,29,1150
15019,18689,5645,14798,3891,221,320
17959,26919,9413,16186,10733,1773,-1493
17390,31597,13121,10710,20887,6680,-1880
17697,30495,11979,13074,17421,4623,-1995
12264,14212,4056,12200,2012,64,1020
16087,20628,6383,15724,4904,363,-49
17670,25635,8734,16334,9301,1336,-1162
17270,23692,7724,16488,7204,782,-719
17050,32389,14214,7922,24467,9128,-1547
17323,23792,7763,16532,7260,791,-723
11860,13621,3859,11806,1815,54,1073
10933,12351,3452,10894,1457,39,1162
17414,24416,8105,16412,8004,1002,-866
15672,19907,6107,15386,4521,286,142
16546,21770,6872,16052,5718,494,-233
17526,31110,12579,11904,19206,5622,-1965
17518,31348,12814,11440,19908,6078,-1966
17906,26745,9303,16278,10467,1628,-1437
17739,30852,12241,12740,18112,4999,-2046
17792,30397,11865,13334,17063,4458,-2006
13525,16166,4735,13392,2774,133,772
16476,21479,6735,16018,5461,458,-267
17393,31565,13054,10914,20651,6479,-1923
14858,18366,5523,14640,3726,218,417
15906,20438,6343,15504,4934,402,25
18003,28205,10215,15550,12655,2453,-1745
17573,24775,8249,16554,8221,1019,-1000
17083,32338,14107,8248,24090,8835,-1611
