N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
846,1589,969,193,780,189,29,0,33.0
584,936,498,88,468,30,0,0,58.0
857,1938,1360,303,902,458,134,3,-24.0
813,1732,1166,252,820,346,92,3,-5.0
865,1747,1123,233,848,275,51,1,8.0
791,1961,1468,344,872,596,217,11,-46.0
536,852,450,79,426,24,0,0,55.0
800,1969,1505,363,832,673,305,22,-27.0
733,1954,1703,483,508,1195,938,227,-1.0
818,1878,1320,293,882,438,114,2,-33.0
722,1939,1681,467,560,1121,819,168,-3.0
770,1355,781,148,674,107,7,0,48.0
324,512,269,47,256,13,0,0,34.0
852,1876,1287,281,888,399,100,0,-18.0
816,1980,1475,346,874,601,232,12,-35.0
819,1993,1486,350,872,614,249,23,-38.0
506,821,442,79,410,32,1,0,48.0
688,1186,675,127,588,87,10,0,50.0
884,1893,1273,274,902,371,89,2,-10.0
729,1942,1723,509,392,1331,1158,335,1.0
795,1872,1354,309,854,500,164,5,-32.0
735,1965,1667,449,640,1027,685,119,-12.0
352,544,280,48,272,8,0,0,40.0
874,1877,1265,273,892,373,93,4,-11.0
772,1915,1451,344,838,613,239,6,-36.0
368,568,292,50,284,8,0,0,42.0
776,1970,1527,371,828,699,314,24,-38.0
876,1832,1205,254,886,319,60,0,-5.0
815,1878,1343,305,856,487,166,9,-25.0
875,1740,1113,231,840,273,60,1,17.0
783,1949,1495,361,824,671,301,23,-32.0
809,1777,1218,266,840,378,97,1,-16.0
822,1902,1354,305,878,476,146,6,-31.0
843,1663,1058,219,802,256,59,3,19.0
785,1982,1537,374,830,707,322,23,-34.0
828,1592,979,195,788,191,16,0,20.0
755,1968,1599,408,750,849,468,49,-22.0
770,1411,841,164,698,143,15,0,36.0
708,1216,687,128,606,81,4,0,51.0
767,1917,1451,344,838,613,241,15,-43.0
858,1966,1386,309,918,468,130,2,-31.0
827,1800,1221,264,858,363,84,1,-16.0
818,1701,1108,231,830,278,41,0,-6.0
480,772,412,73,386,26,0,0,47.0
332,532,283,50,266,17,0,0,33.0
789,1932,1447,340,854,593,224,7,-36.0
760,1332,764,144,664,100,4,0,48.0
728,1940,1676,465,562,1114,816,168,-1.0
828,1716,1115,232,838,277,40,0,-5.0
721,1937,1693,477,524,1169,889,197,0.0
751,1959,1539,376,822,717,315,19,-45.0
848,1909,1318,288,908,410,93,2,-31.0
729,1956,1608,413,738,870,480,55,-32.0
847,1870,1285,281,884,401,102,1,-19.0
826,1635,1031,210,802,229,31,0,12.0
912,1814,1149,235,888,261,38,0,12.0
752,1946,1514,367,826,688,294,20,-47.0
912,1856,1196,248,904,292,48,0,4.0
838,1703,1092,225,834,258,35,0,2.0
895,1906,1290,281,894,396,118,5,-2.0
228,352,181,31,176,5,0,0,26.0
176,272,140,24,136,4,0,0,20.0
855,1946,1355,298,922,433,102,1,-34.0
766,1361,791,151,676,115,9,0,45.0
754,1966,1618,421,710,908,546,74,-15.0
750,1946,1564,395,758,806,430,46,-27.0
732,1292,745,141,644,101,4,0,44.0
734,1943,1595,411,724,871,495,60,-25.0
802,1505,910,179,746,164,13,0,28.0
860,1718,1094,225,838,256,42,0,11.0
658,1109,616,113,554,62,1,0,52.0
728,1958,1611,414,738,873,482,56,-33.0
