N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
636,960,483,81,480,3,0,0,78.0
136,204,102,17,102,0,0,0,17.0
6354,12556,7905,1608,6162,1743,232,2,95.0
6240,11900,7302,1456,5868,1434,164,0,186.0
6142,11399,6842,1339,5650,1192,99,0,246.0
6286,13813,9417,2043,6576,2841,661,16,-153.0
6355,13865,9400,2029,6626,2774,613,7,-139.0
6384,12912,8281,1711,6296,1985,320,4,42.0
5774,10335,6036,1156,5136,900,63,0,319.0
4881,14055,12738,3617,3774,8964,6507,1213,-53.0
6255,12694,8135,1676,6214,1921,266,1,20.0
4758,8055,4494,828,4020,474,15,0,369.0
5836,11060,6765,1347,5448,1317,164,0,194.0
6323,13510,8995,1911,6524,2471,462,5,-103.0
4987,14259,12374,3329,4774,7600,4711,667,-227.0
5643,14354,10908,2583,6318,4590,1718,97,-386.0
5212,14405,11821,2995,5672,6149,3061,274,-367.0
4352,7286,4029,737,3636,393,14,0,358.0
3452,5556,2969,527,2776,193,4,0,338.0
1192,1828,934,159,914,20,0,0,139.0
5716,14108,10479,2433,6360,4119,1388,48,-346.0
5968,14158,10234,2329,6494,3740,1170,44,-285.0
1758,2753,1435,249,1376,59,1,0,191.0
924,1404,711,120,702,9,0,0,111.0
5566,9729,5573,1050,4846,727,37,0,360.0
6016,14104,10032,2244,6600,3432,904,16,-300.0
5676,14330,10826,2549,6358,4468,1614,72,-377.0
5935,14482,10684,2471,6542,4142,1398,61,-334.0
5100,8964,5157,975,4464,693,36,0,318.0
4758,8019,4460,820,4000,460,19,0,379.0
5216,14426,11884,3024,5624,6260,3178,292,-350.0
6279,13571,9151,1969,6488,2663,595,11,-110.0
5557,14431,11158,2677,6254,4904,1923,89,-393.0
4246,7027,3848,698,3508,340,11,0,369.0
6180,13895,9607,2104,6590,3017,715,14,-212.0
4933,14134,12543,3461,4320,8223,5494,851,-119.0
3300,5238,2764,485,2618,146,2,0,341.0
3432,5580,3006,537,2790,216,0,0,321.0
3866,6237,3342,595,3114,228,9,0,376.0
5356,14434,11620,2896,5864,5756,2706,200,-354.0
6294,13334,8848,1878,6428,2420,478,6,-70.0
4899,13884,12961,3916,2426,10535,9032,2353,60.0
504,756,378,63,378,0,0,0,63.0
6335,13414,8880,1879,6486,2394,442,5,-78.0
6116,11818,7320,1470,5820,1500,178,0,148.0
6046,11379,6920,1371,5614,1306,151,0,216.0
4998,14219,12284,3289,4834,7450,4551,616,-226.0
4180,6938,3810,693,3462,348,14,0,359.0
