Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
1147,1614,538,1076,538,71,71
1068,1460,474,1024,436,44,82
1157,1787,645,994,793,163,15
1094,2103,970,326,1777,768,-39
1146,1947,760,854,1093,292,-41
162,167,43,162,5,0,38
1104,2055,893,538,1517,566,-58
506,545,146,506,39,0,107
1138,1544,502,1080,464,58,96
330,356,96,328,28,2,70
1084,1456,467,1044,412,40,95
492,524,139,492,32,0,107
672,744,204,672,72,0,132
1121,2050,867,632,1418,489,-62
1030,1315,407,1002,313,28,122
1105,2068,912,488,1580,617,-51
1092,2096,965,332,1764,760,-39
1113,1521,494,1066,455,47,86
1131,1613,546,1042,571,89,64
340,354,92,340,14,0,78
933,1104,320,928,176,5,149
1102,2068,906,512,1556,590,-60
946,1171,353,930,241,16,128
1129,1704,600,1008,696,121,25
1113,2072,903,532,1540,581,-56
1131,1826,684,916,910,215,-11
1151,1812,661,980,832,171,0
18,19,5,18,1,0,4
1155,1793,647,998,795,157,9
1152,1938,746,892,1046,260,-40
1126,1572,518,1072,500,54,72
1161,1774,634,1012,762,149,21
1148,1803,655,986,817,162,0
380,400,105,380,20,0,85
695,806,230,692,114,3,119
970,1168,344,960,208,10,146
832,956,271,828,128,4,147
977,1213,367,958,255,19,131
1089,2106,995,232,1874,857,-22
1075,1465,478,1018,447,57,88
1116,2054,883,576,1478,540,-55
1054,1388,440,1016,372,38,106
502,541,145,502,39,0,106
1078,1482,483,1032,450,46,79
1140,1675,574,1054,621,86,39
1068,1370,424,1044,326,24,122
919,1117,331,910,207,9,133
1121,2027,843,682,1345,439,-63
1154,1645,551,1086,559,68,60
510,543,144,510,33,0,111
1152,1693,583,1054,639,98,42
1153,1879,711,914,965,239,-15
1113,2062,887,576,1486,537,-62
1167,1654,554,1092,562,75,67
1136,1686,587,1024,662,112,37
1127,1756,634,976,780,151,5
1135,2023,832,718,1305,417,-56
1091,2108,1000,216,1892,875,-17
1040,1371,432,1014,357,26,101
1144,1674,571,1064,610,80,41
997,1257,387,966,291,31,127
358,379,100,358,21,0,79
1134,1967,774,838,1129,296,-59
783,923,267,778,145,5,127
1124,1518,493,1064,454,60,99
1169,1766,625,1032,734,137,28
1163,1763,621,1042,721,121,21
1116,2054,878,596,1458,520,-60
1164,1898,720,916,982,248,-14
1093,2105,983,278,1827,815,-29
1089,2104,985,268,1836,821,-30
944,1150,341,936,214,8,135
1138,1635,554,1054,581,84,57
1158,1654,558,1076,578,82,62
178,183,47,178,5,0,42
1012,1303,406,982,321,30,115
1157,1822,660,1004,818,153,-5
1137,1604,533,1076,528,61,66
985,1272,394,968,304,17,107
1127,1541,504,1066,475,61,90
1137,1579,519,1082,497,55,77
1140,1983,797,778,1205,362,-46
1091,2100,981,276,1824,815,-28
