Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
599,661,181,598,63,1,83
1157,1964,766,864,1100,293,-117
1048,1413,457,998,415,50,-14
1037,1334,415,1008,326,29,1
1158,1693,581,1062,631,96,-75
1098,2069,908,506,1563,592,-75
956,1181,356,938,243,18,26
913,1138,344,900,238,13,48
1070,1434,459,1032,402,38,-19
1125,1984,807,740,1244,385,-101
817,985,291,806,179,11,59
1153,1898,716,932,966,221,-105
736,844,238,736,108,0,69
756,853,238,754,99,2,83
230,237,61,230,7,0,45
1151,1938,752,868,1070,283,-102
1126,1619,549,1042,577,84,-56
768,876,247,764,112,4,73
1064,1427,459,1018,409,46,-12
1050,1347,418,1022,325,28,9
606,676,187,604,72,2,75
1095,1503,492,1038,465,57,-35
579,636,174,576,60,3,87
1102,2044,878,576,1468,526,-81
1129,1589,532,1050,539,79,-61
911,1087,318,902,185,9,60
1173,1809,651,1014,795,159,-98
1154,1962,766,860,1102,294,-118
531,575,155,530,45,1,87
979,1232,374,968,264,11,27
917,1131,339,906,225,11,27
1166,1789,638,1026,763,140,-98
1114,1618,552,1028,590,86,-58
1160,1922,728,932,990,228,-123
1117,2046,858,660,1386,457,-106
1161,1725,599,1054,671,107,-80
354,371,97,354,17,0,63
1168,1920,726,936,984,232,-117
210,219,57,210,9,0,43
1104,2075,920,470,1605,634,-67
1102,2080,930,440,1640,662,-63
1094,2101,973,310,1791,784,-39
1147,1629,547,1070,559,77,-58
1170,1880,697,972,908,198,-111
958,1170,351,936,234,22,31
1122,1597,535,1054,543,68,-58
1169,1751,617,1034,717,135,-89
1149,1889,712,930,959,219,-108
1023,1329,414,1002,327,21,11
126,127,32,126,1,0,31
1145,1717,600,1034,683,111,-78
1099,2099,962,350,1749,749,-48
70,71,18,70,1,0,16
0,0,0,0,0,0,0
1149,1919,744,862,1057,287,-103
1111,1568,523,1044,524,67,-50
1109,2077,904,538,1539,571,-84
1113,1471,467,1074,397,39,-32
931,1151,345,922,229,9,41
1091,1416,444,1056,360,35,-18
1083,1468,474,1040,428,43,-36
1163,1714,594,1052,662,111,-76
1140,1642,555,1064,578,76,-62
1140,2009,806,794,1215,346,-123
