Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
17115,23214,7503,16416,6798,699,-611
17858,26452,9173,16212,10240,1646,-1392
17638,30769,12258,12506,18263,5132,-1983
17902,29227,10938,14702,14525,3200,-1932
15548,19722,6046,15260,4462,288,180
17810,26043,8911,16442,9601,1368,-1291
11189,12713,3568,11154,1559,35,1100
17693,25508,8650,16416,9092,1277,-1172
17793,25900,8839,16444,9456,1349,-1261
14927,18617,5630,14714,3903,213,395
17917,28159,10202,15510,12649,2407,-1735
17830,26472,9163,16292,10180,1538,-1343
11533,13259,3758,11486,1773,47,1107
17948,29654,11261,14264,15390,3684,-1963
18032,28792,10584,15248,13544,2784,-1887
17636,30620,12128,12728,17892,4908,-1968
18094,28179,10148,15766,12413,2328,-1771
16817,22536,7217,16204,6332,613,-463
16054,20716,6434,15696,5020,358,-44
17731,25885,8865,16310,9575,1421,-1215
17858,30172,11606,13920,16252,3938,-2082
17942,27190,9578,16068,11122,1874,-1547
17539,24660,8192,16552,8108,987,-960
290,291,73,290,1,0,72
17970,29474,11094,14572,14902,3398,-1962
16831,32745,15006,5466,27279,11365,-1101
18052,28226,10208,15620,12606,2432,-1791
17804,25908,8847,16428,9480,1376,-1267
13856,16686,4915,13712,2974,144,664
10734,12073,3357,10718,1355,16,1181
16947,32511,14497,7034,25477,9913,-1387
1448,1460,368,1448,12,0,340
17968,27751,9929,15786,11965,2182,-1681
13724,16316,4756,13608,2708,116,741
2048,2082,529,2048,34,0,461
18005,27978,10054,15740,12238,2265,-1733
17007,32481,14376,7458,25023,9549,-1471
17892,29733,11312,14218,15515,3674,-1977
17000,22977,7400,16354,6623,646,-523
12225,14183,4049,12170,2013,55,996
16641,33023,16327,738,32285,15903,-55
17644,25149,8441,16534,8615,1110,-1057
4792,4987,1296,4790,197,2,898
17474,24545,8148,16498,8047,976,-938
18009,29288,10958,14744,14544,3265,-1945
13090,15352,4420,13024,2328,66,872
4216,4386,1139,4216,170,0,855
17109,23128,7454,16440,6688,669,-562
17876,29784,11342,14200,15584,3676,-1989
16641,33019,16334,702,32317,15939,-44
17784,25855,8813,16458,9397,1326,-1240
12155,14005,3980,12090,1915,65,1044
7645,8228,2204,7640,588,5,1165
16641,33018,16270,956,32062,15685,-107
16707,32906,15598,3420,29486,13287,-668
16636,22006,6974,16116,5890,520,-317
17120,22968,7361,16492,6476,628,-553
17528,24725,8245,16470,8255,1058,-929
272,274,69,272,2,0,67
16309,21320,6688,15888,5432,421,-167
3306,3401,874,3306,95,0,704
15278,19091,5796,14998,4093,280,349
18062,28440,10337,15532,12908,2530,-1820
17980,26955,9412,16262,10693,1718,-1547
17925,29620,11234,14304,15316,3621,-1981
17415,31638,13124,10780,20858,6635,-1930
17304,32017,13599,9638,22379,7666,-1805
17661,25115,8417,16562,8553,1099,-1104
16940,22720,7296,16256,6464,684,-475
3837,3956,1019,3836,120,1,790
17827,26025,8918,16378,9647,1449,-1256
16581,21924,6965,15988,5936,593,-281
8527,9362,2552,8516,846,11,1199
17800,26404,9132,16280,10124,1520,-1363
17808,26229,9043,16286,9943,1522,-1322
15696,19786,6046,15388,4398,308,154
17888,26688,9271,16292,10396,1596,-1454
16595,21913,6940,16066,5847,529,-299
3429,3526,906,3428,98,1,723
17148,32297,14029,8478,23819,8670,-1646
17170,23614,7707,16400,7214,770,-701
17992,29419,11028,14726,14693,3266,-1977
16314,21006,6525,15912,5094,402,-77
9199,10100,2755,9180,920,19,1251
14008,16900,4979,13884,3016,124,678
10854,12243,3416,10822,1421,32,1173
18001,27890,9999,15784,12106,2217,-1695
17817,26251,9047,16314,9937,1503,-1347
15822,20075,6165,15490,4585,332,126
17685,30714,12147,12840,17874,4845,-2050
16832,22467,7169,16258,6209,574,-448
17173,32081,13781,9038,23043,8135,-1685
17579,24568,8123,16644,7924,935,-965
3470,3593,929,3470,123,0,714
17511,31290,12729,11664,19626,5847,-1989
17957,27350,9672,16012,11338,1945,-1569
15359,19343,5902,15078,4265,281,218
3042,3115,797,3042,73,0,647
17768,30743,12150,12886,17857,4882,-2047
13596,16285,4774,13474,2811,122,754
17878,27053,9527,15998,11055,1880,-1457
17896,29664,11245,14348,15316,3548,-1992
2322,2371,605,2322,49,0,514
6579,7023,1868,6574,449,5,1128
17205,23426,7592,16484,6942,721,-653
17861,26532,9192,16296,10236,1565,-1422
17957,26718,9280,16316,10402,1641,-1443
15369,19240,5841,15116,4124,253,228
17731,25922,8874,16348,9574,1383,-1255
17963,28105,10164,15554,12551,2409,-1706
16838,32718,14944,5660,27058,11178,-1139
17720,25124,8409,16612,8512,1108,-1057
17483,24496,8113,16540,7956,943,-911
18060,27917,9993,15862,12055,2198,-1743
17939,29732,11290,14304,15428,3635,-1986
18150,28489,10349,15582,12907,2568,-1837
17308,31845,13407,10062,21783,7246,-1835
16663,32983,15903,2354,30629,14309,-439
17092,23089,7442,16410,6679,682,-542
17937,30011,11477,14114,15897,3823,-2057
17832,25935,8838,16518,9417,1314,-1277
11415,13041,3675,11382,1659,33,1081
18030,28268,10249,15540,12728,2490,-1775
17830,30478,11919,13280,17198,4550,-2030
17944,26612,9211,16380,10232,1564,-1441
11640,13279,3740,11598,1681,42,1026
18045,27521,9738,16090,11431,1955,-1660
6122,6502,1721,6120,382,2,1069
17524,24697,8221,16510,8187,1014,-987
4166,4321,1119,4166,155,0,841
15608,19569,5944,15362,4207,246,231
11307,12850,3609,11264,1586,43,1149
15120,18735,5645,14890,3845,230,394
16687,32962,15750,2924,30038,13763,-571
17394,24306,8058,16380,7926,1014,-854
8222,8892,2392,8216,676,6,1229
16755,32852,15361,4260,28592,12495,-854
17660,30674,12173,12656,18018,5004,-1985
17498,31323,12811,11402,19921,6096,-1941
3797,3916,1009,3796,120,1,779
17540,24488,8111,16532,7956,1008,-920
