Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
4252,5707,1828,4102,1605,150,-110
4234,8307,3975,714,7593,3520,-107
3797,4856,1499,3716,1140,81,75
2782,3153,884,2770,383,12,288
3970,4985,1518,3898,1087,72,49
4460,6531,2244,4086,2445,374,-300
4470,7808,3107,3188,4620,1282,-498
4537,6814,2380,4108,2706,429,-373
3309,3915,1138,3278,637,31,224
4582,7081,2539,4006,3075,576,-417
4306,5802,1864,4148,1654,158,-147
4239,5699,1830,4078,1621,161,-92
4505,6649,2296,4114,2535,391,-318
4114,5310,1652,4012,1298,102,-36
2651,2972,826,2640,332,11,286
4476,7690,3030,3260,4430,1216,-476
4251,8257,3833,1182,7075,3069,-202
4421,6179,2048,4166,2013,255,-214
4482,6605,2278,4098,2507,384,-326
3978,5092,1573,3892,1200,86,54
144,144,36,144,0,0,34
4513,6549,2240,4138,2411,375,-306
4194,5501,1732,4074,1427,120,-72
116,116,29,116,0,0,27
4546,6760,2358,4088,2672,458,-345
3403,4023,1167,3378,645,25,210
4463,6422,2176,4140,2282,323,-287
4473,6542,2235,4144,2398,329,-314
598,609,155,598,11,0,139
2591,2895,801,2586,309,5,288
4112,5471,1741,3978,1493,134,-60
4450,6294,2094,4212,2082,238,-247
4579,7245,2641,3926,3319,653,-463
4461,6265,2074,4234,2031,227,-255
4525,7269,2684,3802,3467,723,-441
2354,2589,707,2350,239,4,290
4508,6402,2140,4244,2158,264,-282
1538,1617,424,1538,79,0,277
732,746,190,732,14,0,163
4568,6732,2332,4136,2596,432,-356
4528,6922,2455,4024,2898,504,-386
3888,4854,1469,3832,1022,56,88
3809,4740,1437,3732,1008,77,83
4450,6611,2291,4058,2553,392,-311
2721,3085,863,2718,367,3,292
4300,8159,3605,1898,6261,2402,-334
4511,6718,2335,4096,2622,415,-347
4246,8273,3860,1106,7167,3140,-189
2942,3356,945,2932,424,10,278
4142,5504,1754,3992,1512,150,-62
752,770,197,752,18,0,167
4269,8245,3755,1470,6775,2799,-266
4245,8290,3878,1068,7222,3177,-188
4215,5629,1800,4058,1571,157,-82
632,642,163,632,10,0,141
4250,5625,1787,4102,1523,148,-100
2978,3421,970,2962,459,16,288
4310,5864,1902,4120,1744,190,-127
4097,5229,1611,4014,1215,83,1
4395,7999,3330,2678,5321,1717,-457
4244,8293,3922,898,7395,3346,-147
4270,8230,3758,1428,6802,2842,-250
4509,6724,2348,4056,2668,453,-322
4096,5362,1685,3984,1378,112,-37
