Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
1103,1448,457,1068,380,35,112
1099,2089,938,426,1663,673,-52
289,304,80,288,16,1,65
998,1267,389,978,289,20,120
1123,1618,544,1060,558,63,49
1114,2054,882,580,1474,534,-58
890,1063,310,886,177,4,137
688,758,207,688,70,0,137
1169,1767,621,1050,717,119,23
1094,1434,451,1064,370,30,111
1073,1447,466,1030,417,43,92
1126,1612,546,1040,572,86,60
856,988,281,852,136,4,149
1148,1656,561,1068,588,80,53
1144,1959,771,834,1125,310,-44
608,677,187,606,71,2,118
182,187,48,182,5,0,43
1127,1882,714,908,974,219,-41
1149,1948,745,916,1032,233,-54
1109,2078,911,512,1566,597,-58
1153,1886,710,932,954,221,-23
1145,1689,585,1038,651,107,41
1017,1326,414,996,330,21,105
1161,1792,643,1012,780,149,12
637,718,200,636,82,1,119
953,1147,339,938,209,15,145
1152,1885,716,906,979,246,-17
1138,1925,754,834,1091,304,-33
1116,1530,499,1064,466,52,85
1154,1897,714,938,959,216,-29
923,1127,336,910,217,13,132
1130,1731,613,1010,721,120,12
1146,1741,616,1018,723,128,21
1177,1867,685,994,873,183,-5
1046,1418,458,1004,414,42,86
1162,1835,664,1014,821,148,-9
1091,2104,993,236,1868,855,-20
1072,1481,484,1026,455,46,75
54,55,14,54,1,0,13
400,418,109,400,18,0,91
1036,1339,417,1010,329,26,114
1017,1259,379,1002,257,15,137
1151,1823,669,970,853,181,-3
896,1084,320,888,196,8,132
940,1177,356,930,247,10,119
639,697,189,638,59,1,131
400,420,110,400,20,0,90
1048,1409,452,1010,399,38,91
1094,2088,942,408,1680,686,-52
1131,1925,755,830,1095,301,-39
1151,1667,567,1066,601,85,51
1136,1536,497,1084,452,52,97
1083,1446,465,1032,414,51,102
734,838,236,732,106,2,132
1128,2021,838,690,1331,438,-55
1123,1662,572,1036,626,87,33
945,1180,360,920,260,25,125
1109,1535,504,1054,481,55,78
936,1154,345,928,226,8,127
291,313,84,290,23,1,62
1021,1279,389,1002,277,19,131
20,20,5,20,0,0,5
914,1084,315,908,176,6,145
1096,1500,486,1056,444,40,82
1162,1736,608,1040,696,122,34
1173,1910,719,944,966,229,-18
882,1038,300,876,162,6,144
792,930,268,788,142,4,130
422,443,116,422,21,0,95
334,349,91,334,15,0,76
1006,1348,432,968,380,38,90
1122,1558,515,1056,502,66,79
759,878,250,756,122,3,131
1156,1603,527,1098,505,58,80
1134,1553,506,1082,471,52,87
1142,1670,569,1064,606,78,41
1140,1629,549,1062,567,78,60
1148,1703,592,1038,665,110,37
887,1050,305,880,170,7,142
1098,1557,518,1042,515,56,59
1117,1782,652,956,826,161,-13
1169,1840,671,996,844,173,0
1135,1864,709,892,972,243,-20
1078,1427,453,1042,385,36,104
1114,1978,810,716,1262,398,-54
1138,1639,556,1054,585,84,55
1120,2046,864,636,1410,484,-62
999,1275,392,982,293,17,116
1143,1643,555,1066,577,77,55
1004,1277,391,990,287,14,118
1094,1548,517,1028,520,66,63
733,823,229,730,93,3,139
1089,2112,1021,140,1972,949,-2
1141,1614,541,1064,550,77,68
864,1022,297,856,166,8,139
1116,1992,812,736,1256,380,-64
1092,2106,974,316,1790,776,-40
1147,1970,780,820,1150,327,-43
1050,1383,439,1010,373,40,106
894,1049,303,886,163,8,148
454,483,128,454,29,0,99
1142,1661,567,1054,607,88,48
1097,2088,929,460,1628,637,-62
918,1072,308,912,160,6,154
887,1055,308,878,177,9,140
1087,1481,483,1030,451,57,89
1128,1598,536,1052,546,76,66
1109,1485,475,1070,415,39,99
1160,1786,635,1032,754,128,9
1178,1686,569,1096,590,82,61
1142,2022,825,744,1278,398,-55
1052,1435,467,1002,433,50,84
1128,1694,593,1016,678,112,27
1113,1510,489,1064,446,49,92
1123,1497,475,1094,403,29,101
1010,1252,378,992,260,18,136
1133,1834,683,936,898,197,-18
1025,1344,422,1000,344,25,103
1155,1839,671,994,845,161,-13
1002,1246,377,984,262,18,133
1144,1796,661,948,848,196,9
1170,1706,585,1072,634,98,49
1185,1812,645,1044,768,141,18
1147,1837,677,966,871,181,-13
1171,1909,717,950,959,221,-21
1093,2105,976,306,1799,787,-36
1142,1846,690,932,914,210,-14
884,1059,310,878,181,6,135
1099,2069,897,550,1519,549,-73
1022,1257,377,1006,251,16,142
1116,1556,514,1056,500,60,74
866,1040,306,856,184,10,132
242,251,65,242,9,0,56
1148,1607,532,1086,521,62,73
677,762,212,676,86,1,127
966,1189,357,950,239,16,134
1099,2066,912,484,1582,615,-55
1093,2106,984,276,1830,817,-29
1117,2066,885,592,1474,525,-64
1184,1789,633,1046,743,138,28
408,432,114,408,24,0,90
1110,1507,489,1058,449,52,92
1125,1565,520,1050,515,75,80
1078,1446,463,1040,406,38,95
1140,1946,771,808,1138,332,-35
1131,1993,798,794,1199,337,-64
812,935,265,810,125,2,142
1132,1605,537,1062,543,70,64
1146,1990,790,820,1170,326,-54
1103,1516,494,1056,460,47,81
1099,2075,918,478,1597,621,-58
1092,1528,506,1032,496,60,70
1127,1660,572,1032,628,95,39
860,998,285,856,142,4,147
699,797,224,698,99,1,126
1161,1734,604,1052,682,109,31
428,464,125,428,36,0,89
446,475,126,446,29,0,97
1093,2092,958,352,1740,741,-41
1121,2033,849,670,1363,451,-63
859,1000,286,856,144,3,145
1114,2064,883,596,1468,518,-67
230,235,60,230,5,0,55
1093,1473,474,1050,423,43,94
1134,1677,586,1010,667,124,43
1147,1932,748,872,1060,275,-37
934,1146,341,928,218,6,129
1034,1310,402,1012,298,22,126
1052,1343,416,1022,321,30,125
1117,1548,510,1056,492,61,79
