N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
739,1952,1580,400,760,820,432,45,-33.0
292,456,237,41,228,9,0,0,32.0
272,420,216,37,210,6,0,0,31.0
444,720,387,69,360,27,0,0,42.0
765,1814,1312,299,830,482,154,7,-36.0
746,1361,808,157,674,134,13,0,36.0
840,1554,931,182,770,161,14,0,35.0
830,1915,1365,308,882,483,151,4,-28.0
787,1877,1396,329,818,578,241,15,-23.0
812,1502,900,176,744,156,14,0,34.0
840,1858,1276,279,878,398,102,4,-21.0
96,144,72,12,72,0,0,0,12.0
788,1404,815,155,700,115,4,0,44.0
780,1952,1495,359,836,659,280,16,-36.0
768,1954,1529,377,796,733,362,40,-34.0
798,1884,1355,307,868,487,148,6,-38.0
820,1512,903,176,750,153,12,0,35.0
774,1978,1544,377,826,718,326,22,-37.0
805,1950,1447,339,860,587,230,19,-37.0
830,1750,1161,247,840,321,70,2,-6.0
820,1955,1434,332,876,558,203,10,-33.0
510,827,446,80,412,34,3,0,49.0
96,144,72,12,72,0,0,0,12.0
731,1941,1671,461,576,1095,789,155,0.0
872,1802,1181,249,868,313,66,0,2.0
789,1581,1013,210,766,247,49,1,11.0
846,1892,1310,288,892,418,108,2,-24.0
540,896,491,89,448,43,0,0,46.0
752,1963,1565,390,790,775,383,34,-36.0
842,1897,1310,286,904,406,89,0,-31.0
839,1903,1340,300,880,460,143,7,-24.0
140,212,107,18,106,1,0,0,17.0
748,1360,807,157,672,135,16,0,38.0
779,1930,1462,348,836,626,258,17,-37.0
836,1853,1277,280,874,403,105,2,-20.0
756,1951,1547,385,784,763,383,38,-33.0
843,1872,1287,281,888,399,96,1,-23.0
826,1561,954,190,768,186,25,0,29.0
774,1457,887,176,718,169,21,0,28.0
749,1964,1591,404,758,833,448,47,-28.0
806,1611,1024,210,788,236,35,0,9.0
869,1707,1072,218,836,236,35,1,16.0
805,1896,1378,317,854,524,188,11,-30.0
735,1957,1682,461,598,1084,761,139,-1.0
857,1789,1168,244,872,296,45,1,-8.0
