N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
5718,14328,10794,2539,6354,4440,1620,74,-355.0
6184,11835,7277,1453,5836,1441,163,2,173.0
6179,11834,7278,1453,5838,1440,158,1,170.0
4320,7208,3976,726,3596,380,16,0,362.0
4878,13944,12877,3785,3044,9833,7856,1782,26.0
824,1252,634,107,626,8,0,0,99.0
6164,13473,9163,1985,6416,2747,641,10,-131.0
6317,13131,8591,1803,6364,2227,403,5,-26.0
5533,14341,11090,2663,6202,4888,1937,93,-381.0
6143,11991,7489,1515,5888,1601,215,3,126.0
6230,12501,7963,1635,6116,1847,269,0,57.0
5511,14431,11252,2723,6166,5086,2099,127,-391.0
4496,7548,4184,767,3766,418,16,0,365.0
5363,14360,11409,2804,5994,5415,2372,153,-392.0
5802,14353,10707,2497,6432,4275,1489,52,-341.0
5799,14319,10648,2477,6434,4214,1451,63,-349.0
5160,14373,11952,3075,5454,6498,3465,378,-336.0
2464,3868,2020,351,1934,86,0,0,265.0
1312,2000,1016,172,1000,16,0,0,156.0
5922,11099,6717,1324,5490,1227,119,0,216.0
4946,14184,12453,3390,4566,7887,5052,730,-175.0
5907,14223,10371,2374,6498,3873,1227,47,-319.0
6058,11771,7325,1477,5788,1537,195,0,135.0
5517,14463,11321,2751,6136,5185,2191,133,-376.0
6020,13832,9750,2173,6462,3288,908,28,-235.0
6057,14158,10093,2269,6572,3521,1014,39,-277.0
5930,10989,6596,1292,5440,1156,109,0,245.0
6123,13721,9486,2081,6486,3000,749,23,-193.0
4867,14051,12696,3588,3864,8832,6323,1155,-76.0
5426,14372,11261,2729,6148,5113,2076,106,-414.0
3608,5778,3073,543,2888,185,2,0,360.0
1772,2752,1423,245,1376,47,0,0,198.0
2088,3268,1702,295,1634,68,0,0,227.0
4880,13934,12882,3796,2988,9894,7958,1828,32.0
6191,13878,9588,2100,6576,3012,726,13,-199.0
5946,14190,10297,2350,6494,3803,1202,46,-297.0
6080,14206,10169,2297,6556,3613,1094,32,-254.0
5804,10406,6090,1169,5166,924,74,0,319.0
4892,14055,12584,3519,4054,8530,5947,1034,-98.0
5120,14337,12082,3154,5240,6842,3857,458,-289.0
4748,8028,4475,824,4006,469,16,0,371.0
6221,13784,9425,2045,6580,2845,624,7,-183.0
6341,13586,9086,1940,6532,2554,522,7,-99.0
6305,12758,8178,1688,6228,1950,302,3,37.0
6266,13676,9284,2008,6520,2764,636,14,-134.0
2952,4644,2430,423,2322,108,0,0,315.0
5148,14300,11814,3011,5562,6252,3176,284,-349.0
4872,14003,12788,3681,3490,9298,7023,1430,-24.0
4278,7135,3932,717,3562,370,11,0,358.0
5103,14351,12116,3160,5272,6844,3807,415,-292.0
5305,14463,11675,2913,5872,5803,2719,225,-396.0
6023,11206,6753,1328,5538,1215,130,1,242.0
5756,14493,10923,2567,6444,4479,1605,74,-381.0
5114,8923,5103,960,4446,657,31,0,334.0
5049,14331,12180,3196,5184,6996,3963,461,-298.0
4838,8301,4689,874,4134,555,33,0,352.0
4897,14112,12582,3492,4212,8370,5688,935,-125.0
6268,12757,8210,1700,6220,1990,317,6,21.0
6124,13964,9798,2176,6540,3258,884,20,-218.0
5951,14128,10177,2305,6524,3653,1080,37,-305.0
4900,13894,12965,3906,2494,10471,8906,2276,65.0
6289,12494,7912,1619,6110,1802,274,3,88.0
4845,13999,12716,3611,3766,8950,6467,1177,-49.0
6220,12836,8344,1741,6242,2102,352,4,-13.0
4911,13872,13034,4041,1822,11212,10228,3025,32.0
5617,14344,10963,2609,6272,4691,1800,91,-373.0
6026,14120,10119,2287,6516,3603,1088,34,-262.0
4884,13979,12825,3720,3330,9495,7319,1534,10.0
6016,13812,9765,2186,6414,3351,984,36,-217.0
5080,8662,4863,901,4320,543,22,0,380.0
6051,11234,6758,1327,5554,1204,126,1,248.0
6004,11086,6642,1300,5484,1158,118,0,260.0
6167,14002,9799,2172,6566,3233,870,17,-208.0
6170,13502,9216,2006,6396,2820,710,18,-122.0
5179,14382,12038,3123,5338,6700,3706,417,-288.0
5768,10456,6166,1190,5192,974,72,0,288.0
1892,2944,1525,263,1472,53,0,0,210.0
5838,14341,10579,2439,6524,4055,1293,40,-363.0
5255,14418,11722,2941,5798,5924,2822,221,-382.0
6259,13413,8970,1915,6450,2520,513,7,-99.0
6109,13934,9735,2150,6570,3165,794,19,-240.0
4910,13879,13007,3997,2032,10975,9815,2796,41.0
4986,14216,12285,3284,4866,7419,4484,578,-229.0
5110,14372,12086,3136,5356,6730,3660,378,-312.0
4688,7900,4392,807,3942,450,16,0,373.0
4891,14080,12556,3483,4214,8342,5652,909,-116.0
6314,12505,7899,1613,6120,1779,265,4,95.0
5228,9096,5193,976,4530,663,36,0,349.0
6172,12112,7591,1539,5948,1643,216,0,112.0
6282,12680,8119,1675,6188,1931,304,2,46.0
2768,4360,2284,398,2180,104,0,0,294.0
6189,12872,8454,1784,6204,2250,464,11,-13.0
6090,14160,10066,2257,6590,3476,980,22,-261.0
4911,13983,12788,3708,3328,9460,7327,1567,8.0
5366,14477,11638,2896,5900,5738,2677,204,-369.0
6207,13857,9544,2086,6572,2972,713,19,-192.0
4891,14023,12758,3655,3586,9172,6851,1363,-29.0
4899,13952,12868,3780,3056,9812,7840,1773,35.0
5890,14408,10663,2473,6488,4175,1432,58,-328.0
5063,14329,12160,3185,5210,6950,3909,435,-291.0
5996,11124,6683,1310,5506,1177,112,0,245.0
5161,14383,11848,3003,5678,6170,3027,237,-377.0
6198,13479,9128,1970,6436,2692,607,8,-123.0
6125,13883,9681,2138,6534,3147,815,21,-215.0
6257,12795,8263,1715,6236,2027,323,1,10.0
6229,13779,9422,2047,6562,2860,655,17,-175.0
1864,2876,1478,253,1438,40,0,0,213.0
4992,8608,4876,910,4292,584,24,0,350.0
5653,14354,10889,2574,6334,4555,1686,91,-386.0
5479,14516,11480,2816,6064,5416,2388,161,-373.0
5964,14163,10209,2315,6528,3681,1107,46,-305.0
6287,12916,8360,1737,6298,2062,320,1,-6.0
5904,10688,6302,1217,5302,1000,84,0,301.0
5238,9073,5163,968,4518,645,37,0,360.0
5878,10671,6304,1219,5294,1010,83,0,292.0
1184,1796,908,153,898,10,0,0,143.0
4880,14072,12632,3539,4030,8602,6012,1048,-99.0
5057,14342,12188,3193,5218,6970,3906,419,-290.0
6380,13130,8523,1777,6384,2139,362,4,-4.0
4899,13911,12930,3876,2604,10326,8703,2211,42.0
6072,13439,9189,1995,6408,2781,623,10,-173.0
5149,14321,11926,3069,5438,6488,3445,341,-315.0
5824,14176,10407,2394,6450,3957,1276,52,-339.0
6020,13884,9818,2195,6466,3352,952,36,-241.0
5816,10680,6360,1237,5298,1062,84,0,259.0
4890,13909,12941,3879,2608,10333,8693,2196,43.0
3004,4792,2539,447,2396,143,0,0,304.0
2058,3201,1658,286,1600,58,1,0,229.0
5686,14348,10874,2571,6322,4552,1704,82,-359.0
5664,14373,10923,2587,6324,4599,1725,86,-373.0
4226,6931,3763,677,3464,299,3,0,381.0
4846,8245,4619,854,4114,505,17,0,366.0
5479,14388,11186,2693,6214,4972,1960,97,-416.0
4364,7212,3947,716,3598,349,16,0,383.0
4526,7549,4157,757,3772,385,5,0,377.0
6057,14232,10186,2296,6596,3590,1040,31,-285.0
6143,13650,9363,2038,6498,2865,654,9,-182.0
4969,14186,12373,3344,4682,7691,4822,663,-188.0
6278,12688,8144,1685,6178,1966,332,2,49.0
5183,14331,11796,2998,5604,6192,3123,279,-350.0
6245,12049,7459,1498,5930,1529,189,1,157.0
6466,13203,8523,1770,6426,2097,351,8,16.0
908,1376,695,117,688,7,0,0,110.0
6148,14046,9863,2191,6580,3283,886,20,-226.0
6279,12728,8179,1693,6200,1979,328,5,37.0
6188,14276,10067,2241,6688,3379,900,24,-262.0
6352,13371,8823,1863,6468,2355,435,2,-59.0
6139,13722,9454,2066,6512,2942,698,17,-195.0
5430,9505,5447,1026,4738,709,29,0,346.0
6005,14028,10031,2264,6478,3553,1072,39,-256.0
6313,13411,8922,1898,6456,2466,499,5,-74.0
4913,14200,12546,3436,4476,8070,5248,791,-177.0
4947,14268,12421,3337,4820,7601,4628,601,-237.0
6399,12640,7974,1627,6186,1788,268,1,106.0
4536,7670,4273,786,3830,443,10,0,353.0
6312,11648,6960,1357,5778,1182,92,0,267.0
4913,14067,12709,3602,3806,8903,6455,1201,-47.0
6122,13460,9144,1973,6450,2694,560,6,-167.0
5282,9075,5127,955,4524,603,27,0,379.0
1200,1836,936,159,918,18,0,0,141.0
4540,7610,4214,772,3796,418,18,0,372.0
1092,1660,841,142,830,11,0,0,131.0
4884,13947,12835,3752,3158,9677,7631,1686,20.0
4925,14097,12621,3532,4050,8571,5997,1041,-83.0
6287,13736,9324,2015,6558,2766,620,9,-140.0
5550,9813,5671,1076,4886,785,41,0,332.0
4890,13963,12857,3771,3088,9769,7787,1776,13.0
4888,13909,12935,3866,2674,10261,8561,2118,48.0
