Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
3902,4882,1480,3844,1038,58,96
4507,7268,2696,3752,3516,755,-434
1954,2092,558,1952,140,2,303
4280,8214,3695,1648,6566,2632,-298
4499,6517,2220,4154,2363,345,-296
3648,4526,1361,3608,918,40,125
4522,6795,2380,4070,2725,452,-362
3577,4296,1261,3548,748,29,172
4530,7249,2672,3810,3439,720,-442
4244,8287,3882,1046,7241,3198,-180
4380,5963,1940,4166,1797,214,-158
4350,8114,3475,2328,5786,2022,-417
2788,3137,873,2782,355,6,280
4467,6414,2169,4152,2262,315,-268
4515,7576,2903,3540,4036,975,-493
4403,6182,2059,4128,2054,275,-215
2188,2385,647,2182,203,6,303
1751,1871,498,1750,121,1,289
4560,6894,2423,4096,2798,464,-391
3365,4013,1172,3338,675,27,192
4421,6044,1978,4176,1868,245,-168
3073,3559,1015,3058,501,15,269
4267,8219,3722,1550,6669,2717,-275
4297,8206,3656,1788,6418,2509,-328
3983,5132,1593,3892,1240,91,9
2339,2560,696,2336,224,3,285
4482,6343,2114,4230,2113,252,-258
4527,6621,2276,4138,2483,389,-330
1512,1629,437,1510,119,2,248
3615,4393,1303,3574,819,41,170
4431,6219,2069,4162,2057,269,-231
4522,6829,2401,4054,2775,468,-360
1823,1927,508,1822,105,1,281
4128,5370,1683,4008,1362,120,-49
2836,3233,910,2826,407,10,276
4522,7480,2841,3596,3884,926,-481
3523,4250,1252,3492,758,31,192
3844,4875,1496,3766,1109,78,55
4165,5613,1801,4022,1591,143,-103
4511,6673,2311,4102,2571,409,-351
2842,3231,907,2834,397,8,294
4259,8255,3796,1326,6929,2933,-237
4304,8152,3583,1972,6180,2332,-350
2203,2413,657,2198,215,5,311
4171,5443,1709,4050,1393,121,-45
4472,6418,2164,4180,2238,292,-292
4521,7303,2710,3766,3537,755,-444
4446,7790,3121,3096,4694,1350,-475
4438,6345,2137,4142,2203,296,-264
4273,5802,1868,4132,1670,141,-145
4409,7797,3143,3022,4775,1387,-459
4517,7288,2711,3732,3556,785,-450
4181,5513,1746,4042,1471,139,-71
963,995,257,962,33,1,196
4339,5910,1920,4140,1770,199,-146
4505,7403,2784,3670,3733,835,-458
4500,6774,2372,4060,2714,440,-348
4548,7015,2505,4010,3005,538,-407
4372,6094,2006,4164,1930,208,-200
4324,8083,3490,2206,5877,2118,-376
4535,7311,2703,3810,3501,725,-467
3787,4736,1439,3716,1020,71,76
2197,2400,652,2192,208,5,299
2436,2709,747,2430,279,6,318
4161,5508,1748,4024,1484,137,-57
3642,4387,1291,3610,777,32,133
4534,7057,2548,3922,3135,612,-394
3342,3922,1134,3308,614,34,232
4376,5908,1906,4192,1716,184,-153
4279,5771,1863,4090,1681,189,-110
4275,8252,3768,1432,6820,2843,-260
1787,1922,515,1784,138,3,298
654,671,172,654,17,0,145
4518,6678,2319,4080,2598,438,-328
4251,8269,3831,1214,7055,3037,-215
4350,6046,1995,4112,1934,238,-174
4062,5254,1639,3952,1302,110,-15
4250,8270,3833,1208,7062,3042,-213
2936,3333,934,2930,403,6,285
4288,5815,1877,4122,1693,166,-136
4468,6328,2112,4208,2120,260,-269
3500,4183,1224,3470,713,30,199
4525,6775,2370,4070,2705,455,-337
4303,6032,1994,4088,1944,215,-178
572,586,150,572,14,0,131
2367,2639,728,2366,273,1,297
4225,8320,4092,272,8048,3953,-3
1594,1691,447,1594,97,0,277
4335,6011,1980,4102,1909,233,-162
3811,4805,1471,3726,1079,85,75
3528,4209,1229,3502,707,26,175
4525,7415,2799,3634,3781,891,-457
4522,6408,2149,4220,2188,302,-255
2611,2946,822,2604,342,7,304
4123,5339,1668,4006,1333,117,-10
4530,7063,2541,3962,3101,568,-420
4284,5925,1948,4058,1867,226,-131
4413,7993,3302,2778,5215,1635,-481
4445,6409,2180,4098,2311,347,-261
4219,5538,1746,4092,1446,127,-61
4011,5112,1575,3924,1188,87,23
4535,7361,2744,3746,3615,789,-465
4373,6018,1971,4152,1866,221,-169
4398,6164,2043,4156,2008,242,-210
4368,5997,1955,4174,1823,194,-189
2034,2179,581,2034,145,0,315
4452,6366,2146,4148,2218,304,-241
4249,8260,3828,1208,7052,3041,-208
4544,7341,2729,3766,3575,778,-449
4487,6602,2281,4080,2522,407,-299
4162,5397,1686,4050,1347,112,-44
4164,5402,1687,4056,1346,108,-50
4534,6847,2411,4050,2797,484,-378
4235,8299,3949,802,7497,3433,-127
4341,8128,3520,2176,5952,2165,-391
2799,3175,891,2786,389,13,285
4528,7387,2767,3706,3681,822,-470
4077,5338,1679,3960,1378,117,-17
4242,8274,3855,1128,7146,3114,-195
3944,4900,1479,3884,1016,60,58
4423,6153,2025,4206,1947,217,-225
4330,5983,1956,4142,1841,188,-164
4276,5784,1869,4092,1692,184,-136
4454,7738,3060,3236,4502,1218,-487
4509,7756,3051,3308,4448,1201,-506
2252,2441,658,2250,191,2,328
3879,4755,1420,3830,925,49,102
683,697,178,682,15,1,154
4404,7941,3286,2738,5203,1666,-450
4428,7843,3180,2966,4877,1462,-467
4367,6177,2062,4106,2071,261,-220
4557,7006,2501,4008,2998,549,-410
4339,8100,3495,2220,5880,2119,-388
4541,6880,2430,4040,2840,501,-382
3724,4573,1366,3682,891,42,130
4450,6686,2342,4004,2682,446,-311
4194,5669,1821,4054,1615,140,-95
4563,7112,2558,3992,3120,571,-441
