Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_8_Async
63700,81893,25391,62222,19671,1478,-1
64270,82726,25681,62728,19998,1542,-121
69624,124718,50853,46024,78694,23600,-8021
68698,127250,53831,39176,88074,29522,-7452
43368,48860,13611,43276,5584,92,4579
69158,126408,52749,41820,84588,27338,-7715
68576,127680,54544,37184,90496,31392,-7174
71452,117084,43979,58252,58832,13200,-7957
70022,124161,50115,47862,76299,22160,-8246
71731,110174,39233,63416,46758,8315,-6754
42786,48019,13339,42682,5337,104,4739
39705,44182,12182,39636,4546,69,4816
71615,116983,43868,58494,58489,13121,-7983
71297,106105,36880,64690,41415,6607,-5865
71296,118487,45087,56626,61861,14670,-8082
71047,103782,35508,65532,38250,5515,-5271
71433,106322,36961,64800,41522,6633,-5871
28556,30671,8200,28542,2129,14,4589
70864,121342,47445,52904,68438,17960,-8286
46228,52678,14819,46080,6598,148,4415
70634,101640,34392,65712,35928,4922,-4779
71809,114647,42155,60674,53973,11135,-7641
70135,99524,33319,65772,33752,4363,-4195
68658,93492,30290,65824,27668,2834,-2803
67811,128985,56489,32014,96971,35797,-6489
71340,105720,36621,64956,40764,6384,-5726
71283,118742,45256,56460,62282,14823,-8181
71199,103905,35577,65502,38403,5697,-5253
69474,97097,32125,65694,31403,3780,-3604
70983,120201,46473,54510,65691,16473,-8237
71443,105696,36566,65128,40568,6315,-5763
11378,11631,2971,11378,253,0,2453
70563,101796,34516,65528,36268,5035,-4738
29001,31134,8324,28972,2162,29,4622
70166,123536,49502,49064,74472,21102,-8256
71391,115218,42731,59512,55706,11879,-7571
65566,85819,26987,63690,22129,1876,-947
57849,70559,20980,57198,13361,651,2052
70692,102713,35041,65262,37451,5430,-4904
67949,128934,56326,32564,96370,35385,-6608
70828,102765,34995,65550,37215,5278,-5009
67102,90218,28978,64524,25694,2578,-1955
34360,37436,10139,34316,3120,44,4820
71474,106595,37074,64894,41701,6580,-5946
70805,102959,35095,65538,37421,5267,-5089
67650,129317,57146,30050,99267,37600,-6157
66123,131452,63869,7428,124024,58695,-1534
69635,97048,32054,65880,31168,3755,-3555
68817,126938,53461,40032,86906,28785,-7553
68765,127280,53888,39008,88272,29757,-7439
70716,101786,34461,65728,36058,4988,-4769
59791,73790,22147,58992,14798,799,1616
71139,105538,36570,64796,40742,6343,-5669
71806,111040,39762,63032,48008,8774,-6934
71801,111009,39749,63022,47987,8779,-6944
55483,66698,19610,54956,11742,527,2729
71644,111147,39911,62650,48497,8994,-6877
70040,99125,33087,65902,33223,4138,-4124
49980,58229,16693,49686,8543,294,3735
19106,19879,5163,19106,773,0,3724
69076,95400,31277,65692,29708,3384,-3265
71326,105575,36559,64914,40661,6412,-5678
71260,118746,45268,56420,62326,14840,-8152
66163,131450,63685,8160,123290,58003,-1717
68518,127841,54779,36566,91275,31952,-7081
71333,117851,44550,57502,60349,13831,-8059
70689,121328,47506,52632,68696,18057,-8236
69658,97663,32397,65738,31925,3920,-3720
67950,128589,55978,33266,95323,34684,-6618
71221,119184,45612,55920,63264,15301,-8205
69237,97163,32243,65354,31809,3883,-3505
33547,36556,9901,33508,3048,39,4847
71562,107913,37887,64278,43635,7284,-6172
71137,119839,46113,55226,64613,15911,-8248
24317,25659,6753,24306,1353,11,4287
60564,75529,22869,59582,15947,982,1267
60730,75416,22769,59756,15660,974,1219
58714,72082,21541,58000,14082,714,1771
18158,18886,4905,18152,734,6,3594
66931,130481,59668,22290,108191,44641,-4774
71799,113678,41512,61308,52370,10491,-7393
68202,92797,30081,65270,27527,2932,-2680
66233,131349,62994,10722,120627,55511,-2310
71383,106321,36967,64774,41547,6609,-5794
69796,97943,32498,65894,32049,3902,-3814
67937,92314,29876,65124,27190,2813,-2460
40176,44655,12302,40102,4553,74,4760
68507,127705,54567,37142,90563,31365,-7176
68595,93858,30544,65540,28318,3055,-2843
71025,105736,36701,64668,41068,6357,-5688
66721,89136,28461,64428,24708,2293,-1697
67967,91866,29616,65268,26598,2699,-2277
65930,86238,27101,64072,22166,1858,-969
71171,104492,35927,65276,39216,5895,-5434
69796,124927,50996,45870,79057,23926,-8096
71736,110810,39637,63072,47738,8664,-6890
40512,45036,12408,40440,4596,72,4770
65245,85172,26722,63456,21716,1789,-807
69987,99347,33268,65622,33725,4365,-4186
67307,129934,58456,26044,103890,41263,-5461
59795,74019,22273,58946,15073,849,1528
27087,28868,7667,27068,1800,19,4526
69294,125996,52229,43076,82920,26218,-7881
69070,96430,31868,65388,31042,3682,-3408
69923,99084,33124,65672,33412,4251,-4070
28429,30417,8105,28414,2003,15,4591
66777,88986,28384,64436,24550,2341,-1638
71825,108933,38439,64110,44823,7715,-6482
67351,129828,58176,26952,102876,40399,-5629
71189,104768,36099,65140,39628,6049,-5479
66246,131322,62852,11236,120086,55010,-2423
70412,100724,33901,65844,34880,4568,-4569
10046,10253,2615,10046,207,0,2219
67453,129533,57702,28258,101275,39195,-5814
71450,106139,36850,64878,41261,6572,-5793
49666,57620,16458,49408,8212,258,3890
71199,106038,36869,64600,41438,6599,-5752
71685,115429,42788,59706,55723,11979,-7694
36883,40621,11106,36818,3803,65,4792
71805,115244,42547,60300,54944,11505,-7684
70347,100329,33709,65822,34507,4525,-4384
35175,38495,10463,35138,3357,37,4847
69948,124692,50672,46696,77996,23252,-8174
49385,57450,16452,49092,8358,293,3836
71578,109636,39003,63260,46376,8318,-6516
70444,100837,33999,65678,35159,4766,-4562
7758,7889,2005,7758,131,0,1763
71297,106175,36906,64726,41449,6571,-5775
71918,112172,40455,62524,49648,9394,-7160
67618,129443,57345,29506,99937,38112,-6080
70616,101818,34500,65636,36182,4980,-4845
63027,80319,24728,61726,18593,1301,245
70610,121748,47869,52020,69728,18590,-8256
63756,81508,25164,62360,19148,1396,5
71595,108439,38184,64142,44297,7453,-6374
66614,88246,28004,64476,23770,2138,-1426
23568,24850,6534,23564,1286,4,4197
1714,1719,431,1714,5,0,421
70805,121403,47452,52998,68405,17807,-8360
71579,114281,42043,60390,53891,11189,-7483
63462,81161,25071,62038,19123,1424,93
62414,79083,24251,61162,17921,1252,588
62588,79029,24167,61390,17639,1198,544
70122,123901,49832,48474,75427,21648,-8255
70461,100854,34006,65684,35170,4777,-4493
60952,76487,23270,59894,16593,1058,1056
68583,127712,54438,37672,90040,30911,-7316
71779,109086,38550,63972,45114,7807,-6457
57610,70318,20935,56896,13422,714,2232
68297,128243,55224,35590,92653,32707,-7031
71051,119959,46205,55098,64861,15953,-8281
71894,112965,40962,62082,50883,9812,-7392
71516,116647,43656,58670,57977,12846,-7872
69800,97657,32337,65966,31691,3834,-3739
71795,111724,40262,62400,49324,9395,-6991
71460,107994,37952,64180,43814,7280,-6271
71731,112737,40913,61822,50915,9909,-7246
52187,61400,17745,51820,9580,367,3419
70064,123987,49934,48238,75749,21826,-8292
70572,101854,34537,65560,36294,5012,-4795
71124,119912,46153,55212,64700,15912,-8320
36457,40122,10959,36408,3714,49,4864
58939,72400,21666,58136,14264,803,1771
70954,121288,47342,53208,68080,17746,-8360
66066,131540,64660,4440,127100,61626,-831
42520,47786,13291,42408,5378,112,4658
71676,112097,40477,62286,49811,9390,-7104
71843,110781,39610,63122,47659,8721,-6843
27371,29216,7769,27356,1860,15,4537
29908,32077,8565,29894,2183,14,4698
69153,126694,52973,41496,85198,27657,-7773
71594,115276,42688,59800,55476,11794,-7666
67664,91472,29481,65020,26452,2644,-2284
71631,114468,42067,60668,53800,10963,-7549
70477,122392,48390,51224,71168,19253,-8328
48266,55665,15824,48034,7631,232,4085
66078,131531,64501,5058,126473,61020,-982
71741,112154,40513,62256,49898,9485,-7139
67036,130264,59244,23552,106712,43484,-4992
58323,71075,21120,57670,13405,653,2070
69799,125104,51091,45844,79260,23955,-8176
68285,93123,30225,65346,27777,2939,-2546
67295,90263,28915,64866,25397,2429,-1978
71508,107561,37652,64514,43047,6994,-6170
69357,125600,51794,44024,81576,25333,-7936
66705,130714,60411,19784,110930,46921,-4268
66917,89401,28558,64570,24831,2347,-1768
52301,61645,17842,51922,9723,379,3478
21223,22233,5812,21218,1015,5,3994
70692,101661,34397,65734,35927,4958,-4697
67213,129933,58443,26094,103839,41119,-5455
62244,78791,24142,61014,17777,1230,571
57490,70055,20821,56826,13229,664,2226
63233,80466,24764,61876,18590,1357,389
5058,5109,1290,5058,51,0,1201
71785,110091,39197,63394,46697,8391,-6731
71889,109259,38589,64162,45097,7727,-6598
37244,41071,11237,37194,3877,50,4804
68542,93830,30537,65512,28318,3030,-2772
70853,101243,34072,66198,35045,4655,-4681
69932,124735,50672,46782,77953,23150,-8252
71321,118665,45124,56834,61831,14487,-8201
37603,41444,11337,37540,3904,63,4828
64115,82453,25567,62638,19815,1477,-176
71567,108231,38099,64066,44165,7501,-6217
67724,91262,29337,65176,26086,2548,-2243
61945,77806,23705,60792,17014,1153,704
69786,124336,50499,46676,77660,23110,-8067
70479,101270,34200,65740,35530,4739,-4650
71551,117351,44089,58346,59005,13205,-8063
60451,75479,22878,59446,16033,1005,1287
71326,107105,37481,64286,42819,7040,-6009
24879,26359,6963,24866,1493,13,4368
66438,88102,28001,64200,23902,2238,-1419
71703,113027,41095,61674,51353,10029,-7346
55204,66223,19446,54662,11561,542,2766
69829,99018,33122,65548,33470,4281,-4048
69538,125069,51240,45178,79891,24360,-8000
55976,67690,19997,55392,12298,584,2468
39819,44366,12253,39720,4646,99,4753
60502,75291,22760,59542,15749,960,1347
68928,126643,53086,40942,85701,27986,-7603
63056,80482,24809,61728,18754,1328,227
48070,55440,15760,47840,7600,230,4071
65312,84957,26604,63498,21459,1814,-771
43656,49287,13757,43546,5741,110,4514
58848,72478,21725,58056,14422,792,1884
66644,130806,60731,18688,112118,47956,-4035
71868,108328,38026,64552,43776,7316,-6398
66609,88430,28102,64452,23978,2157,-1620
23111,24360,6403,23108,1252,3,4133
71644,107626,37638,64700,42926,6944,-6239
39778,44318,12234,39700,4618,78,4735
68147,128730,56032,33332,95398,34815,-6695
58675,71947,21484,57958,13989,717,1807
66158,131456,63610,8472,122984,57686,-1797
64437,83366,25979,62816,20550,1621,-306
64245,82884,25758,62736,20148,1509,-333
14983,15488,3999,14980,508,3,3064
70330,100477,33808,65722,34755,4608,-4456
71655,113266,41273,61440,51826,10215,-7331
68043,92538,29997,65088,27450,2955,-2472
63120,80578,24833,61824,18754,1296,245
70637,121574,47688,52396,69178,18241,-8265
71587,112796,41031,61468,51328,10119,-7171
69025,95428,31320,65576,29852,3449,-3164
68815,127186,53722,39484,87702,29331,-7515
60245,74877,22614,59298,15579,947,1304
53920,63967,18598,53542,10425,378,3069
68842,95545,31435,65350,30195,3492,-3169
21031,22100,5793,21028,1072,3,3913
35881,39323,10702,35838,3485,43,4908
66858,130477,59768,21882,108595,44976,-4672
66101,131521,64458,5210,126311,60891,-1014
49531,57383,16373,49274,8109,257,3921
62311,78942,24214,61028,17914,1283,559
58750,71864,21429,58012,13852,738,2013
67080,129992,58845,24604,105388,42476,-5122
69700,97955,32539,65754,32201,3946,-3802
71779,108707,38310,64174,44533,7605,-6446
70532,102609,35052,65010,37599,5522,-4812
66133,131468,63825,7636,123832,58497,-1594
70743,120675,46935,53610,67065,17133,-8213
28178,30163,8040,28166,1997,12,4569
71355,104765,36006,65506,39259,5849,-5547
69769,124603,50603,46794,77809,22975,-8176
70701,121224,47424,52752,68472,17949,-8220
71490,119339,45540,56518,62821,14972,-8330
70493,122037,48157,51446,70591,19047,-8256
45763,52298,14750,45596,6702,167,4220
71915,114939,42273,60786,54153,11129,-7714
69659,96934,31968,65996,30938,3663,-3634
66176,131381,63275,9662,121719,56514,-2058
71857,112290,40572,62292,49998,9565,-7200
56014,67459,19860,55478,11981,536,2562
60689,75992,23079,59668,16324,1021,1057
71283,105537,36522,64986,40551,6297,-5623
67650,91019,29225,65138,25881,2512,-2174
66124,87289,27634,64042,23247,2082,-1141
69364,125976,52164,43296,82680,26068,-7911
70168,99905,33507,65782,34123,4386,-4362
67903,92100,29788,65048,27052,2855,-2403
70454,122648,48608,50864,71784,19590,-8344
21166,22192,5806,21160,1032,6,3915
68402,128087,55027,36066,92021,32336,-7076
69422,125702,51899,43808,81894,25614,-7908
71572,117380,44096,58376,59004,13196,-8079
70962,103456,35391,65348,38108,5614,-5201
71635,110382,39454,62948,47434,8687,-6708
69656,97913,32532,65698,32215,3958,-3818
71803,116193,43175,59686,56507,12117,-7916
62773,79758,24512,61468,18290,1305,407
63091,80049,24563,61846,18203,1245,346
70318,100065,33560,65890,34175,4428,-4309
66067,131555,64778,3998,127557,62069,-728
65410,85751,27006,63478,22273,1932,-834
12781,13138,3374,12780,358,1,2718
30331,32702,8773,30312,2390,19,4665
67495,129343,57329,29370,99973,38125,-5998
57896,70781,21093,57190,13591,706,2040
71278,104591,35953,65370,39221,5908,-5461
59323,73474,22126,58444,15030,879,1621
47822,55104,15650,47608,7496,214,4138
71712,112033,40402,62458,49575,9254,-7125
70508,122159,48258,51286,70873,19222,-8247
69401,96912,32034,65688,31224,3713,-3570
70191,123381,49397,49174,74207,21017,-8229
71554,115394,42765,59728,55666,11826,-7669
70033,99512,33345,65644,33868,4389,-4160
71090,120589,46716,54314,66275,16776,-8304
71562,115702,42963,59552,56150,12010,-7748
32329,34987,9417,32306,2681,23,4743
70178,124009,49907,48390,75619,21788,-8299
65284,85102,26659,63568,21534,1716,-794
54759,65483,19170,54286,11197,473,2890
60052,74689,22558,59146,15543,906,1345
70839,121322,47373,53152,68170,17687,-8346
71899,111536,40022,62984,48552,8915,-7088
70179,99692,33374,65888,33804,4291,-4226
70414,101230,34223,65568,35662,4846,-4599
66050,131584,65441,1404,130180,64646,-94
67615,90411,28919,65146,25265,2469,-1992
66732,130656,60327,20004,110652,46728,-4292
71593,117591,44282,58054,59537,13539,-8058
58945,72573,21746,58162,14411,783,1745
22536,23699,6216,22534,1165,2,4131
68833,127270,53843,39168,88102,29665,-7477
69868,124366,50412,47084,77282,22784,-8133
71022,104858,36197,64928,39930,6094,-5479
69385,126011,52182,43294,82717,26091,-7918
69944,98730,32905,65840,32890,4104,-4015
55471,66670,19605,54920,11750,551,2638
71293,105680,36606,64936,40744,6357,-5687
70632,121265,47427,52822,68443,17810,-8230
70664,102387,34821,65490,36897,5174,-4907
47519,54716,15527,47324,7392,195,4123
63257,80597,24808,61962,18635,1295,198
69107,96365,31853,65318,31047,3789,-3443
71898,112692,40815,62124,50568,9774,-7296
69595,125173,51309,45110,80063,24485,-8014
67134,129982,58690,25204,104778,41930,-5280
41635,46578,12904,41540,5038,95,4698
30931,33373,8961,30902,2471,29,4705
70011,123819,49875,48138,75681,21873,-8195
71554,115771,43049,59346,56425,12208,-7721
69414,96609,31857,65790,30819,3624,-3451
71448,106951,37342,64534,42417,6914,-6009
54550,64966,18964,54076,10890,474,3019
70753,103796,35659,64956,38840,5797,-5134
64054,82810,25792,62452,20358,1602,-218
57207,69291,20496,56598,12693,609,2280
66879,130492,59794,21808,108684,45071,-4662
66962,130342,59339,23328,107014,43634,-4977
70705,121891,47904,52166,69725,18539,-8345
58565,71918,21510,57796,14122,769,1881
64300,82931,25791,62698,20233,1602,-243
44257,50129,14040,44098,6031,159,4431
66546,87881,27807,64534,23347,2012,-1516
68822,94692,30947,65596,29096,3226,-3072
70412,122809,48749,50622,72187,19790,-8344
70613,121949,47990,51938,70011,18675,-8365
65494,85628,26907,63628,22000,1866,-841
17571,18195,4705,17570,625,1,3499
70841,121357,47401,53110,68247,17731,-8348
70887,103532,35445,65284,38248,5603,-5115
69164,95428,31261,65812,29616,3352,-3145
64423,83258,25924,62820,20438,1603,-393
71220,118002,44723,57112,60890,14108,-8060
69344,125974,52159,43312,82662,26032,-7923
39594,44028,12139,39500,4528,94,4805
69268,126060,52247,43132,82928,26136,-7931
67858,91735,29578,65158,26577,2700,-2229
67331,129855,58191,26946,102909,40385,-5634
40258,44830,12372,40172,4658,86,4739
41009,45786,12661,40928,4858,81,4760
54846,65573,19207,54318,11255,528,2825
71686,109128,38601,63852,45276,7834,-6477
36701,40405,11039,36654,3751,47,4898
70498,122755,48691,50746,72009,19752,-8366
71115,119373,45762,55698,63675,15417,-8197
15489,15988,4122,15488,500,1,3202
70878,102983,35063,65714,37269,5164,-5116
71662,111315,39985,62690,48625,8972,-6956
23769,25169,6644,23762,1407,7,4196
57453,69647,20630,56774,12873,679,2311
66873,88682,28162,64716,23966,2157,-1616
12349,12658,3242,12348,310,1,2650
71512,107929,37923,64166,43763,7346,-6226
70893,120111,46469,54346,65765,16547,-8163
69972,99187,33162,65726,33461,4246,-4090
69450,96905,31995,65830,31075,3620,-3561
43389,49019,13695,43258,5761,131,4553
59161,72709,21769,58342,14367,819,1753
64749,84197,26318,63122,21075,1627,-533
67025,130297,59255,23574,106723,43451,-5010
58296,71232,21222,57576,13656,720,2043
27093,28888,7673,27084,1804,9,4475
70192,123577,49555,48934,74643,21258,-8281
70466,122916,48847,50444,72472,20022,-8331
71602,116405,43428,59098,57307,12504,-7850
24999,26461,6982,24994,1467,5,4354
64298,82965,25796,62746,20219,1552,-225
66208,131362,63193,9952,121410,56256,-2122
71671,115929,43061,59614,56315,12057,-7796
69383,97033,32100,65666,31367,3717,-3596
55339,66537,19560,54834,11703,505,2715
23027,24215,6352,23022,1193,5,4149
66685,130754,60593,19136,111618,47549,-4120
70734,101823,34491,65682,36141,5052,-4741
33899,36818,9942,33868,2950,31,4832
58934,72417,21660,58194,14223,740,1755
66131,131482,63910,7324,124158,58807,-1524
71615,117497,44247,58006,59491,13609,-7990
68278,128099,55148,35606,92493,32672,-6971
69003,95000,31060,65760,29240,3243,-3156
71416,116842,43828,58372,58470,13044,-7891
11656,11934,3053,11656,278,0,2547
66144,86827,27372,64166,22661,1978,-1206
69371,125823,51993,43674,82149,25697,-7949
69011,95606,31425,65512,30094,3499,-3167
70501,122686,48635,50832,71854,19669,-8380
70124,100087,33679,65458,34629,4666,-4256
71862,111205,39870,62930,48275,8932,-6964
20601,21541,5621,20598,943,3,3894
59646,73675,22135,58810,14865,836,1533
71462,107666,37748,64340,43326,7122,-6133
70542,122461,48538,50770,71691,19772,-8283
69751,124674,50792,46180,78494,23571,-8071
68141,92441,29899,65286,27155,2855,-2442
61572,77186,23462,60524,16662,1048,959
71529,117024,43915,58388,58636,13141,-7958
70740,102642,34934,65548,37094,5192,-4995
69086,95812,31506,65600,30212,3486,-3353
70190,100131,33626,65758,34373,4432,-4381
11628,11912,3049,11628,284,0,2528
70880,120485,46745,53990,66495,16890,-8217
56075,67585,19923,55478,12107,597,2608
57963,70842,21104,57268,13574,695,2104
70758,101951,34509,65866,36085,4892,-4804
63240,80765,24905,61910,18855,1330,162
54037,64213,18704,53610,10603,427,3211
22864,24058,6316,22852,1206,12,4112
71828,114963,42348,60534,54429,11294,-7726
70528,102272,34770,65464,36808,5064,-4846
68349,127874,54748,36756,91118,31593,-7165
69311,96528,31839,65700,30828,3611,-3406
65664,85795,26920,63910,21885,1754,-911
67003,89628,28684,64520,25108,2483,-1766
71790,111032,39760,63024,48008,8766,-6928
68819,94940,31088,65528,29412,3291,-3092
67243,129923,58309,26610,103313,40633,-5594
71681,113290,41302,61372,51918,10309,-7334
54429,64886,18957,53944,10942,485,2972
23610,24890,6544,23604,1286,6,4261
70136,123999,50007,47970,76029,22166,-8205
69420,97279,32269,65482,31797,3938,-3586
58522,71808,21460,57776,14032,746,1900
66188,131438,63443,9104,122334,57084,-1947
40417,44978,12404,40340,4638,77,4766
67321,129807,58163,26962,102845,40359,-5619
35133,38546,10504,35076,3470,57,4723
40166,44658,12308,40084,4574,82,4730
67374,90485,29017,64902,25583,2472,-2068
23819,25129,6612,23810,1319,9,4212
31746,34280,9210,31720,2560,26,4807
70422,100877,34014,65698,35179,4724,-4570
71091,104181,35752,65354,38827,5737,-5370
30164,32349,8638,30146,2203,18,4674
68186,128367,55502,34726,93641,33460,-6878
67005,130210,59171,23736,106474,43269,-5002
69021,126728,53091,41092,85636,27929,-7717
16135,16701,4317,16134,567,1,3272
71611,108546,38249,64096,44450,7515,-6356
64256,82839,25732,62750,20089,1506,-228
42867,48051,13336,42758,5293,109,4575
70630,122669,48542,51170,71499,19460,-8402
56216,67756,19975,55612,12144,604,2624
70779,102774,35058,65316,37458,5463,-4943
71424,105012,36151,65420,39592,6004,-5628
69648,125121,51227,45334,79787,24314,-8050
63695,81699,25288,62246,19453,1449,-75
67125,130162,58909,24688,105474,42437,-5226
58901,72277,21593,58182,14095,719,1766
66871,130559,59813,21866,108693,45005,-4706
5644,5724,1451,5644,80,0,1305
59755,73843,22198,58894,14949,861,1455
71344,106036,36791,64908,41128,6436,-5813
71646,106951,37214,65046,41905,6600,-6099
66157,131408,63466,8952,122456,57205,-1895
71294,104989,36187,65230,39759,6064,-5543
50499,58777,16829,50238,8539,261,3752
71514,108126,38037,64104,44022,7410,-6262
60172,74689,22528,59266,15423,906,1278
61032,76266,23117,60064,16202,968,984
2258,2273,572,2258,15,0,548
70044,98304,32663,65956,32348,4088,-3872
68260,127922,54991,35880,92042,32380,-6965
70229,99791,33454,65766,34025,4463,-4295
71080,119346,45762,55644,63702,15436,-8179
71401,104157,35616,65850,38307,5551,-5445
70773,121485,47555,52750,68735,18023,-8308
15164,15658,4038,15164,494,0,3110
45314,51466,14442,45164,6302,150,4394
71307,119258,45602,56108,63150,15199,-8270
48507,56000,15930,48280,7720,227,4006
61545,77463,23628,60414,17049,1131,892
71155,107297,37653,63982,43315,7173,-6050
69159,126400,52750,41800,84600,27359,-7738
59264,73036,21915,58412,14624,852,1661
62959,79830,24494,61684,18146,1275,361
71731,114714,42186,60684,54030,11047,-7616
53724,63690,18514,53324,10366,400,3172
61695,77654,23670,60628,17026,1067,831
71049,120093,46347,54798,65295,16251,-8228
69781,99188,33243,65404,33784,4377,-3992
51608,60387,17378,51262,9125,346,3592
71387,118022,44743,57072,60950,14315,-7985
71377,105810,36683,64888,40922,6489,-5716
67211,90072,28859,64708,25364,2503,-1921
70751,121283,47417,52898,68385,17853,-8281
48768,56237,15977,48566,7671,202,4001
51265,59833,17173,50974,8859,291,3649
55271,66282,19445,54784,11498,487,2742
71279,104977,36195,65174,39803,6105,-5563
69690,97794,32467,65720,32074,3970,-3841
67094,130222,59029,24328,105894,42766,-5160
71680,112820,40942,61872,50948,9808,-7265
71700,112327,40694,61878,50449,9822,-7033
67193,130087,58700,25374,104713,41819,-5357
39226,43525,11975,39150,4375,76,4721
70798,103060,35197,65332,37728,5466,-5057
67112,89918,28769,64760,25158,2352,-1863
60457,75314,22784,59492,15822,965,1251
66568,88149,27997,64310,23839,2258,-1413
65910,86903,27482,63878,23025,2032,-1185
62332,79015,24221,61146,17869,1186,545
61511,76794,23266,60524,16270,987,945
63566,81084,24994,62192,18892,1374,98
67045,130212,59145,23844,106368,43201,-5036
58085,71325,21331,57326,13999,759,1957
70668,121795,47872,52102,69693,18566,-8328
62854,80512,24897,61436,19076,1418,228
71592,114680,42224,60464,54216,11128,-7625
66720,130761,60446,19738,111023,46982,-4275
68845,127045,53545,39910,87135,28935,-7567
66020,87079,27533,64026,23053,1994,-1237
66167,131406,63458,8980,122426,57187,-1904
64276,83344,26014,62632,20712,1644,-328
47921,55146,15647,47704,7442,217,4105
70405,100641,33879,65766,34875,4639,-4483
70992,102708,34877,65908,36800,5084,-5035
66786,130530,59918,21388,109142,45398,-4577
71637,113360,41366,61256,52104,10381,-7385
66566,130917,61069,17558,113359,49008,-3804
71846,113567,41414,61478,52089,10368,-7429
68452,127624,54505,37228,90396,31224,-7160
