Points,Edges,Area,Perimeter,Contact_perimeter,TETRAPIXEL,Euler_General_4_Async
1674,1757,460,1674,83,0,377
3803,4657,1389,3758,899,45,535
4266,8244,3770,1408,6836,2858,-208
4559,7249,2663,3846,3403,713,-27
4495,6515,2216,4166,2349,329,196
4493,6979,2511,3914,3065,579,25
4569,7413,2779,3710,3703,859,-65
4540,6889,2423,4086,2803,454,74
4395,6201,2065,4142,2059,253,259
2104,2282,616,2100,182,4,438
2723,3044,843,2716,328,7,522
4521,7379,2765,3698,3681,823,-93
4225,8320,4091,276,8044,3949,-4
4371,8015,3367,2562,5453,1809,-277
4274,8241,3745,1502,6739,2772,-222
36,36,9,36,0,0,9
3381,4012,1169,3348,664,33,538
4082,5307,1659,3978,1329,104,434
910,939,242,910,29,0,213
1374,1433,373,1374,59,0,314
4448,7909,3224,2922,4987,1526,-237
4356,5966,1940,4172,1794,184,330
564,578,148,564,14,0,134
1150,1197,311,1150,47,0,264
4125,5450,1723,4008,1442,117,398
4482,7486,2866,3508,3978,974,-138
4534,6577,2237,4206,2371,328,194
4326,8157,3585,1974,6183,2352,-246
3144,3667,1052,3126,541,18,529
4380,6160,2045,4140,2020,240,265
4087,5209,1603,4006,1203,81,481
4334,8112,3505,2204,5908,2130,-273
4324,5964,1950,4128,1836,196,310
4320,5948,1947,4108,1840,212,319
4265,8260,3788,1368,6892,2897,-207
4321,8137,3563,2022,6115,2299,-253
4258,8266,3825,1232,7034,3026,-183
4551,6837,2404,4058,2779,493,118
4320,5730,1824,4164,1566,156,414
4542,7143,2595,3906,3237,636,-6
4226,5628,1791,4092,1536,134,389
4065,5206,1607,3984,1222,81,466
4277,5957,1965,4054,1903,223,285
3488,4132,1200,3464,668,24,556
4440,7979,3280,2838,5141,1602,-259
4583,6646,2257,4264,2382,319,194
4311,5903,1923,4114,1789,197,331
4484,6925,2471,3966,2959,518,30
4207,5624,1794,4072,1552,135,377
4369,8074,3427,2440,5634,1929,-278
4456,6221,2052,4234,1987,222,287
2632,2952,820,2624,328,8,500
4545,7369,2751,3734,3635,811,-73
4255,8263,3812,1278,6985,2977,-196
4352,6087,2016,4110,1977,242,281
4143,5404,1691,4044,1360,99,430
3436,4091,1193,3410,681,26,538
4225,8320,4088,288,8032,3937,-7
4374,8004,3350,2608,5396,1766,-280
3740,4606,1384,3676,930,64,518
3489,4250,1265,3440,810,49,504
4539,7045,2539,3934,3111,605,33
3740,4619,1389,3682,937,58,510
3859,4834,1468,3796,1038,63,493
4023,5147,1596,3910,1237,113,472
4492,7551,2899,3506,4045,986,-160
4516,7675,2994,3374,4301,1142,-165
4351,8045,3408,2458,5587,1893,-286
4432,7911,3227,2914,4997,1518,-252
3552,4360,1301,3516,844,36,493
4514,7547,2903,3482,4065,1032,-130
4509,6524,2216,4184,2340,325,201
2474,2767,767,2466,301,8,474
4526,7597,2917,3526,4071,1000,-154
4484,6571,2255,4122,2449,362,168
4337,5858,1893,4144,1714,193,372
4232,5622,1785,4104,1518,128,395
4356,5806,1852,4204,1602,152,402
4345,5951,1935,4162,1789,183,329
4480,6998,2519,3920,3078,560,1
3194,3719,1066,3174,545,20,541
4306,8188,3624,1880,6308,2426,-258
4127,5360,1679,4004,1356,123,446
3797,4700,1413,3748,952,49,510
4461,7725,3049,3254,4471,1207,-215
4267,5769,1861,4094,1675,173,359
4540,7118,2587,3888,3230,652,9
4232,8303,3940,846,7457,3386,-131
3589,4332,1280,3544,788,45,537
4498,7622,2955,3424,4198,1074,-169
1931,2075,555,1930,145,1,411
2342,2590,710,2340,250,2,462
4407,6156,2042,4144,2012,263,293
4209,5541,1751,4078,1463,131,419
4497,7461,2833,3590,3871,907,-131
4322,5935,1937,4122,1813,200,324
3333,3900,1122,3312,588,21,555
4401,7912,3252,2816,5096,1585,-259
4452,6671,2334,4006,2665,446,115
4104,5331,1665,4002,1329,102,438
2994,3438,975,2976,462,18,531
4593,7232,2636,3920,3312,673,-3
4455,6413,2170,4146,2267,309,212
3323,3917,1134,3298,619,25,540
4153,5372,1677,4036,1336,117,458
4541,6809,2379,4102,2707,439,111
4558,7130,2584,3924,3206,634,12
2679,2999,832,2670,329,9,512
4544,7408,2763,3764,3644,780,-101
4070,5312,1670,3944,1368,126,428
4024,5194,1610,3948,1246,76,440
3348,4013,1176,3322,691,26,511
4042,5183,1608,3934,1249,108,467
2253,2442,658,2252,190,1,469
3069,3555,1013,3058,497,11,527
4146,5450,1725,4000,1450,146,421
3505,4151,1206,3478,673,27,560
4558,7178,2609,3920,3258,638,-11
4327,5954,1945,4128,1826,199,318
1660,1752,461,1660,92,0,369
2854,3261,919,2846,415,8,512
3180,3656,1037,3164,492,16,561
4268,8223,3706,1622,6601,2646,-249
3895,4913,1500,3826,1087,69,482
4377,8002,3356,2580,5422,1797,-269
4423,6428,2197,4068,2360,355,192
784,798,203,784,14,0,189
1343,1415,372,1342,73,1,300
4294,8200,3669,1724,6476,2570,-237
1915,2067,555,1914,153,1,403
4048,5252,1645,3924,1328,124,441
4312,5887,1913,4122,1765,190,338
872,892,228,872,20,0,208
4483,6391,2146,4198,2193,285,238
4473,7922,3200,3044,4878,1429,-249
4503,7835,3111,3226,4609,1277,-221
1578,1685,448,1578,107,0,341
4022,5063,1544,3950,1113,72,503
4531,7259,2681,3794,3465,737,-47
4480,6733,2368,3994,2739,486,115
4491,7750,3066,3236,4514,1255,-193
4511,6832,2395,4084,2748,427,74
2324,2574,707,2320,254,4,457
3749,4570,1361,3696,874,53,540
4505,7772,3075,3244,4528,1261,-192
4161,5545,1762,4042,1503,119,378
3671,4444,1315,3628,816,43,542
2067,2253,610,2066,187,1,424
2353,2588,706,2352,236,1,471
4522,6498,2197,4208,2290,314,221
4499,7717,3034,3298,4419,1201,-184
4541,7691,2987,3434,4257,1107,-163
4451,6434,2185,4128,2306,323,202
4475,6299,2102,4190,2109,285,278
3946,4957,1506,3890,1067,56,495
4533,6919,2466,3974,2945,559,80
2378,2635,724,2374,261,4,467
4526,7400,2778,3688,3712,838,-96
1624,1720,454,1624,96,0,358
2753,3127,876,2750,377,3,502
3289,3870,1117,3272,598,17,536
4512,6534,2219,4192,2342,320,197
4332,6032,1992,4096,1936,236,292
4148,5518,1757,4008,1510,140,387
640,654,167,640,14,0,153
4395,6055,1983,4178,1877,217,323
4122,5194,1590,4028,1166,94,518
4605,6851,2385,4162,2689,443,139
4532,7349,2739,3742,3607,790,-78
4325,8160,3570,2040,6120,2285,-265
3355,3983,1158,3334,649,21,530
4535,7431,2801,3658,3773,877,-95
4336,5901,1920,4122,1779,214,355
4473,6371,2145,4162,2209,311,247
4409,7984,3316,2704,5280,1705,-259
4377,6070,1995,4160,1910,217,302
962,989,254,962,27,0,227
3578,4311,1268,3550,761,28,535
3250,3802,1093,3232,570,18,541
4560,7076,2550,3952,3124,608,34
4344,8074,3432,2420,5654,1924,-298
2356,2602,713,2352,250,4,467
3900,4816,1450,3832,984,68,534
4374,8036,3365,2612,5424,1762,-297
4504,6389,2136,4234,2155,270,251
4318,8162,3575,2024,6138,2294,-269
4177,5499,1739,4042,1457,135,417
4560,7275,2681,3826,3449,734,-34
4307,8172,3599,1948,6224,2359,-266
3400,4048,1181,3372,676,28,533
4529,6844,2406,4064,2780,465,91
4536,6791,2374,4086,2705,450,119
4218,5719,1853,4026,1693,192,352
4327,8160,3562,2072,6088,2255,-271
4536,7457,2808,3682,3775,854,-113
1752,1870,497,1752,118,0,379
4565,7253,2654,3890,3363,675,-34
4466,6401,2160,4162,2239,304,225
