N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
36018,107737,97767,27328,31566,66201,44605,7012,-1280.0
47462,90804,55852,11158,44756,11096,1292,2,1352.0
26476,42538,22688,4019,21262,1426,14,0,2607.0
45726,84138,50213,9788,41698,8515,742,2,2013.0
45443,110323,80467,18368,50726,29741,8871,279,-2781.0
42636,75506,43730,8318,37552,6178,402,0,2542.0
38747,110552,92235,23592,42918,49317,24716,2153,-3162.0
48443,104874,70488,15088,50448,20040,3978,57,-1031.0
15996,24790,12794,2199,12394,400,2,0,1801.0
46731,108163,76364,17002,50716,25648,6731,155,-2070.0
47713,105632,72187,15658,50426,21761,4780,67,-1390.0
46808,107873,75976,16895,50582,25394,6709,194,-1984.0
44643,80772,47561,9168,40114,7447,544,1,2264.0
33854,56053,30707,5572,27982,2725,89,0,2936.0
47127,89188,54361,10775,44072,10289,1044,5,1525.0
43899,110433,82680,19268,49752,32928,10929,391,-3122.0
37012,62490,34800,6404,31176,3624,138,0,2918.0
44042,110728,82961,19361,49756,33205,11216,458,-3086.0
38668,110402,92361,23694,42558,49803,25286,2244,-3067.0
48437,103829,69392,14799,49990,19402,3849,45,-799.0
48519,101561,66746,14051,49186,17560,3189,27,-347.0
46563,86413,51915,10175,42780,9135,853,3,1890.0
35937,104543,101356,32672,6680,94676,91183,29101,78.0
47662,105221,71862,15593,50166,21696,4889,76,-1290.0
46783,87992,53396,10548,43504,9892,984,1,1639.0
48444,96126,60779,12415,47068,13711,1990,12,682.0
13418,20751,10689,1834,10374,315,3,0,1522.0
35752,106882,98556,28130,28332,70224,50218,8828,-704.0
39921,110889,90066,22482,45240,44826,20409,1449,-3384.0
48262,95292,59998,12210,46736,13262,1820,10,758.0
39183,110572,91472,23225,43594,47878,23384,1873,-3142.0
39828,69226,39480,7412,34488,4992,250,0,2670.0
38311,110222,92962,24033,41726,51236,26770,2549,-2982.0
43992,110504,82733,19296,49690,33043,11124,452,-3075.0
47123,107314,74917,16536,50618,24299,6078,125,-1810.0
48083,102922,68701,14637,49580,19121,3762,53,-775.0
46414,85976,51593,10105,42556,9037,864,6,1926.0
48373,101065,66278,13923,49018,17260,3029,29,-337.0
48607,103347,68591,14539,49948,18643,3451,35,-688.0
30766,50277,27225,4889,25116,2109,45,0,2825.0
44438,109869,81233,18746,49990,31243,9889,336,-2944.0
39106,67597,38372,7175,33694,4678,209,0,2706.0
40600,111033,89081,22018,46054,43027,18925,1286,-3370.0
